HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N0.HOG0008859	OG0008631	n0	XP_020912174.1	XP_001639207.3	XP_022781417.1	Xe_001118-T1
N0.HOG0008860	OG0008632	n0	XP_020912180.1	XP_048578823.1	XP_022786511.1	Xe_008223-T1
N0.HOG0008861	OG0008633	n0	XP_020912181.1	XP_032236600.2	XP_022786539.1	Xe_008202-T1
N0.HOG0008862	OG0008634	n0	XP_020912190.1	XP_001625965.1	XP_022784802.1	Xe_010577-T1
N0.HOG0008863	OG0008635	n0	XP_020912191.1	XP_032219435.1	XP_022795549.1	Xe_011296-T1
N0.HOG0008864	OG0008636	n0	XP_020912193.1	XP_032239202.2	XP_022784800.1	Xe_010668-T1
N0.HOG0008865	OG0008637	n0	XP_020912195.1	XP_032224891.2	XP_022784829.1, XP_022784850.1	
N0.HOG0008866	OG0008638	n0	XP_020912199.2, XP_020912198.1	XP_032229413.2	XP_022797267.1	
N0.HOG0008867	OG0008639	n0	XP_020912203.1	XP_032219399.2	XP_022804829.1	Xe_016504-T1
N0.HOG0008868	OG0008640	n0	XP_020912206.1	XP_032219484.2	XP_022781333.1	Xe_010670-T1
N0.HOG0008869	OG0008641	n0	XP_020912207.1	XP_048577575.1	XP_022796909.1	Xe_011461-T1
N0.HOG0008870	OG0008642	n0	XP_020912209.1	XP_001634739.2	XP_022786581.1	Xe_008508-T1
N0.HOG0008871	OG0008643	n0	XP_020912217.1	XP_048577459.1	XP_022804408.1	Xe_011365-T1
N0.HOG0008872	OG0008644	n0	XP_020912218.1	XP_001624659.2	XP_022784840.1	Xe_028930-T1
N0.HOG0008873	OG0008645	n0	XP_020912219.1	XP_032234805.2	XP_022804413.1	Xe_011605-T1
N0.HOG0008874	OG0008646	n0	XP_020912225.1	XP_001636782.3	XP_022796985.1	Xe_011254-T1
N0.HOG0008875	OG0008647	n0	XP_020912227.1	XP_048577917.1	XP_022784763.1	Xe_010667-T1
N0.HOG0008876	OG0008648	n0	XP_020912229.1	XP_032239988.1	XP_022786491.1	Xe_008361-T1
N0.HOG0008877	OG0008649	n0	XP_020912238.1	XP_048577274.1	XP_022784799.1, XP_022784838.1	
N0.HOG0008878	OG0008650	n0	XP_020912239.1	XP_032227835.2	XP_022784773.1	Xe_010669-T1
N0.HOG0008879	OG0008651	n0	XP_020912243.1	XP_048577395.1	XP_022784760.1	Xe_011665-T1
N0.HOG0008880	OG0008652	n0	XP_020912249.1, XP_020912245.1	XP_048577506.1	XP_022785414.1	
N0.HOG0008881	OG0008653	n0	XP_020912250.1	XP_032227833.2	XP_022796060.1	Xe_010885-T1
N0.HOG0008882	OG0008654	n0	XP_020912252.1	XP_048577896.1	XP_022796082.1	Xe_005323-T1
N0.HOG0008883	OG0008655	n0	XP_020912254.1	XP_048577988.1	XP_022796092.1	Xe_010884-T1
N0.HOG0008884	OG0008656	n0	XP_020912259.1	XP_032219418.2	XP_022795628.1	Xe_011298-T1
N0.HOG0008885	OG0008657	n0	XP_020912262.1	XP_032219420.2	XP_022795557.1	Xe_010666-T1
N0.HOG0008886	OG0008658	n0	XP_020912264.1	XP_032221181.2	XP_022802752.1	Xe_003238-T1
N0.HOG0008887	OG0008659	n0	XP_020912266.1	XP_032230053.2	XP_022783155.1	Xe_000443-T1
N0.HOG0008888	OG0008660	n0	XP_020912268.1	XP_001630383.2	XP_022781366.1	Xe_011272-T1
N0.HOG0008889	OG0008661	n0	XP_020912271.1	XP_048577644.1	XP_022781420.1	Xe_011288-T1
N0.HOG0008890	OG0008662	n0	XP_020912272.1	XP_001624271.2	XP_022795500.1	Xe_011691-T1
N0.HOG0008891	OG0008663	n0	XP_020912273.1	XP_032220075.2	XP_022782145.1	Xe_022093-T1
N0.HOG0008892	OG0008664	n0	XP_020912274.2	XP_032218815.1	XP_022784240.1	Xe_003401-T1
N0.HOG0008893	OG0008665	n0	XP_020912278.1	XP_001623090.1	XP_022781397.1	Xe_010406-T1
N0.HOG0008894	OG0008666	n0	XP_020912279.1	XP_001623705.2	XP_022785464.1	Xe_010544-T1
N0.HOG0008895	OG0008667	n0	XP_020912288.1	XP_048577784.1	XP_022788866.1	Xe_011624-T1
N0.HOG0008896	OG0008668	n0	XP_020912295.1	XP_032231241.2	XP_022784107.1	Xe_018679-T1
N0.HOG0008897	OG0008669	n0	XP_020912296.1	XP_032231250.2	XP_022784108.1	Xe_018676-T1
N0.HOG0008898	OG0008670	n0	XP_020912299.1	XP_048590472.1	XP_022790821.1, XP_022790820.1	
N0.HOG0008899	OG0008671	n0	XP_020912303.1	XP_001629053.2, XP_001636911.3	XP_022781816.1	
N0.HOG0008900	OG0008672	n0	XP_020912316.1	XP_048583732.1	XP_022785549.1	Xe_002174-T1
N0.HOG0008901	OG0008673	n0	XP_020912319.1	XP_001634339.1	XP_022780460.1	Xe_003171-T1
N0.HOG0008902	OG0008674	n0	XP_020912323.1	XP_032228815.1	XP_022799313.1	Xe_002175-T1
N0.HOG0008903	OG0008675	n0	XP_020912327.1	XP_048587599.1	XP_022795071.1	Xe_004964-T1
N0.HOG0008904	OG0008676	n0	XP_020912334.1	XP_032228387.2	XP_022780435.1	Xe_007932-T1
N0.HOG0008905	OG0008677	n0	XP_020912336.1	XP_032218777.2	XP_022784236.1	Xe_003396-T1
N0.HOG0008906	OG0008678	n0	XP_020912359.1	XP_001637394.2	XP_022797725.1	Xe_004313-T1
N0.HOG0008907	OG0008679	n0	XP_020912365.1	XP_048577531.1	XP_022784257.1	Xe_003388-T1
N0.HOG0008908	OG0008680	n0	XP_020912371.1, XP_020912373.1, XP_028518324.1, XP_028518320.1			
N0.HOG0008909	OG0008681	n0	XP_020912379.1	XP_048575751.1	XP_022804436.1	Xe_018652-T1
N0.HOG0008910	OG0008682	n0	XP_020912382.1	XP_032235101.2	XP_022804443.1	Xe_018673-T1
N0.HOG0008911	OG0008683	n0	XP_020912383.1	XP_001640402.1	XP_022795432.1	Xe_018713-T1
N0.HOG0008912	OG0008684	n0	XP_020912386.1	XP_048576001.1	XP_022782045.1	Xe_017695-T1
N0.HOG0008913	OG0008685	n0	XP_020912387.1	XP_001640241.2	XP_022791789.1	Xe_003252-T1
N0.HOG0008914	OG0008686	n0	XP_020912390.2	XP_032234471.2	XP_022799131.1	Xe_016552-T1
N0.HOG0008915	OG0008687	n0	XP_020912392.1	XP_048575738.1	XP_022780639.1	Xe_016848-T1
N0.HOG0008916	OG0008688	n0	XP_020912397.1	XP_032230677.2	XP_022783157.1	Xe_016554-T1
N0.HOG0008917	OG0008689	n0	XP_020912398.1	XP_001640403.2	XP_022783207.1	Xe_016553-T1
N0.HOG0008918	OG0008690	n0	XP_020912402.1	XP_032221424.2	XP_022799880.1	Xe_018443-T1
N0.HOG0008919	OG0008691	n0	XP_020912403.1	XP_048576062.1	XP_022794548.1	Xe_017422-T1
N0.HOG0008920	OG0008692	n0	XP_020912406.1	XP_001640445.1	XP_022799860.1	Xe_018444-T1
N0.HOG0008921	OG0008693	n0	XP_020912410.1	XP_048579724.1	XP_022807220.1	Xe_011304-T1
N0.HOG0008922	OG0008694	n0	XP_020912423.1	XP_032235072.1	XP_022790195.1	Xe_018666-T1
N0.HOG0008923	OG0008695	n0	XP_020912426.1	XP_048575828.1	XP_022785698.1	Xe_016301-T1
N0.HOG0008924	OG0008696	n0	XP_020912437.1	XP_001633515.1	XP_022783593.1	Xe_020550-T1
N0.HOG0008925	OG0008697	n0	XP_020912438.1	XP_001624746.1	XP_022794533.1	Xe_029053-T1
N0.HOG0008926	OG0008698	n0	XP_020912441.1	XP_001636017.2	XP_022784233.1	Xe_003237-T1
N0.HOG0008927	OG0008699	n0	XP_020912445.1	XP_032233109.1	XP_022783193.1, XP_022800020.1	
N0.HOG0008928	OG0008700	n0	XP_020912448.1	XP_001627567.3	XP_022783158.1	Xe_016558-T1
N0.HOG0008929	OG0008701	n0	XP_020912451.1	XP_032238631.1	XP_022783631.1	Xe_020549-T1
N0.HOG0008930	OG0008702	n0	XP_020912454.1	XP_032231272.2	XP_022783183.1	Xe_018486-T1
N0.HOG0008931	OG0008703	n0	XP_020912456.1	XP_048575736.1	XP_022780642.1	Xe_018435-T1
N0.HOG0008932	OG0008704	n0	XP_020912457.1	XP_048575855.1	XP_022784114.1	Xe_016491-T1
N0.HOG0008933	OG0008705	n0	XP_020912459.1	XP_032230678.2	XP_022783159.1	Xe_016557-T1
N0.HOG0008934	OG0008706	n0	XP_020912463.1	XP_001631042.2	XP_022807226.1	Xe_011472-T1
N0.HOG0008935	OG0008707	n0	XP_020912468.1	XP_032230464.2	XP_022807229.1	Xe_011289-T1
N0.HOG0008936	OG0008708	n0	XP_020912496.1	XP_032223328.1	XP_022798490.1, XP_022786162.1	
N0.HOG0008937	OG0008709	n0	XP_020912497.1	XP_001624471.3	XP_022792866.1	Xe_012478-T1
N0.HOG0008938	OG0008710	n0	XP_020912501.1		XP_022786099.1	Xe_027998-T1, Xe_009834-T1
N0.HOG0008939	OG0008711	n0	XP_020912506.1	XP_001641010.2	XP_022785611.1	Xe_001387-T1
N0.HOG0008940	OG0008712	n0	XP_020912507.1	XP_001641128.1	XP_022785608.1	Xe_001386-T1
N0.HOG0008941	OG0008713	n0	XP_028512620.1, XP_020912508.1	XP_032233821.1	XP_022785629.1	
N0.HOG0008942	OG0008714	n0	XP_020912509.1	XP_001641127.2	XP_022785613.1	Xe_001385-T1
N0.HOG0008943	OG0008715	n0	XP_020912511.1	XP_032241570.2	XP_022807445.1, XP_022807446.1	
N0.HOG0008944	OG0008716	n0	XP_020912527.1	XP_001626745.2	XP_022786472.1	Xe_008302-T1
N0.HOG0008945	OG0008717	n0	XP_020912529.1	XP_001626741.1	XP_022794397.1	Xe_008285-T1
N0.HOG0008946	OG0008718	n0	XP_020912530.1	XP_001626763.1	XP_022801851.1	Xe_007476-T1
N0.HOG0008947	OG0008719	n0	XP_020912531.1	XP_032230283.1	XP_022786443.1	Xe_007411-T1
N0.HOG0008948	OG0008720	n0	XP_020912532.1	XP_001635955.2	XP_022791777.1	Xe_021741-T1
N0.HOG0008949	OG0008721	n0	XP_020912533.1	XP_048587270.1	XP_022801870.1	Xe_008038-T1
N0.HOG0008950	OG0008722	n0	XP_020912534.1	XP_001626743.1	XP_022801837.1	Xe_007468-T1
N0.HOG0008951	OG0008723	n0	XP_020912535.2	XP_001626764.2	XP_022801839.1	Xe_007416-T1
N0.HOG0008952	OG0008724	n0	XP_020912539.1	XP_048586918.1	XP_022779222.1	Xe_008080-T1
N0.HOG0008953	OG0008725	n0	XP_020912543.1	XP_032241554.2	XP_022784255.1	Xe_003233-T1
N0.HOG0008954	OG0008726	n0	XP_020912571.1	XP_001626748.1	XP_022801865.1	Xe_022032-T1
N0.HOG0008955	OG0008727	n0	XP_020912572.1	XP_032239940.2	XP_022801193.1	Xe_015783-T1
N0.HOG0008956	OG0008728	n0	XP_020912581.1	XP_001626744.1	XP_022786442.1	Xe_008886-T1
N0.HOG0008957	OG0008729	n0	XP_020912603.1	XP_048581404.1	XP_022782928.1	Xe_021796-T1
N0.HOG0008958	OG0008730	n0	XP_020912606.1	XP_001627043.2	XP_022804223.1	Xe_012500-T1
N0.HOG0008959	OG0008731	n0	XP_020912617.1	XP_048580416.1	XP_022809386.1	Xe_012554-T1
N0.HOG0008960	OG0008732	n0	XP_020912621.1	XP_048580415.1	XP_022809374.1	Xe_012553-T1
N0.HOG0008961	OG0008733	n0	XP_020912635.1	XP_001623048.1	XP_022778489.1	Xe_002949-T1
N0.HOG0008962	OG0008734	n0	XP_020912650.1	XP_001638897.1	XP_022801361.1	Xe_012338-T1
N0.HOG0008963	OG0008735	n0	XP_020912652.1	XP_032237186.2	XP_022801362.1	Xe_012336-T1
N0.HOG0008964	OG0008736	n0	XP_020912653.1	XP_048586471.1	XP_022800408.1	Xe_014686-T1
N0.HOG0008965	OG0008737	n0	XP_020912664.1	XP_001634767.3	XP_022807732.1	Xe_006020-T1
N0.HOG0008966	OG0008738	n0	XP_020912666.1	XP_048585103.1	XP_022791910.1	Xe_012799-T1
N0.HOG0008967	OG0008739	n0	XP_020912667.1	XP_032238299.1	XP_022791867.1	Xe_013016-T1
N0.HOG0008968	OG0008740	n0	XP_020912669.1	XP_001634762.2	XP_022790525.1	Xe_000933-T1
N0.HOG0008969	OG0008741	n0	XP_020912670.1	XP_048584777.1	XP_022779480.1	Xe_013880-T1
N0.HOG0008970	OG0008742	n0	XP_020912671.1	XP_048585207.1	XP_022789360.1	Xe_013993-T1
N0.HOG0008971	OG0008743	n0	XP_020912675.1	XP_032240678.2	XP_022790895.1	Xe_013690-T1
N0.HOG0008972	OG0008744	n0	XP_020912683.1	XP_001631876.3	XP_022779050.1	Xe_013593-T1
N0.HOG0008973	OG0008745	n0	XP_020912684.1	XP_048584602.1	XP_022779021.1	Xe_013591-T1
N0.HOG0008974	OG0008746	n0	XP_020912685.1	XP_001628400.2	XP_022800073.1	Xe_021912-T1
N0.HOG0008975	OG0008747	n0	XP_020912707.2	XP_032234043.2	XP_022791887.1	Xe_013188-T1
N0.HOG0008976	OG0008748	n0	XP_020912710.1	XP_032236715.2	XP_022796643.1	Xe_013046-T1
N0.HOG0008977	OG0008749	n0	XP_020912721.1	XP_032229708.2	XP_022799094.1	Xe_013828-T1
N0.HOG0008978	OG0008750	n0	XP_020912758.1	XP_048583174.1	XP_022780494.1	Xe_004608-T1
N0.HOG0008979	OG0008751	n0	XP_020912767.1	XP_032223111.2	XP_022800309.1	Xe_016135-T1
N0.HOG0008980	OG0008752	n0	XP_020912769.1	XP_032227036.2	XP_022806298.1	Xe_015023-T1
N0.HOG0008981	OG0008753	n0	XP_020912771.1	XP_048589645.1, XP_048589646.1	XP_022797942.1	
N0.HOG0008982	OG0008754	n0	XP_020912787.1	XP_001623637.2	XP_022798220.1	Xe_002767-T1
N0.HOG0008983	OG0008755	n0	XP_020912791.1	XP_032229279.2	XP_022796093.1	Xe_002367-T1
N0.HOG0008984	OG0008756	n0	XP_020912794.1	XP_032229987.2	XP_022804577.1	Xe_012398-T1
N0.HOG0008985	OG0008757	n0	XP_020912797.1	XP_001637555.1	XP_022785479.1	Xe_002562-T1
N0.HOG0008986	OG0008758	n0	XP_020912803.2, XP_020912804.1, XP_020912801.1, XP_028518435.1			
N0.HOG0008987	OG0008759	n0	XP_020912802.1	XP_032232777.2	XP_022788160.1	Xe_002388-T1
N0.HOG0008988	OG0008760	n0	XP_020912806.1	XP_032217934.1	XP_022785709.1	Xe_002558-T1
N0.HOG0008989	OG0008761	n0	XP_020912825.1	XP_001638883.2	XP_022788026.1	Xe_028955-T1
N0.HOG0008990	OG0008762	n0	XP_020912826.1	XP_001636505.1	XP_022779729.1	Xe_002946-T1
N0.HOG0008991	OG0008763	n0	XP_020912833.1	XP_048590619.1	XP_022788094.1	Xe_002400-T1
N0.HOG0008992	OG0008764	n0	XP_020912836.1	XP_048585653.1	XP_022808307.1	Xe_012087-T1
N0.HOG0008993	OG0008765	n0	XP_020912844.1	XP_032225739.2	XP_022789453.1	Xe_011985-T1
N0.HOG0008994	OG0008766	n0	XP_020912874.1	XP_032232896.2	XP_022791007.1	Xe_012423-T1
N0.HOG0008995	OG0008767	n0	XP_020912880.1	XP_001631467.1	XP_022809334.1	Xe_004956-T1
N0.HOG0008996	OG0008768	n0	XP_020912881.1	XP_001631464.1	XP_022798878.1	Xe_005048-T1
N0.HOG0008997	OG0008769	n0	XP_020912884.1	XP_032236198.1	XP_022790659.1	Xe_004887-T1
N0.HOG0008998	OG0008770	n0	XP_020912887.1	XP_048583112.1	XP_022794847.1	Xe_004611-T1
N0.HOG0008999	OG0008771	n0	XP_020912889.1	XP_032236770.1	XP_022800388.1	Xe_004445-T1
N0.HOG0009000	OG0008772	n0	XP_020912894.1	XP_001631469.2	XP_022798770.1	Xe_001156-T1
N0.HOG0009001	OG0008773	n0	XP_020912910.1	XP_032220380.1	XP_022794858.1	Xe_004616-T1
N0.HOG0009002	OG0008774	n0	XP_020912937.1	XP_001631471.2	XP_022792948.1	Xe_004610-T1
N0.HOG0009003	OG0008775	n0	XP_020912976.1	XP_001622976.2	XP_022783824.1	Xe_016488-T1
N0.HOG0009004	OG0008776	n0	XP_020912985.1	XP_001626866.3	XP_022783767.1	Xe_007819-T1
N0.HOG0009005	OG0008777	n0	XP_020913003.1	XP_048580260.1	XP_022782569.1	Xe_009579-T1
N0.HOG0009006	OG0008778	n0	XP_020913017.2	XP_001637965.1	XP_022782578.1	Xe_009582-T1
N0.HOG0009007	OG0008779	n0	XP_020913029.1	XP_001641483.1	XP_022782708.1	Xe_009840-T1
N0.HOG0009008	OG0008780	n0	XP_020913030.1	XP_001641445.2	XP_022789264.1	Xe_009245-T1
N0.HOG0009009	OG0008781	n0	XP_020913044.1	XP_032222286.2	XP_022789953.1	Xe_022189-T1
N0.HOG0009010	OG0008782	n0	XP_020913050.1	XP_048579727.1	XP_022792891.1	Xe_022137-T1
N0.HOG0009011	OG0008783	n0	XP_020913051.1	XP_032222149.2	XP_022782637.1	Xe_000692-T2
N0.HOG0009012	OG0008784	n0	XP_020913054.1	XP_001640923.2	XP_022794500.1	Xe_009973-T1
N0.HOG0009013	OG0008785	n0	XP_020913055.1	XP_001641426.2	XP_022794489.1	Xe_009970-T1
N0.HOG0009014	OG0008786	n0	XP_020913060.1	XP_032240614.1	XP_022779407.1	Xe_013882-T1
N0.HOG0009015	OG0008787	n0	XP_020913061.1	XP_032222196.2	XP_022789320.1	Xe_009581-T1
N0.HOG0009016	OG0008788	n0	XP_020913062.1	XP_048579288.1	XP_022782643.1	Xe_000838-T1
N0.HOG0009017	OG0008789	n0	XP_020913063.1	XP_001625161.2	XP_022793127.1	Xe_021500-T2
N0.HOG0009018	OG0008790	n0	XP_020913071.1	XP_048576367.1	XP_022789261.1	Xe_005171-T1
N0.HOG0009019	OG0008791	n0	XP_020913076.1	XP_048585772.1	XP_022789456.1	Xe_011876-T1
N0.HOG0009020	OG0008792	n0	XP_020913077.1	XP_001629615.2	XP_022782641.1	Xe_000766-T1
N0.HOG0009021	OG0008793	n0	XP_020913081.1	XP_001636890.1	XP_022782642.1	Xe_000767-T1
N0.HOG0009022	OG0008794	n0	XP_020913083.1	XP_001641089.2	XP_022792888.1	Xe_009598-T1
N0.HOG0009023	OG0008795	n0	XP_020913085.1		XP_022798540.1	Xe_009349-T1, Xe_009948-T1
N0.HOG0009024	OG0008796	n0	XP_020913089.1	XP_032222146.2	XP_022782547.1	Xe_000691-T1
N0.HOG0009025	OG0008797	n0	XP_020913096.2	XP_032218364.2	XP_022782606.1	Xe_009580-T1
N0.HOG0009026	OG0008798	n0	XP_020913097.1	XP_048579855.1	XP_022798518.1	Xe_013399-T1
N0.HOG0009027	OG0008799	n0	XP_020913100.2	XP_048577186.1	XP_022801068.1	Xe_028914-T1
N0.HOG0009028	OG0008800	n0	XP_020913101.1	XP_001634537.2	XP_022794493.1	Xe_009972-T1
N0.HOG0009029	OG0008801	n0	XP_020913102.1	XP_032231477.1	XP_022789459.1	Xe_011962-T1
N0.HOG0009030	OG0008802	n0	XP_020913104.1	XP_032228415.1	XP_022793120.1	Xe_021501-T1
N0.HOG0009031	OG0008803	n0	XP_020913105.1	XP_001625162.1	XP_022789714.1	Xe_004756-T1
N0.HOG0009032	OG0008804	n0	XP_020913107.1	XP_032233166.1	XP_022802448.1	Xe_021859-T1
N0.HOG0009033	OG0008805	n0	XP_020913108.1	XP_032228508.2	XP_022782529.1	Xe_001245-T1
N0.HOG0009034	OG0008806	n0	XP_020913125.2	XP_001627687.2	XP_022789461.1	Xe_011963-T1
N0.HOG0009035	OG0008807	n0	XP_020913136.1	XP_001627685.2	XP_022789438.1	Xe_011766-T1
N0.HOG0009036	OG0008808	n0	XP_020913141.1		XP_022804246.1, XP_022806280.1, XP_022796865.1	
N0.HOG0009037	OG0008809	n0	XP_020913153.1	XP_001628482.3	XP_022778191.1	Xe_012350-T1
N0.HOG0009038	OG0008810	n0	XP_020913158.1	XP_001633528.1	XP_022796132.1	Xe_020464-T2
N0.HOG0009039	OG0008811	n0	XP_020913160.1	XP_032233093.1	XP_022802986.1	Xe_018448-T1
N0.HOG0009040	OG0008812	n0	XP_020913163.1	XP_001632636.3	XP_022792129.1	Xe_004486-T1
N0.HOG0009041	OG0008813	n0	XP_020913165.1	XP_048582166.1	XP_022792130.1	Xe_004485-T1
N0.HOG0009042	OG0008814	n0	XP_020913167.1	XP_001627634.1	XP_022792128.1	Xe_004849-T1
N0.HOG0009043	OG0008815	n0	XP_020913170.1	XP_001631930.2	XP_022792069.1	Xe_004852-T1
N0.HOG0009044	OG0008816	n0	XP_020913172.1	XP_048582837.1	XP_022785764.1	Xe_000253-T1
N0.HOG0009045	OG0008817	n0	XP_020913173.1	XP_032221132.1	XP_022795451.1	Xe_018617-T1
N0.HOG0009046	OG0008818	n0	XP_020913177.1	XP_048583149.1	XP_022785824.1	Xe_005090-T1
N0.HOG0009047	OG0008819	n0	XP_020913179.1	XP_032232141.2	XP_022785840.1	Xe_005089-T1
N0.HOG0009048	OG0008820	n0	XP_020913180.1	XP_001636591.2	XP_022800550.1	Xe_005112-T1
N0.HOG0009049	OG0008821	n0	XP_020913184.1	XP_048582489.1	XP_022807972.1	Xe_005057-T1
N0.HOG0009050	OG0008822	n0	XP_020913194.1	XP_032228096.1	XP_022799814.1	Xe_000213-T1
N0.HOG0009051	OG0008823	n0	XP_020913206.1	XP_032231291.1	XP_022792067.1	Xe_004853-T1
N0.HOG0009052	OG0008824	n0	XP_020913208.1	XP_032238624.2	XP_022784081.1	Xe_020463-T1
N0.HOG0009053	OG0008825	n0	XP_020913215.1	XP_032230890.2	XP_022807980.1	Xe_004722-T1
N0.HOG0009054	OG0008826	n0	XP_020913218.1	XP_032238482.1	XP_022808359.1	Xe_004386-T1
N0.HOG0009055	OG0008827	n0	XP_028518954.1, XP_020913220.1		XP_022803567.1, XP_022803254.1	
N0.HOG0009056	OG0008828	n0	XP_020913222.1	XP_048587730.1	XP_022790571.1	Xe_007974-T1
N0.HOG0009057	OG0008829	n0	XP_020913225.1	XP_048582504.1	XP_022789701.1	Xe_005094-T1
N0.HOG0009058	OG0008830	n0	XP_020913226.1	XP_032236975.2	XP_022800294.1	Xe_018283-T1
N0.HOG0009059	OG0008831	n0	XP_020913227.2	XP_048575975.1	XP_022800293.1	Xe_018792-T1
N0.HOG0009060	OG0008832	n0	XP_028518544.1, XP_020913228.1, XP_028518543.1	XP_048575903.1		
N0.HOG0009061	OG0008833	n0	XP_020913235.1	XP_032228082.2	XP_022799821.1	Xe_000179-T1
N0.HOG0009062	OG0008834	n0	XP_020913236.1	XP_001632104.2	XP_022804001.1	Xe_016350-T1
N0.HOG0009063	OG0008835	n0	XP_020913238.1	XP_032234142.2	XP_022789705.1	Xe_004659-T1
N0.HOG0009064	OG0008836	n0	XP_020913243.1	XP_032236022.2	XP_022789747.1	Xe_004658-T1
N0.HOG0009065	OG0008837	n0	XP_020913246.1	XP_001627903.2	XP_022790593.1	Xe_007936-T1
N0.HOG0009066	OG0008838	n0	XP_020913255.1	XP_001639515.1	XP_022797100.1	Xe_004425-T1
N0.HOG0009067	OG0008839	n0	XP_020913256.1	XP_032242261.2	XP_022800556.1	Xe_005113-T1
N0.HOG0009068	OG0008840	n0	XP_020913258.1	XP_001639533.2	XP_022790647.1	Xe_005063-T1
N0.HOG0009069	OG0008841	n0	XP_020913265.1	XP_001631977.1	XP_022808267.1	Xe_004847-T1
N0.HOG0009070	OG0008842	n0	XP_020913266.1	XP_032238480.1	XP_022808214.1	Xe_004387-T1
N0.HOG0009071	OG0008843	n0	XP_020913279.1	XP_032242360.2	XP_022807516.1	Xe_004484-T1
N0.HOG0009072	OG0008844	n0	XP_020913281.1	XP_001636672.2	XP_022807528.1	Xe_004482-T1
N0.HOG0009073	OG0008845	n0	XP_020913283.1	XP_001623189.1	XP_022802899.1	Xe_013159-T1
N0.HOG0009074	OG0008846	n0	XP_020913284.1	XP_001639605.2	XP_022781512.1	Xe_004791-T1
N0.HOG0009075	OG0008847	n0	XP_020913312.1	XP_032236068.2	XP_022783955.1	Xe_004912-T1
N0.HOG0009076	OG0008848	n0	XP_020913328.1		XP_022778879.1, XP_022809447.1, XP_022786484.1	
N0.HOG0009077	OG0008849	n0	XP_020913335.1	XP_001633530.2	XP_022796150.1	Xe_020452-T1
N0.HOG0009078	OG0008850	n0	XP_020913341.1	XP_001639785.1	XP_022790416.1	Xe_024457-T1
N0.HOG0009079	OG0008851	n0	XP_028512449.1, XP_020913343.1	XP_001639699.1	XP_022780588.1	
N0.HOG0009080	OG0008852	n0	XP_020913348.1	XP_048585222.1	XP_022781990.1	Xe_020655-T1
N0.HOG0009081	OG0008853	n0	XP_020913349.1	XP_032242870.2	XP_022803419.1	Xe_021639-T1
N0.HOG0009082	OG0008854	n0	XP_020913358.1, XP_028512811.1	XP_001639742.1	XP_022780636.1	
N0.HOG0009083	OG0008855	n0	XP_020913364.1	XP_048585616.1	XP_022790424.1	Xe_023526-T1
N0.HOG0009084	OG0008856	n0	XP_020913369.1	XP_032231021.2, XP_001631910.1	XP_022790445.1	
N0.HOG0009085	OG0008857	n0	XP_020913389.1	XP_032221692.1	XP_022799066.1	Xe_012168-T1
N0.HOG0009086	OG0008858	n0	XP_020913409.1	XP_032221684.2	XP_022782279.1	Xe_012189-T1
N0.HOG0009087	OG0008859	n0	XP_020913413.1	XP_048588845.1	XP_022788669.1	Xe_014931-T1
N0.HOG0009088	OG0008860	n0	XP_020913436.1		XP_022783172.1, XP_022777528.1, XP_022784366.1	
N0.HOG0009089	OG0008861	n0	XP_020913455.1	XP_032229160.1	XP_022805263.1	Xe_014216-T1
N0.HOG0009090	OG0008862	n0	XP_020913456.1	XP_032229155.2	XP_022805261.1	Xe_014260-T1
N0.HOG0009091	OG0008863	n0	XP_020913463.1	XP_001625724.2	XP_022805266.1	Xe_015825-T1
N0.HOG0009092	OG0008864	n0	XP_020913464.1	XP_032229090.2	XP_022805268.1	Xe_015826-T2
N0.HOG0009093	OG0008865	n0	XP_020913472.1	XP_032220727.1	XP_022778318.1	Xe_002595-T1
N0.HOG0009094	OG0008866	n0	XP_020913474.1	XP_001620772.2	XP_022798084.1	Xe_016113-T1
N0.HOG0009095	OG0008867	n0	XP_020913475.1	XP_032238838.2	XP_022798085.1	Xe_005230-T1
N0.HOG0009096	OG0008868	n0	XP_020913483.1	XP_048589052.1	XP_022790364.1	Xe_014404-T1
N0.HOG0009097	OG0008869	n0	XP_020913484.1	XP_001638161.2	XP_022790385.1	Xe_014403-T1
N0.HOG0009098	OG0008870	n0	XP_020913486.1	XP_001631420.3	XP_022797337.1	Xe_015943-T1
N0.HOG0009099	OG0008871	n0	XP_020913488.1	XP_001638095.1	XP_022796165.1	Xe_014843-T1
N0.HOG0009100	OG0008872	n0	XP_020913493.1	XP_001630426.1	XP_022805459.1	Xe_014491-T1
N0.HOG0009101	OG0008873	n0	XP_020913495.1	XP_001638088.2	XP_022798294.1	Xe_014604-T1
N0.HOG0009102	OG0008874	n0	XP_020913499.1	XP_001625781.1	XP_022807803.1	Xe_014748-T1
N0.HOG0009103	OG0008875	n0	XP_020913506.1	XP_032218535.1	XP_022796173.1	Xe_014838-T1
N0.HOG0009104	OG0008876	n0	XP_020913507.1	XP_001638160.1	XP_022790365.1	Xe_025195-T1
N0.HOG0009105	OG0008877	n0	XP_020913510.1	XP_048588022.1	XP_022801756.1	Xe_014300-T1
N0.HOG0009106	OG0008878	n0	XP_020913525.1	XP_048588795.1	XP_022805355.1	Xe_014117-T1
