HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N2.HOG0001435	OG0001158	n6	XP_020912404.1, XP_020912460.1	XP_048575741.1		
N2.HOG0001436	OG0001159	n0	XP_020903469.1, XP_020911887.1, XP_020909623.1, XP_020895148.1, XP_020904950.1, XP_020897030.1, XP_028517630.1, XP_020901872.2			
N2.HOG0001437	OG0001160	n0	XP_020895211.1, XP_020895208.1	XP_048587839.1, XP_048587838.1, XP_048587691.1, XP_048587834.1, XP_032235531.2, XP_048587837.1		
N2.HOG0001438	OG0001161	n4	XP_020895254.1, XP_020911977.1			
N2.HOG0001439	OG0001161	n6	XP_020903884.1, XP_020914629.1			
N2.HOG0001440	OG0001162	n0	XP_020898568.2, XP_020895307.1, XP_028518342.1, XP_028516392.1, XP_028516097.1			
N2.HOG0001441	OG0001163	n1	XP_020895344.1	XP_048590453.1		
N2.HOG0001442	OG0001163	n5	XP_020916162.1	XP_032239611.2		
N2.HOG0001443	OG0001164	n0	XP_020901096.1, XP_020895441.1, XP_020914964.2, XP_028516012.1, XP_020901639.2, XP_020904596.1, XP_020904594.1, XP_020904566.1, XP_028519001.1			
N2.HOG0001444	OG0001165	n4	XP_020914961.1, XP_020912980.2	XP_032235557.2		
N2.HOG0001445	OG0001165	n6	XP_020917558.1, XP_020895676.1	XP_048586962.1		
N2.HOG0001446	OG0001166	n0	XP_020895695.1	XP_032229417.2		
N2.HOG0001447	OG0001167	n0	XP_028519118.1, XP_020913810.2, XP_020913813.1, XP_028513582.1, XP_028519115.1, XP_020895892.1, XP_028516268.1, XP_020895883.1, XP_028518140.1			
N2.HOG0001448	OG0001168	n0	XP_020896628.2, XP_028514380.1	XP_048588771.1, XP_048588770.1, XP_001632993.2, XP_048588949.1, XP_001627728.3, XP_048588768.1, XP_048588825.1		
N2.HOG0001449	OG0001169	n1	XP_020907304.1, XP_028516937.1, XP_020898885.1, XP_020896732.1	XP_048589455.1, XP_032234333.1		
N2.HOG0001450	OG0001169	n7	XP_028519137.1			
N2.HOG0001451	OG0001170	n0	XP_020896796.1, XP_020917664.1	XP_032221570.2, XP_032221569.1, XP_048576351.1, XP_048575985.1, XP_001640349.2, XP_048575984.1		
N2.HOG0001452	OG0001171	n0	XP_020896990.1, XP_020896991.1, XP_020908961.1, XP_020908941.1, XP_020909287.1	XP_001636397.3, XP_032242069.2		
N2.HOG0001453	OG0001172	n2	XP_020899906.1	XP_001628273.1, XP_032238745.2		
N2.HOG0001454	OG0001172	n5	XP_020897383.1, XP_020897073.1	XP_001634811.3		
N2.HOG0001455	OG0001173	n0	XP_020897216.1	XP_032227963.1, XP_032238858.1, XP_048588786.1, XP_032237657.1, XP_048589097.1		
N2.HOG0001456	OG0001174	n0	XP_020910587.1, XP_020916443.2, XP_020897304.1, XP_028512471.1, XP_028512474.1, XP_020917876.2, XP_020917867.1			
N2.HOG0001457	OG0001175	n0	XP_028518778.1, XP_028518776.1, XP_020897318.1, XP_028514772.1, XP_020914020.1, XP_028518790.1, XP_020907013.2, XP_028518261.1, XP_020905267.1			
N2.HOG0001458	OG0001176	n0	XP_020913447.1, XP_020899241.2, XP_028514311.1, XP_020913442.1, XP_020913448.1, XP_020897332.1, XP_020913452.1, XP_028514318.1, XP_028518609.1			
N2.HOG0001459	OG0001177	n2	XP_020897340.1	XP_048584895.1		
N2.HOG0001460	OG0001177	n3	XP_028515178.1, XP_028519133.1, XP_028517881.1, XP_020913710.2, XP_028515390.1	XP_048585314.1		
N2.HOG0001461	OG0001178	n0	XP_028518972.1, XP_028514055.1, XP_028514069.1, XP_028514954.1, XP_020897469.2, XP_020915320.1	XP_001622468.2		
N2.HOG0001462	OG0001179	n0	XP_020897533.1	XP_032219705.2		
N2.HOG0001463	OG0001180	n1	XP_020897612.1	XP_001636711.1		
N2.HOG0001464	OG0001180	n4	XP_020905692.1	XP_032221699.1, XP_001632147.2		
N2.HOG0001465	OG0001181	n2	XP_020907743.1, XP_020897663.1	XP_048582112.1		
N2.HOG0001466	OG0001181	n5	XP_020897827.1	XP_048579822.1, XP_048580251.1		
N2.HOG0001467	OG0001182	n0	XP_020907073.1, XP_020902825.1, XP_020899211.1, XP_028514123.1, XP_020897741.1, XP_028514137.1	XP_001622920.3, XP_048576204.1		
N2.HOG0001468	OG0001183	n0	XP_020897886.1	XP_048583196.1, XP_048579564.1, XP_048577135.1		
N2.HOG0001469	OG0001184	n0	XP_020897911.1, XP_028513931.1	XP_032218989.1, XP_032221621.2, XP_001631432.2, XP_001638919.3, XP_048575882.1		
N2.HOG0001470	OG0001185	n0	XP_020907863.1, XP_020912590.1, XP_020898019.1			
N2.HOG0001471	OG0001186	n0	XP_020898185.1	XP_001629203.2		
N2.HOG0001472	OG0001187	n4	XP_020898191.1, XP_020898188.1	XP_001634757.3		
N2.HOG0001473	OG0001187	n7		XP_032227628.2		
N2.HOG0001474	OG0001188	n5	XP_020898335.1, XP_020898355.1	XP_032224739.1		
N2.HOG0001475	OG0001188	n7	XP_020898370.1	XP_001637576.3		
N2.HOG0001476	OG0001189	n0	XP_020915836.1, XP_020900059.1, XP_020898338.1, XP_028518329.1, XP_028516991.1, XP_028518739.1, XP_020899463.1, XP_020906048.1	XP_048587494.1		
N2.HOG0001477	OG0001190	n1		XP_048586215.1		
N2.HOG0001478	OG0001190	n3	XP_028515122.1, XP_020898407.1	XP_048583248.1, XP_048583260.1, XP_048590336.1		
N2.HOG0001479	OG0001191	n0	XP_028512984.1, XP_020909491.1, XP_020909493.1, XP_028519393.1, XP_020898510.2, XP_020901967.1, XP_020909512.1, XP_020909511.1, XP_020903966.2			
N2.HOG0001480	OG0001192	n0	XP_028517265.1, XP_020911827.1, XP_028514286.1, XP_028514386.1, XP_028515860.1, XP_020898543.1, XP_020911695.1, XP_020905113.1, XP_028517722.1			
N2.HOG0001481	OG0001193	n2	XP_028513425.1			
N2.HOG0001482	OG0001193	n3	XP_028512966.1, XP_028514293.1, XP_028517916.1, XP_020898573.1, XP_028512967.1			
N2.HOG0001483	OG0001194	n1	XP_020898821.1, XP_020915438.1, XP_028516511.1	XP_048580435.1, XP_032239018.2		
N2.HOG0001484	OG0001194	n6	XP_020914510.1			
N2.HOG0001485	OG0001195	n0	XP_020898832.1, XP_020905477.1			
N2.HOG0001486	OG0001196	n1	XP_020899191.1	XP_001634710.2		
N2.HOG0001487	OG0001196	n3	XP_020899110.1, XP_020899111.1	XP_001634675.2		
N2.HOG0001488	OG0001197	n0	XP_020901871.1, XP_020912476.1, XP_020911979.1, XP_028519082.1, XP_020909042.2, XP_020899228.1, XP_020905418.1, XP_028519053.1, XP_020899457.1			
N2.HOG0001489	OG0001198	n3	XP_020917285.1			
N2.HOG0001490	OG0001198	n4	XP_020899335.1, XP_020899328.1			
N2.HOG0001491	OG0001198	n6		XP_001635635.2, XP_001629477.1, XP_032222462.2		
N2.HOG0001492	OG0001199	n3	XP_020899415.1	XP_048575728.1		
N2.HOG0001493	OG0001199	n5	XP_020901529.1, XP_020910867.1	XP_048576144.1		
N2.HOG0001494	OG0001200	n2		XP_032234023.1		
N2.HOG0001495	OG0001200	n4	XP_020915952.1, XP_020899445.1, XP_020902573.1			
N2.HOG0001496	OG0001200	n7	XP_020916762.1	XP_001623853.1		
N2.HOG0001497	OG0001201	n0	XP_020899736.1	XP_001630142.2		
N2.HOG0001498	OG0001202	n0	XP_020899757.1	XP_032226741.2, XP_001641139.1		
N2.HOG0001499	OG0001203	n0	XP_020899840.1			
N2.HOG0001500	OG0001204	n0	XP_020899859.1	XP_032231206.2		
N2.HOG0001501	OG0001205	n0	XP_020900510.1, XP_020900904.2, XP_020900518.1, XP_020900916.1, XP_020902630.1, XP_020907906.1, XP_020915064.1, XP_020900026.2, XP_020900035.2			
N2.HOG0001502	OG0001206	n0	XP_020912561.1, XP_020900092.2			
N2.HOG0001503	OG0001207	n0	XP_020900513.2, XP_028518211.1, XP_028514510.1, XP_028517969.1, XP_020912019.1, XP_028517557.1, XP_028515838.1, XP_020909919.1, XP_020909921.1			
N2.HOG0001504	OG0001208	n1	XP_020900523.1	XP_001637902.2		
N2.HOG0001505	OG0001208	n5	XP_020914456.1	XP_001639675.3		
N2.HOG0001506	OG0001209	n0	XP_020917551.1, XP_028515795.1, XP_028517241.1, XP_020900837.1, XP_028518175.1, XP_028517174.1, XP_028518206.1, XP_028519524.1, XP_028517116.1			
N2.HOG0001507	OG0001210	n0	XP_020901119.1, XP_020901118.1, XP_020901117.1, XP_020901122.1	XP_048587481.1		
N2.HOG0001508	OG0001211	n2	XP_020901272.2	XP_032228605.1		
N2.HOG0001509	OG0001211	n3	XP_020915080.2, XP_028517301.1, XP_020903293.1, XP_020904560.1	XP_048579088.1, XP_032217810.1		
N2.HOG0001510	OG0001212	n0	XP_020901513.1, XP_020914420.1	XP_001627114.1, XP_001627133.2		
N2.HOG0001511	OG0001213	n1	XP_020901628.1	XP_001623557.2		
N2.HOG0001512	OG0001213	n4	XP_020907196.1	XP_001636411.2		
N2.HOG0001513	OG0001214	n0	XP_020912846.1, XP_020901800.1, XP_020912845.1	XP_048585765.1, XP_048585846.1, XP_048585848.1, XP_001620975.3		
N2.HOG0001514	OG0001215	n0	XP_020915204.1, XP_020909544.1, XP_020903015.1, XP_020903016.1, XP_020909543.1, XP_028515070.1, XP_028515071.1, XP_028519085.1, XP_020903028.1			
N2.HOG0001515	OG0001216	n5	XP_028514543.1	XP_048582993.1		
N2.HOG0001516	OG0001216	n6	XP_020912141.1, XP_020903195.1	XP_032237174.1		
N2.HOG0001517	OG0001217	n1	XP_028519674.1	XP_048582404.1		
N2.HOG0001518	OG0001217	n3	XP_020903410.2			
N2.HOG0001519	OG0001218	n5	XP_020904253.1	XP_001635538.2		
N2.HOG0001520	OG0001218	n6	XP_020903463.1			
N2.HOG0001521	OG0001218	n7	XP_020908162.1	XP_001630203.2		
N2.HOG0001522	OG0001219	n1	XP_020903476.1	XP_048584308.1		
N2.HOG0001523	OG0001219	n4	XP_020906282.1	XP_048576154.1		
N2.HOG0001524	OG0001219	n6	XP_020912954.1	XP_001635127.2		
N2.HOG0001525	OG0001220	n0	XP_020908366.1, XP_020903892.2			
N2.HOG0001526	OG0001221	n0	XP_020904023.1			
N2.HOG0001527	OG0001222	n0	XP_020904324.1	XP_001628922.2		
N2.HOG0001528	OG0001223	n1	XP_028515955.1	XP_048587686.1		
N2.HOG0001529	OG0001223	n4	XP_020904372.1, XP_020916539.1	XP_001636309.3		
N2.HOG0001530	OG0001224	n3	XP_028514497.1	XP_048586454.1		
N2.HOG0001531	OG0001224	n5	XP_020906563.1, XP_020906585.1	XP_048578889.1		
N2.HOG0001532	OG0001224	n7	XP_020904435.1	XP_048579087.1		
N2.HOG0001533	OG0001225	n2	XP_020915743.1	XP_032236224.1		
N2.HOG0001534	OG0001225	n4	XP_020904588.1	XP_001625720.1		
N2.HOG0001535	OG0001226	n1	XP_020907861.1			
N2.HOG0001536	OG0001226	n2	XP_020904621.2, XP_028519521.1			
N2.HOG0001537	OG0001227	n0	XP_028516939.1, XP_020904708.2, XP_020907964.1	XP_048587552.1, XP_001626966.2		
N2.HOG0001538	OG0001228	n0	XP_020905081.2	XP_048588226.1, XP_032233079.2, XP_032220648.2, XP_001629453.1, XP_048587600.1, XP_048588224.1, XP_048586571.1, XP_048586810.1		
N2.HOG0001539	OG0001229	n0	XP_020910174.2, XP_020917056.1, XP_020905243.1, XP_020916125.1, XP_020916115.1, XP_028518055.1, XP_028515721.1, XP_028515737.1, XP_020917138.1			
N2.HOG0001540	OG0001230	n5	XP_028516404.1	XP_048577472.1		
N2.HOG0001541	OG0001230	n7	XP_020905904.1			
N2.HOG0001542	OG0001231	n2	XP_020914059.1, XP_020905983.1, XP_020906218.1	XP_032234164.1		
N2.HOG0001543	OG0001231	n6	XP_028517855.1	XP_048578455.1		
N2.HOG0001544	OG0001232	n0	XP_028516563.1, XP_020906511.1, XP_028516558.1, XP_020906606.1	XP_032226581.2, XP_048588834.1, XP_001622402.2		
N2.HOG0001545	OG0001233	n4	XP_028512498.1			
N2.HOG0001546	OG0001233	n5	XP_020914963.1, XP_020906728.1			
N2.HOG0001547	OG0001233	n7	XP_028519062.1			
N2.HOG0001548	OG0001234	n2	XP_020906825.1	XP_032229519.1		
N2.HOG0001549	OG0001234	n3	XP_020906826.1, XP_020906878.1	XP_001626075.1		
N2.HOG0001550	OG0001235	n1	XP_020913056.1	XP_048579307.1		
N2.HOG0001551	OG0001235	n6	XP_020908361.1	XP_032239763.2		
N2.HOG0001552	OG0001235	n7	XP_028518220.1	XP_048580237.1		
N2.HOG0001553	OG0001236	n1	XP_020908703.1			
N2.HOG0001554	OG0001236	n4	XP_028517012.1	XP_001637279.1		
N2.HOG0001555	OG0001237	n0	XP_020909431.1, XP_020909144.1	XP_032243129.1, XP_048584400.1, XP_032225484.2		
N2.HOG0001556	OG0001238	n0	XP_020909458.2, XP_028512549.1	XP_001638621.3, XP_048587658.1		
N2.HOG0001557	OG0001239	n0	XP_020909540.2	XP_032226487.2, XP_032237694.1, XP_048589012.1, XP_048589237.1, XP_048588880.1, XP_032227088.2		
N2.HOG0001558	OG0001240	n4	XP_028512783.1	XP_048578986.1		
N2.HOG0001559	OG0001240	n5	XP_020909775.2	XP_048578570.1		
N2.HOG0001560	OG0001240	n6	XP_028516849.1	XP_048579108.1, XP_032231321.2		
N2.HOG0001561	OG0001241	n0	XP_020909972.1	XP_048583228.1		
N2.HOG0001562	OG0001242	n2	XP_028517580.1, XP_020916339.1	XP_001637091.1		
N2.HOG0001563	OG0001242	n6	XP_020909973.1	XP_048581142.1		
N2.HOG0001564	OG0001243	n4	XP_020917253.1	XP_001637415.2		
N2.HOG0001565	OG0001243	n5	XP_020910269.1	XP_032218073.1, XP_032226219.1, XP_048579150.1		
N2.HOG0001566	OG0001244	n0	XP_020910369.2, XP_020915380.2	XP_032229033.2		
N2.HOG0001567	OG0001245	n0	XP_020910378.1, XP_020914390.1			
N2.HOG0001568	OG0001246	n1		XP_048582066.1, XP_001641207.2		
N2.HOG0001569	OG0001246	n4	XP_020911192.1	XP_001632482.3		
N2.HOG0001570	OG0001247	n0	XP_020911319.1			
N2.HOG0001571	OG0001248	n3	XP_028512938.1	XP_048587404.1		
N2.HOG0001572	OG0001248	n5	XP_020914392.1			
N2.HOG0001573	OG0001248	n6	XP_020911498.1	XP_032232730.2		
N2.HOG0001574	OG0001249	n0	XP_020911669.1, XP_020911670.1	XP_001637723.3		
N2.HOG0001575	OG0001250	n1		XP_032241044.1		
N2.HOG0001576	OG0001250	n5	XP_020912431.1	XP_001630598.2		
N2.HOG0001577	OG0001250	n7	XP_020911698.1			
N2.HOG0001578	OG0001251	n0	XP_020911869.1, XP_020917574.1	XP_048576753.1, XP_032236530.1, XP_048576076.1, XP_048587471.1		
N2.HOG0001579	OG0001252	n0	XP_020911953.1			
N2.HOG0001580	OG0001253	n2	XP_020913931.1	XP_032225673.2		
N2.HOG0001581	OG0001253	n3	XP_020912007.1, XP_020913440.1	XP_032238567.1		
N2.HOG0001582	OG0001254	n0	XP_028518240.1, XP_020914611.1, XP_028518521.1, XP_028518499.1, XP_028518519.1, XP_028516391.1, XP_028518994.1, XP_020912139.1, XP_028518518.1			
N2.HOG0001583	OG0001255	n0	XP_028512558.1, XP_020912552.1, XP_028516996.1, XP_028515570.1, XP_020912312.1	XP_048576644.1, XP_048587240.1		
N2.HOG0001584	OG0001256	n0	XP_020912419.1, XP_028518293.1, XP_028518312.1	XP_032221585.2		
N2.HOG0001585	OG0001257	n0	XP_028512935.1, XP_020912566.1	XP_032237066.1, XP_048577132.1, XP_048589497.1, XP_048580359.1, XP_048580440.1		
N2.HOG0001586	OG0001258	n0	XP_028518644.1, XP_020917770.1, XP_020913291.1, XP_020917769.1, XP_020913553.1	XP_001631224.1		
N2.HOG0001587	OG0001259	n1	XP_020917407.1, XP_020913354.2			
N2.HOG0001588	OG0001259	n4	XP_020917453.1	XP_032241407.2, XP_001640915.2		
N2.HOG0001589	OG0001260	n2	XP_020915223.1	XP_048590355.1		
N2.HOG0001590	OG0001260	n3	XP_020916897.1	XP_048583408.1		
N2.HOG0001591	OG0001261	n0	XP_020915373.2, XP_020915364.1			
N2.HOG0001592	OG0001262	n0	XP_020915602.1	XP_032218487.2		
N2.HOG0001593	OG0001263	n0	XP_020915675.1, XP_020915674.1, XP_020915686.1, XP_020915672.1	XP_048575970.1		
N2.HOG0001594	OG0001264	n0	XP_020915709.2, XP_020915711.2, XP_020915683.1, XP_020915705.2, XP_028519197.1	XP_032240023.2, XP_048576257.1		
N2.HOG0001595	OG0001265	n0	XP_020917136.1, XP_020917164.1	XP_032239493.1		
N2.HOG0001596	OG0001266	n4	XP_028515704.1	XP_001640960.3		
N2.HOG0001597	OG0001266	n6	XP_020917254.1	XP_032218917.1		
N2.HOG0001598	OG0001267	n4		XP_032218565.2		
N2.HOG0001599	OG0001267	n5	XP_020917442.2			
N2.HOG0001600	OG0001267	n6	XP_028515752.1	XP_032236087.2, XP_032236084.2		
N2.HOG0001601	OG0001268	n0	XP_028518827.1, XP_020917633.2	XP_032239660.2		
N2.HOG0001602	OG0001269	n0	XP_028512681.1	XP_001635879.1, XP_001629722.2, XP_032233655.2, XP_032218595.1, XP_001640590.2, XP_001627221.1, XP_048581569.1, XP_032235011.2		
N2.HOG0001603	OG0001270	n3	XP_028514068.1	XP_048584029.1		
N2.HOG0001604	OG0001270	n4	XP_028514067.1, XP_028512951.1	XP_032229532.2, XP_048584026.1, XP_032229538.2		
N2.HOG0001605	OG0001271	n0	XP_028513100.1	XP_032233946.1		
N2.HOG0001606	OG0001272	n0	XP_028513167.1	XP_048586467.1, XP_048578363.1, XP_048587087.1, XP_048586101.1, XP_048576885.1, XP_048589804.1, XP_048582534.1		
N2.HOG0001607	OG0001273	n0	XP_028514441.1	XP_001624243.2, XP_032221657.2		
N2.HOG0001608	OG0001274	n1	XP_028514702.1	XP_048580414.1, XP_048590557.1		
N2.HOG0001609	OG0001274	n5		XP_048578931.1		
N2.HOG0001610	OG0001275	n0	XP_028516285.1	XP_048576977.1		
N2.HOG0001611	OG0001276	n0	XP_028516516.1			
N2.HOG0001612	OG0001277	n0	XP_028516543.1	XP_032229531.2		
N2.HOG0001613	OG0001278	n0	XP_028516934.1, XP_028516935.1	XP_048577298.1, XP_048578013.1, XP_048577410.1, XP_048577291.1, XP_048577625.1, XP_048577628.1		
N2.HOG0001614	OG0001279	n0	XP_028517990.1	XP_001635103.3, XP_032240389.2		
N2.HOG0001615	OG0001280	n0	XP_028517991.1	XP_048586364.1		
N2.HOG0001616	OG0001281	n0	XP_028518052.1			
N2.HOG0001617	OG0001282	n0	XP_028519426.1			
N2.HOG0001618	OG0001283	n0	XP_028519442.1			
N2.HOG0001619	OG0001284	n0		XP_048590582.1, XP_048590377.1, XP_048577263.1, XP_048577265.1, XP_032227699.1, XP_032222073.1, XP_001624532.3, XP_001633033.3, XP_001633032.3		
N2.HOG0001620	OG0001285	n0		XP_001630273.2, XP_032230236.2, XP_048587412.1, XP_048575914.1, XP_032241227.2, XP_001625151.2, XP_032223348.2, XP_032220878.2, XP_032234835.2		
N2.HOG0001621	OG0001286	n0		XP_001639027.3, XP_001633893.3		
N2.HOG0001622	OG0001287	n0		XP_048588753.1, XP_001637773.1		
N2.HOG0001623	OG0001288	n0		XP_032218125.2, XP_048581215.1, XP_032231158.1, XP_048589806.1, XP_032231155.1, XP_048589808.1, XP_001640993.2, XP_048579319.1, XP_048579072.1		
N2.HOG0001624	OG0001289	n0		XP_048577611.1, XP_048580094.1, XP_048576169.1, XP_048590594.1, XP_048585455.1, XP_032228289.1		
N2.HOG0001625	OG0001290	n0		XP_048576177.1, XP_048576262.1, XP_048576184.1, XP_048576178.1, XP_048576958.1, XP_032235363.2, XP_048576152.1, XP_032232013.2, XP_048576182.1		
N2.HOG0001626	OG0001291	n0		XP_048576562.1, XP_048589427.1, XP_048590269.1, XP_048575634.1, XP_048576429.1, XP_048575629.1, XP_048581721.1, XP_032240834.1, XP_048578050.1		
N2.HOG0001627	OG0001292	n2		XP_048585203.1		
N2.HOG0001628	OG0001292	n3		XP_048575702.1		
N2.HOG0001629	OG0001293	n0		XP_048577307.1, XP_048585267.1, XP_048581436.1, XP_048581452.1, XP_048584929.1, XP_048586624.1, XP_048576168.1, XP_048586460.1		
N2.HOG0001630	OG0001294	n0		XP_048577008.1, XP_048577007.1, XP_048577005.1, XP_048576380.1, XP_048576626.1, XP_048576786.1, XP_048576276.1, XP_048588113.1, XP_048579015.1		
N2.HOG0001631	OG0001295	n0		XP_048577593.1		
N2.HOG0001632	OG0001296	n0		XP_048577941.1		
N2.HOG0001633	OG0001297	n0		XP_048578049.1, XP_048578109.1, XP_048578045.1, XP_048578107.1, XP_048578105.1, XP_048578133.1, XP_048578130.1, XP_048578108.1, XP_048578048.1		
N2.HOG0001634	OG0001298	n0		XP_048588405.1, XP_048586631.1, XP_048587394.1, XP_048590662.1, XP_048583499.1, XP_048586212.1, XP_048587042.1, XP_048586964.1, XP_048578953.1		
N2.HOG0001635	OG0001299	n0		XP_048584212.1		
N2.HOG0001636	OG0001349	n1	XP_028512860.1	XP_032239817.1		
N2.HOG0001637	OG0001349	n5	XP_020891796.1	XP_001637165.2		
N2.HOG0001638	OG0001350	n0	XP_020891801.1, XP_020917864.1	XP_048589454.1		
N2.HOG0001639	OG0001351	n0	XP_028513438.1, XP_020891876.1, XP_020900944.1, XP_020900945.1, XP_020901957.1, XP_020907793.2	XP_032232703.1		
N2.HOG0001640	OG0001352	n1	XP_020895499.1	XP_001634458.3		
N2.HOG0001641	OG0001352	n4	XP_020892026.1, XP_020913267.1	XP_001624330.1		
N2.HOG0001642	OG0001353	n0	XP_020892094.1, XP_028512571.1, XP_020892113.1, XP_028512570.1, XP_020910268.2, XP_020892105.1, XP_028512567.1, XP_020892116.2			
N2.HOG0001643	OG0001354	n2	XP_020892192.1	XP_048584565.1		
N2.HOG0001644	OG0001354	n4	XP_028513937.1	XP_048585408.1		
N2.HOG0001645	OG0001355	n0	XP_020892249.1	XP_032241076.1		
N2.HOG0001646	OG0001356	n0	XP_020897155.1, XP_020910283.1, XP_028514051.1, XP_020892283.1, XP_028512635.1	XP_001633057.3		
N2.HOG0001647	OG0001357	n0	XP_020892315.1	XP_032223654.2		
N2.HOG0001648	OG0001358	n3	XP_028514189.1, XP_028517358.1	XP_001638964.1		
N2.HOG0001649	OG0001358	n5	XP_020892365.1	XP_001628323.2, XP_048582110.1		
N2.HOG0001650	OG0001359	n0	XP_020914992.1, XP_020908409.1, XP_020892416.1, XP_020911079.1, XP_020900369.2			
N2.HOG0001651	OG0001360	n2	XP_020892461.1	XP_048580740.1		
N2.HOG0001652	OG0001360	n4	XP_028514790.1, XP_028514783.1, XP_028516717.1			
N2.HOG0001653	OG0001361	n4	XP_020892469.1	XP_001640518.1		
N2.HOG0001654	OG0001361	n5	XP_020899220.1	XP_048588166.1, XP_001632044.2		
N2.HOG0001655	OG0001362	n0	XP_028518200.1, XP_028512700.1, XP_028518201.1, XP_020911984.1, XP_028517478.1, XP_020911985.1, XP_028512692.1, XP_020892506.1			
N2.HOG0001656	OG0001363	n2	XP_020914436.1	XP_048583991.1		
N2.HOG0001657	OG0001363	n4	XP_020897012.1, XP_020892652.2	XP_032235434.2		
N2.HOG0001658	OG0001364	n0	XP_020892700.1	XP_048587449.1		
N2.HOG0001659	OG0001365	n1	XP_020909827.1	XP_048578761.1		
N2.HOG0001660	OG0001365	n3	XP_020892764.1, XP_020907825.1	XP_048579051.1		
N2.HOG0001661	OG0001366	n2	XP_020893748.1, XP_020892821.1, XP_020893841.1, XP_020897633.1			
N2.HOG0001662	OG0001366	n6	XP_020904715.1			
N2.HOG0001663	OG0001367	n0	XP_020892897.2	XP_001634960.2		
N2.HOG0001664	OG0001368	n0	XP_020892955.1, XP_020892978.1	XP_032230555.2, XP_048576677.1, XP_032230540.1, XP_048576685.1		
N2.HOG0001665	OG0001369	n2	XP_020893024.1	XP_032225195.1		
N2.HOG0001666	OG0001369	n4	XP_020913333.1			
N2.HOG0001667	OG0001370	n0	XP_028515744.1, XP_020897027.1, XP_020911537.1, XP_020893052.1, XP_020907306.2, XP_020911503.1, XP_028514215.1, XP_020915314.1			
N2.HOG0001668	OG0001371	n0	XP_020898728.1, XP_020893095.1	XP_001634928.1, XP_001635947.3		
N2.HOG0001669	OG0001372	n2	XP_020893331.1	XP_048588459.1		
N2.HOG0001670	OG0001372	n5	XP_020911896.1, XP_020900394.1	XP_001641907.2		
N2.HOG0001671	OG0001373	n0	XP_020893398.1, XP_028516219.1			
N2.HOG0001672	OG0001374	n0	XP_020893447.1, XP_020901067.1, XP_020901065.1	XP_048584766.1		
N2.HOG0001673	OG0001375	n2	XP_020893466.2	XP_048584904.1		
N2.HOG0001674	OG0001375	n4	XP_020911484.2	XP_048580309.1, XP_032241991.1		
N2.HOG0001675	OG0001375	n6	XP_020912817.1	XP_032218819.1		
N2.HOG0001676	OG0001376	n2	XP_020893627.1	XP_001630405.2		
N2.HOG0001677	OG0001376	n4	XP_020910028.1, XP_020906249.1	XP_048589412.1		
N2.HOG0001678	OG0001377	n3	XP_020893856.1, XP_020896688.1	XP_001637601.1		
N2.HOG0001679	OG0001377	n5	XP_020916029.1, XP_020916234.1	XP_048583585.1		
N2.HOG0001680	OG0001378	n0	XP_020893866.1	XP_001633895.2		
N2.HOG0001681	OG0001379	n1	XP_020897555.1	XP_032220106.1		
N2.HOG0001682	OG0001379	n3	XP_028516568.1, XP_020916388.2, XP_020893923.1, XP_028519517.1			
N2.HOG0001683	OG0001380	n2	XP_020909126.1	XP_048582536.1		
N2.HOG0001684	OG0001380	n4	XP_020893940.1	XP_032220349.2		
N2.HOG0001685	OG0001381	n0	XP_020894268.2, XP_020894169.2, XP_020894173.1, XP_020903986.1, XP_020894116.2, XP_028513160.1, XP_020894170.1	XP_001639445.3		
N2.HOG0001686	OG0001382	n0	XP_020894446.2, XP_028516672.1, XP_020914496.2	XP_048589330.1		
N2.HOG0001687	OG0001383	n1	XP_028512906.1, XP_028513610.1, XP_028513649.1, XP_020894465.1	XP_032237897.2		
N2.HOG0001688	OG0001383	n6		XP_032237373.2		
N2.HOG0001689	OG0001384	n3	XP_020894548.1	XP_001629816.3		
N2.HOG0001690	OG0001384	n6	XP_020895798.1			
N2.HOG0001691	OG0001385	n1	XP_020894622.1	XP_048582539.1		
N2.HOG0001692	OG0001385	n4	XP_020905643.1	XP_048585742.1, XP_048585736.1		
N2.HOG0001693	OG0001386	n0	XP_020894648.1, XP_020914757.1	XP_032238523.2		
