Orthogroup	spis_longest_isoform_marker	nvec_longest_isoform
OG0001510	XP_022807869.1	XP_048582882.1
OG0001512	XP_022803526.1, XP_022802724.1	XP_001633709.3, XP_001627649.1
OG0001513	XP_022799614.1	XP_032219826.2
OG0001513	XP_022808430.1	XP_032227398.1
OG0001514	XP_022785841.1, XP_022785832.1, XP_022785831.1	XP_032242288.1
OG0001515	XP_022795860.1, XP_022795821.1	XP_048576948.1
OG0001516	XP_022799405.1, XP_022795986.1	XP_001628485.2
OG0001518	XP_022794553.1, XP_022803020.1, XP_022807947.1	XP_032226844.1, XP_048587407.1, XP_048587816.1
OG0001519	XP_022778603.1	XP_032240741.2
OG0001520	XP_022794824.1, XP_022809197.1, XP_022778432.1	XP_032218485.2, XP_001638049.1, XP_001638553.1
OG0001521	XP_022797613.1	XP_048576569.1
OG0001521	XP_022797899.1	XP_001631324.2
OG0001522	XP_022796856.1, XP_022796858.1, XP_022790133.1	XP_048587514.1
OG0001523	XP_022793180.1	XP_032241009.1
OG0001523	XP_022793177.1, XP_022781152.1	XP_032241005.1
OG0001524	XP_022786436.1, XP_022786406.1, XP_022786405.1	XP_032235579.2, XP_032240856.1
OG0001526	XP_022804061.1	XP_048580758.1
OG0001526	XP_022806273.1	XP_001630291.2
OG0001527	XP_022788830.1	XP_048590534.1, XP_048590538.1
OG0001528	XP_022804323.1	XP_048589504.1
OG0001528	XP_022797399.1	XP_032229894.1
OG0001529	XP_022780467.1	XP_032241888.1
OG0001531	XP_022792982.1	XP_048582307.1, XP_001640163.1
OG0001533	XP_022795548.1, XP_022807194.1, XP_022809086.1, XP_022795547.1, XP_022809979.1, XP_022809087.1	XP_048583716.1
OG0001534	XP_022780117.1	XP_048577129.1
OG0001535	XP_022786580.1	XP_048587630.1, XP_048587631.1, XP_001622487.2, XP_048587626.1, XP_048587635.1, XP_048587640.1
OG0001537	XP_022785429.1	XP_032219264.1, XP_032219228.1
OG0001538	XP_022795944.1	XP_048579536.1
OG0001538	XP_022789275.1	XP_001629087.2
OG0001539	XP_022807313.1	XP_048582018.1, XP_001631928.2, XP_032220313.2
OG0001540	XP_022798478.1, XP_022791614.1	XP_048578864.1
OG0001541	XP_022780623.1	XP_032220733.1, XP_001639656.1
OG0001542	XP_022790980.1, XP_022790981.1, XP_022786859.1, XP_022786857.1	XP_048586428.1
OG0001543	XP_022790382.1	XP_048588829.1
OG0001544	XP_022794042.1, XP_022794041.1, XP_022794044.1, XP_022800305.1, XP_022800224.1	XP_048589124.1
OG0001545	XP_022794635.1, XP_022781663.1, XP_022794646.1, XP_022809615.1	XP_048577374.1
OG0001546	XP_022795186.1	XP_001641420.2
OG0001548	XP_022806485.1, XP_022806484.1, XP_022791377.1, XP_022780923.1	XP_048589438.1
OG0001549	XP_022807391.1, XP_022807357.1	XP_032228159.1, XP_032228172.1
OG0001550	XP_022786743.1	XP_048587656.1
OG0001551	XP_022790100.1	XP_048577273.1, XP_048577715.1, XP_048577266.1, XP_048584012.1
OG0001552	XP_022779516.1	XP_001632588.1, XP_001626377.1, XP_048576233.1, XP_001632589.1
OG0001553	XP_022778361.1, XP_022790015.1, XP_022782327.1, XP_022782345.1	XP_048575939.1
OG0001554	XP_022791480.1, XP_022783068.1, XP_022783070.1, XP_022783052.1	XP_032221183.1
OG0001555	XP_022795172.1	XP_032219846.2, XP_048584097.1
OG0001555	XP_022795198.1	XP_001637627.2
OG0001556	XP_022799540.1, XP_022799527.1	XP_001634336.3
OG0001557	XP_022805942.1, XP_022797520.1, XP_022780917.1, XP_022799297.1, XP_022806557.1, XP_022777768.1	XP_048586852.1
OG0001558	XP_022806722.1	XP_001632745.2
OG0001558	XP_022795212.1	XP_001626502.2
OG0001559	XP_022788753.1	XP_001640948.3
OG0001560	XP_022782689.1	XP_032222925.1
OG0001560	XP_022798726.1	XP_032238581.1
OG0001561	XP_022792264.1, XP_022792890.1	XP_048577468.1
OG0001561	XP_022793272.1, XP_022785085.1	XP_032222783.1
OG0001562	XP_022798804.1, XP_022783198.1	XP_032237818.1, XP_048581557.1, XP_048581589.1
OG0001564	XP_022805911.1	XP_048579507.1
OG0001565	XP_022802486.1, XP_022802461.1, XP_022802462.1	XP_032232844.1, XP_032219173.2
OG0001566	XP_022806990.1	XP_048577107.1
OG0001569	XP_022779009.1, XP_022779072.1, XP_022780676.1, XP_022796665.1	XP_048579856.1, XP_001640228.2, XP_001640227.3
OG0001571	XP_022794524.1	XP_048576321.1
OG0001572	XP_022785420.1	XP_001635959.3
OG0001572	XP_022779832.1	XP_048578620.1, XP_048578624.1
OG0001574	XP_022800339.1	XP_001641754.2
OG0001574	XP_022800320.1	XP_048589211.1
OG0001576	XP_022807639.1	XP_048577669.1
OG0001576	XP_022803663.1, XP_022803661.1	XP_032242100.2, XP_032237057.2, XP_048584362.1
OG0001577	XP_022791503.1, XP_022796430.1, XP_022781426.1, XP_022788169.1	XP_048586200.1, XP_032233347.1, XP_048584822.1
OG0001579	XP_022789652.1	XP_048582477.1
OG0001579	XP_022807476.1	XP_048588925.1, XP_048577015.1
OG0001580	XP_022782358.1, XP_022782370.1, XP_022782508.1, XP_022803244.1	XP_001630875.3
OG0001581	XP_022806543.1, XP_022784323.1, XP_022804962.1	XP_001637357.3
OG0001582	XP_022796602.1, XP_022805973.1, XP_022794232.1, XP_022808821.1, XP_022807003.1, XP_022810323.1	XP_032223317.1
OG0001584	XP_022797873.1, XP_022797881.1, XP_022797872.1, XP_022797879.1, XP_022797877.1	XP_032232509.1
OG0001587	XP_022795379.1	XP_048586829.1, XP_032233065.1, XP_048586828.1, XP_048587748.1, XP_048586827.1, XP_048586826.1, XP_001628981.2
OG0001588	XP_022781921.1	XP_001629693.2
OG0001593	XP_022805759.1, XP_022805767.1, XP_022798567.1, XP_022810634.1, XP_022786676.1, XP_022786664.1, XP_022777939.1	XP_032223029.1
OG0001595	XP_022810391.1, XP_022795010.1	XP_048585490.1, XP_048585495.1, XP_048585484.1, XP_032235587.1, XP_048588813.1, XP_048584531.1
OG0001596	XP_022784272.1	XP_048584378.1, XP_032235728.2, XP_032242211.2, XP_048584373.1, XP_048584990.1, XP_048585271.1, XP_048583241.1
OG0001598	XP_022804782.1	XP_048578215.1, XP_048578212.1, XP_048578210.1, XP_048582252.1, XP_048576253.1, XP_048577585.1, XP_048576571.1
OG0001599	XP_022795588.1	XP_048589805.1, XP_048578236.1, XP_048576886.1, XP_048582535.1, XP_048578364.1, XP_048587088.1, XP_048586105.1
OG0001600	XP_022793523.1	XP_048577694.1, XP_048577690.1, XP_048577689.1, XP_048577692.1, XP_048584601.1, XP_048584792.1, XP_048581073.1
OG0001672	XP_022791036.1, XP_022791035.1	XP_048585689.1
OG0001674	XP_022808877.1, XP_022782382.1	XP_048584055.1, XP_048583760.1
OG0001675	XP_022789729.1, XP_022804651.1	XP_048583563.1
OG0001676	XP_022802675.1	XP_032228884.2
OG0001676	XP_022782555.1	XP_048578705.1
OG0001677	XP_022799097.1	XP_032222048.1
OG0001677	XP_022784689.1	XP_048585116.1
OG0001678	XP_022790488.1, XP_022790489.1	XP_032240513.2, XP_032240640.1
OG0001679	XP_022799729.1, XP_022799727.1	XP_048589363.1
OG0001681	XP_022793296.1, XP_022793316.1	XP_032230081.1
OG0001682	XP_022803221.1	XP_048577665.1
OG0001683	XP_022804272.1	XP_001621969.1
OG0001683	XP_022800590.1	XP_032241419.1
OG0001684	XP_022793366.1	XP_048587987.1, XP_032227443.2
OG0001686	XP_022793885.1	XP_032229964.1
OG0001686	XP_022806152.1	XP_032232684.1
OG0001687	XP_022784469.1	XP_001631528.1, XP_001634270.1
OG0001688	XP_022788979.1, XP_022808245.1	XP_032240896.2
OG0001689	XP_022794939.1	XP_001635901.1
OG0001690	XP_022779493.1, XP_022779596.1	XP_001627540.3
OG0001691	XP_022780782.1, XP_022780738.1, XP_022780737.1	XP_048582827.1
OG0001692	XP_022798724.1	XP_001627668.3
OG0001694	XP_022798056.1	XP_001638002.1
OG0001696	XP_022808902.1	XP_032239011.2
OG0001699	XP_022798698.1	XP_001634182.2
OG0001699	XP_022785137.1	XP_048579796.1
OG0001700	XP_022786493.1	XP_048578584.1
OG0001701	XP_022778734.1, XP_022800376.1, XP_022800395.1	XP_001631502.1
OG0001702	XP_022788801.1, XP_022788806.1, XP_022783842.1	XP_048588767.1
OG0001703	XP_022796379.1	XP_032233199.1
OG0001704	XP_022784565.1	XP_032220205.1
OG0001705	XP_022810344.1	XP_032240445.2
OG0001706	XP_022791305.1, XP_022791352.1	XP_048586066.1
OG0001707	XP_022787292.1, XP_022792358.1	XP_001638224.1, XP_032217728.2, XP_032217730.1
OG0001709	XP_022792085.1	XP_001636248.1
OG0001710	XP_022808078.1	XP_032230744.1
OG0001710	XP_022782991.1	XP_032220496.1
OG0001711	XP_022802097.1, XP_022787763.1, XP_022788353.1	XP_048580454.1
OG0001712	XP_022796454.1, XP_022783377.1	XP_048589316.1, XP_048579395.1
OG0001713	XP_022804002.1	XP_001634253.3
OG0001713	XP_022798746.1	XP_032232633.1
OG0001714	XP_022803809.1	XP_001626045.3
OG0001715	XP_022804760.1	XP_048576447.1, XP_048580102.1, XP_048580381.1
OG0001716	XP_022787279.1	XP_032242651.2
OG0001719	XP_022806835.1	XP_032229574.2, XP_001638326.2
OG0001722	XP_022810289.1, XP_022797696.1, XP_022807055.1, XP_022808187.1, XP_022809448.1	XP_032230180.2
OG0001723	XP_022799341.1	XP_048584254.1
OG0001727	XP_022795562.1	XP_001622917.2
OG0001728	XP_022803729.1	XP_032236003.2, XP_048582199.1, XP_048582467.1
OG0001729	XP_022784258.1	XP_032219772.2
OG0001730	XP_022804167.1, XP_022804190.1	XP_032222320.2
OG0001731	XP_022786311.1	XP_001636472.1
OG0001731	XP_022787060.1	XP_001636473.1
OG0001733	XP_022799611.1	XP_048588361.1, XP_001638111.3, XP_048588363.1
OG0001734	XP_022805403.1	XP_048578132.1
OG0001737	XP_022804678.1	XP_032236032.2, XP_032236029.1
OG0001738	XP_022781481.1	XP_032241874.1
OG0001739	XP_022802114.1	XP_048589475.1
OG0001740	XP_022792441.1, XP_022792440.1, XP_022795576.1	XP_032243130.1
OG0001741	XP_022799764.1	XP_048577997.1, XP_048584383.1
OG0001742	XP_022783047.1	XP_048587899.1
OG0001742	XP_022783126.1	XP_032218908.2
OG0001744	XP_022782908.1	XP_048584797.1
OG0001745	XP_022790081.1	XP_032238263.1, XP_048582584.1
OG0001746	XP_022799672.1	XP_032226246.1
OG0001746	XP_022787339.1	XP_048580083.1
OG0001747	XP_022799685.1	XP_048590321.1
OG0001747	XP_022789565.1	XP_001622587.1
OG0001748	XP_022787118.1	XP_048583676.1
OG0001750	XP_022796507.1	XP_032237109.1
OG0001751	XP_022788089.1	XP_048585827.1, XP_048585943.1
OG0001752	XP_022798591.1, XP_022798588.1	XP_001633299.2
OG0001756	XP_022781061.1, XP_022781055.1	XP_032232868.1, XP_032232867.1
OG0001757	XP_022802908.1	XP_048584652.1
OG0001757	XP_022807447.1	XP_001628945.2
OG0001758	XP_022798008.1	XP_048580953.1, XP_001638592.2, XP_048581408.1
OG0001759	XP_022796196.1	XP_048583058.1
OG0001760	XP_022799385.1	XP_048577112.1
OG0001761	XP_022798405.1	XP_001624056.3
OG0001762	XP_022800066.1, XP_022800074.1	XP_032238794.1, XP_032238796.1, XP_001633694.1
OG0001763	XP_022779594.1	XP_001628745.3
OG0001763	XP_022779501.1	XP_048576849.1
OG0001764	XP_022790371.1, XP_022791123.1	XP_048576435.1
OG0001766	XP_022779648.1	XP_032228362.2
OG0001768	XP_022791088.1	XP_048576669.1
OG0001769	XP_022810581.1, XP_022808868.1	XP_032243024.1, XP_032240511.2
OG0001770	XP_022787022.1, XP_022787025.1	XP_032240917.2
OG0001771	XP_022781812.1	XP_032221082.2
OG0001771	XP_022781758.1	XP_048575587.1
OG0001772	XP_022785899.1	XP_048584778.1
OG0001774	XP_022784607.1, XP_022784575.1	XP_001634622.2
OG0001775	XP_022805023.1	XP_001637670.2
OG0001776	XP_022786716.1, XP_022786712.1	XP_001627958.2
OG0001779	XP_022793168.1	XP_032238995.1
OG0001779	XP_022798782.1	XP_001634614.1
OG0001780	XP_022801754.1, XP_022783145.1, XP_022801752.1	XP_001640633.3
OG0001781	XP_022807581.1, XP_022807582.1, XP_022777965.1, XP_022809150.1	XP_001641035.3
OG0001782	XP_022801542.1	XP_048586799.1
OG0001782	XP_022805005.1	XP_032230529.1
OG0001783	XP_022785121.1	XP_032230039.2
OG0001786	XP_022790232.1, XP_022801004.1	XP_048584069.1, XP_048580423.1, XP_048586639.1
OG0001787	XP_022789145.1	XP_048586882.1
OG0001787	XP_022800845.1	XP_048583202.1
OG0001789	XP_022789428.1	XP_001632343.3
OG0001790	XP_022795761.1	XP_032238059.2
OG0001791	XP_022779382.1	XP_032220721.1
OG0001792	XP_022797586.1	XP_001634502.3
OG0001792	XP_022795852.1	XP_032222302.2
OG0001793	XP_022781722.1	XP_032236707.2
OG0001793	XP_022802991.1	XP_032242788.2
OG0001794	XP_022785124.1, XP_022785146.1	XP_001626371.1, XP_001636982.1
OG0001795	XP_022794286.1	XP_001636820.2
OG0001795	XP_022781690.1	XP_032236700.2
OG0001796	XP_022805667.1	XP_032228212.2
OG0001796	XP_022781978.1	XP_032240180.2
OG0001797	XP_022779992.1	XP_001626351.2
OG0001798	XP_022793678.1	XP_048586967.1
OG0001798	XP_022801487.1	XP_001640872.1
OG0001799	XP_022790340.1, XP_022790336.1, XP_022790334.1, XP_022790333.1	XP_048586429.1
OG0001800	XP_022802048.1	XP_001621706.3
OG0001800	XP_022778125.1	XP_001628844.1
OG0001801	XP_022794498.1	XP_032239482.2
OG0001802	XP_022795436.1	XP_001628897.2
OG0001802	XP_022795462.1	XP_001640329.2
OG0001803	XP_022783175.1	XP_001626585.1
OG0001804	XP_022796617.1	XP_032227901.2
OG0001805	XP_022791768.1	XP_032231411.2
OG0001805	XP_022791772.1	XP_032231410.1
OG0001807	XP_022780045.1, XP_022780104.1	XP_001631201.2, XP_032229023.2, XP_032229028.2
OG0001808	XP_022780663.1	XP_048585277.1
OG0001808	XP_022780607.1	XP_032220669.1
OG0001809	XP_022794698.1	XP_001634764.2
OG0001810	XP_022777999.1, XP_022800334.1	XP_032231895.2
OG0001815	XP_022781894.1	XP_032226694.2
OG0001815	XP_022798867.1	XP_048582098.1
OG0001816	XP_022787108.1, XP_022785752.1	XP_032241511.2, XP_048576996.1, XP_048577062.1, XP_048586622.1
OG0001817	XP_022784487.1	XP_001636402.3
OG0001817	XP_022791477.1	XP_032217740.1
OG0001818	XP_022806224.1	XP_032237398.1
OG0001818	XP_022793950.1	XP_032228550.2
OG0001819	XP_022786961.1	XP_001639843.1
OG0001819	XP_022786986.1	XP_032220947.2
OG0001820	XP_022797680.1	XP_048581683.1
OG0001822	XP_022789136.1, XP_022789134.1, XP_022789148.1	XP_048587480.1
OG0001823	XP_022784859.1	XP_001629509.3, XP_032236427.1
OG0001824	XP_022788770.1	XP_001638586.1
OG0001826	XP_022778425.1	XP_048581036.1, XP_048583013.1, XP_048577994.1, XP_048579332.1
OG0001828	XP_022799989.1	XP_048575610.1
OG0001829	XP_022783569.1	XP_032223350.1
OG0001830	XP_022792326.1, XP_022799259.1	XP_001629888.2, XP_001629913.2
OG0001833	XP_022795427.1	XP_001630122.3
OG0001834	XP_022795900.1	XP_001641850.2
OG0001834	XP_022795902.1	XP_048575701.1, XP_032223028.1
OG0001835	XP_022805171.1	XP_048588837.1, XP_032218552.2
OG0001835	XP_022778407.1, XP_022804606.1	XP_048588276.1
OG0001836	XP_022801399.1, XP_022801413.1	XP_001629422.1
OG0001837	XP_022796516.1, XP_022805476.1	XP_032219443.2
OG0001838	XP_022781914.1	XP_032227058.2
OG0001838	XP_022796013.1	XP_048577818.1
OG0001839	XP_022789353.1	XP_001634080.2
OG0001839	XP_022789373.1	XP_001621942.2
OG0001840	XP_022780030.1	XP_001628882.2
OG0001841	XP_022800025.1, XP_022800015.1	XP_032227085.2
OG0001842	XP_022808599.1, XP_022808722.1	XP_048583003.1
OG0001843	XP_022800111.1	XP_048588132.1, XP_048588131.1
OG0001844	XP_022797388.1	XP_048582924.1
OG0001846	XP_022800123.1	XP_048588613.1
OG0001846	XP_022798948.1	XP_032237698.1
OG0001847	XP_022799038.1	XP_048588383.1
OG0001848	XP_022796687.1	XP_032227701.2
OG0001849	XP_022777444.1	XP_032219774.1, XP_001638967.1, XP_001625580.1, XP_001625581.2
OG0001850	XP_022800645.1	XP_032226047.1
OG0001850	XP_022781126.1	XP_032235273.1
OG0001851	XP_022781685.1	XP_048585295.1
OG0001852	XP_022800167.1, XP_022800166.1, XP_022790596.1	XP_048583852.1, XP_032235724.1, XP_048586708.1
OG0001853	XP_022806499.1, XP_022806495.1	XP_048578288.1
OG0001856	XP_022793212.1	XP_048588909.1, XP_048588349.1, XP_048588359.1, XP_048588912.1
OG0001857	XP_022783683.1, XP_022783648.1	XP_048585026.1, XP_032234062.2
OG0001859	XP_022792053.1	XP_032228426.2
OG0001860	XP_022799352.1	XP_001626807.2
OG0001861	XP_022786397.1, XP_022786395.1	XP_032225528.1
OG0001862	XP_022781401.1	XP_032240017.1
OG0001862	XP_022781399.1	XP_001627122.2
OG0001863	XP_022795236.1	XP_032218919.2
OG0001864	XP_022781456.1, XP_022778404.1	XP_001639620.2
OG0001865	XP_022803760.1	XP_032230198.2
OG0001865	XP_022803758.1	XP_001626721.3
OG0001866	XP_022780836.1, XP_022780820.1	XP_048590337.1
OG0001868	XP_022809776.1, XP_022788085.1	XP_001627682.2, XP_032230018.2
OG0001870	XP_022797193.1, XP_022797214.1	XP_048587110.1, XP_001623941.2
OG0001871	XP_022804544.1, XP_022793155.1, XP_022804540.1, XP_022786923.1	XP_001636351.2
OG0001872	XP_022783435.1	XP_001633221.3, XP_032227679.2
OG0001873	XP_022785649.1, XP_022785648.1	XP_001632400.3
OG0001874	XP_022782039.1, XP_022782006.1, XP_022781973.1	XP_032240169.2
OG0001875	XP_022807355.1	XP_048583416.1
OG0001875	XP_022790113.1	XP_032218194.2, XP_032224360.2
OG0001876	XP_022784479.1, XP_022807441.1	XP_048578715.1
OG0001880	XP_022801826.1	XP_048587268.1, XP_048587267.1
OG0001882	XP_022778096.1	XP_048589652.1, XP_048576165.1, XP_048583323.1, XP_048588228.1
OG0001883	XP_022789394.1	XP_001624734.3, XP_001634849.2
OG0001884	XP_022797169.1	XP_032235293.1
OG0001884	XP_022797147.1	XP_032235239.2
OG0001885	XP_022798107.1	XP_032234294.2
OG0001886	XP_022797287.1	XP_032241430.2, XP_032237976.2
OG0001887	XP_022785532.1, XP_022785534.1, XP_022785522.1, XP_022785514.1	XP_048577385.1, XP_048577390.1
OG0001888	XP_022785516.1	XP_048577878.1
OG0001890	XP_022802130.1	XP_048588772.1, XP_048587927.1, XP_032231453.1
OG0001891	XP_022788884.1	XP_032225580.2
OG0001893	XP_022788282.1	XP_048580028.1
OG0001893	XP_022792097.1	XP_032226629.1
OG0001894	XP_022783895.1	XP_032223620.2
OG0001895	XP_022792109.1, XP_022790618.1, XP_022792912.1	XP_032227947.2
OG0001896	XP_022788078.1	XP_032241727.2, XP_048586633.1, XP_032241730.2, XP_048586389.1
OG0001897	XP_022794183.1, XP_022786050.1	XP_048576360.1
OG0001898	XP_022808436.1	XP_001627186.3
OG0001898	XP_022807440.1	XP_032230734.1
OG0001899	XP_022787568.1, XP_022787599.1	XP_048583121.1
OG0001899	XP_022787603.1	XP_032236841.1
OG0001901	XP_022800981.1	XP_001641935.1
OG0001901	XP_022806628.1	XP_001641875.1
OG0001902	XP_022781317.1	XP_001639080.2
OG0001902	XP_022805363.1	XP_032241035.2
OG0001903	XP_022789691.1	XP_048577982.1, XP_048577981.1
OG0001904	XP_022794704.1	XP_001629877.1, XP_001629878.1
OG0001905	XP_022805775.1, XP_022805778.1	XP_032238308.1, XP_001636488.1, XP_032242213.2
OG0001906	XP_022786062.1, XP_022795948.1, XP_022786045.1, XP_022786035.1, XP_022795966.1	XP_032241428.2
OG0001907	XP_022795822.1	XP_048577767.1
OG0001911	XP_022807453.1, XP_022801172.1, XP_022803033.1	XP_048582167.1
OG0001912	XP_022798368.1	XP_032222914.1
OG0001913	XP_022784944.1	XP_048584933.1
OG0001913	XP_022782346.1, XP_022804081.1	XP_001633822.1
OG0001914	XP_022779909.1, XP_022807270.1, XP_022800666.1, XP_022800667.1, XP_022780709.1	XP_032217958.2
OG0001915	XP_022781850.1	XP_032234889.2
OG0001916	XP_022795168.1	XP_032235490.2, XP_032219473.1
OG0001917	XP_022789156.1	XP_048583142.1
OG0001918	XP_022795515.1	XP_032229955.2
OG0001919	XP_022795076.1	XP_001630959.2
OG0001919	XP_022794937.1	XP_032220082.2
OG0001920	XP_022777728.1, XP_022804570.1	XP_048579323.1, XP_048581671.1, XP_048578434.1
OG0001921	XP_022800805.1	XP_001633340.2, XP_048586693.1
OG0001922	XP_022790414.1	XP_048584585.1
OG0001923	XP_022794503.1	XP_001634963.3, XP_032222729.2
OG0001924	XP_022792127.1	XP_048582426.1
OG0001924	XP_022782632.1	XP_001637900.2
OG0001925	XP_022780590.1	XP_048584932.1
OG0001925	XP_022785037.1	XP_048585167.1
OG0001927	XP_022781605.1, XP_022781592.1	XP_048584433.1
OG0001928	XP_022793937.1	XP_032220093.2
OG0001928	XP_022793948.1	XP_048587274.1
OG0001929	XP_022784775.1	XP_048581606.1
OG0001929	XP_022780205.1	XP_048581157.1
OG0001930	XP_022794936.1	XP_032235455.1
OG0001931	XP_022808696.1	XP_048577960.1
OG0001931	XP_022783445.1, XP_022781229.1	XP_001630801.3
OG0001932	XP_022778594.1	XP_001630040.1
OG0001933	XP_022794946.1	XP_032229003.1
OG0001934	XP_022798928.1, XP_022780839.1	XP_032233911.1, XP_001634137.1
OG0001935	XP_022789065.1	XP_048583507.1
OG0001936	XP_022793225.1	XP_048580620.1
OG0001936	XP_022786971.1	XP_001632898.2
OG0001937	XP_022797443.1	XP_032223016.2
OG0001938	XP_022779568.1	XP_032225826.2, XP_048579006.1, XP_001622909.2
OG0001939	XP_022780368.1	XP_048584232.1
OG0001940	XP_022788469.1	XP_048579999.1, XP_048580001.1, XP_048585201.1
OG0001941	XP_022805701.1	XP_048585506.1, XP_001640853.3, XP_048584922.1, XP_048584923.1
OG0001942	XP_022801112.1	XP_001636571.1
OG0001942	XP_022801093.1, XP_022801102.1	XP_048589727.1
OG0001944	XP_022802897.1	XP_048581994.1, XP_048584866.1, XP_048582338.1, XP_032218340.2
OG0001945	XP_022789901.1	XP_048588306.1
OG0001946	XP_022789724.1	XP_032236785.2
OG0001947	XP_022784254.1	XP_032227534.2
OG0001947	XP_022785537.1	XP_048583503.1
OG0001948	XP_022784120.1	XP_001624617.3
OG0001949	XP_022790784.1	XP_048584194.1
OG0001950	XP_022804020.1, XP_022804006.1, XP_022804009.1	XP_048584283.1, XP_001637093.3
OG0001951	XP_022795702.1, XP_022795713.1, XP_022789585.1, XP_022789570.1	XP_001641915.2
OG0001952	XP_022789257.1	XP_001633871.3
OG0001953	XP_022800410.1	XP_032237838.2
OG0001954	XP_022780531.1, XP_022780506.1	XP_032242318.2, XP_048581960.1
OG0001955	XP_022786372.1, XP_022786427.1, XP_022786437.1, XP_022781503.1	XP_048582701.1, XP_048582703.1
OG0001956	XP_022792331.1	XP_032228789.2
OG0001957	XP_022786562.1, XP_022786578.1, XP_022786495.1	XP_048577989.1, XP_032233907.1
OG0001958	XP_022793602.1	XP_032222766.2
OG0001958	XP_022786044.1	XP_048588918.1
OG0001959	XP_022794312.1	XP_048586981.1
OG0001960	XP_022787013.1, XP_022787015.1	XP_048579287.1, XP_048585096.1
OG0001962	XP_022789212.1, XP_022789235.1	XP_032231950.2
OG0001963	XP_022809904.1, XP_022809902.1	XP_032241392.2
OG0001964	XP_022777473.1	XP_048585708.1
