Orthogroup	spis_longest_isoform_marker	xenia_longest_isoforms
OG0001268	XP_022793965.1	Xe_012779-T1, Xe_012775-T1, Xe_012770-T1, Xe_012774-T1, Xe_012772-T1
OG0001270	XP_022779680.1	Xe_002644-T1
OG0001271	XP_022804247.1, XP_022791624.1, XP_022807574.1, XP_022807033.1, XP_022777842.1, XP_022789002.1	Xe_029025-T1
OG0001275	XP_022805372.1	Xe_026396-T1, Xe_026397-T1, Xe_015294-T1, Xe_018173-T1, Xe_001915-T1, Xe_015293-T1
OG0001276	XP_022791498.1	Xe_008753-T1, Xe_019826-T1, Xe_011200-T1, Xe_006203-T1, Xe_024907-T1, Xe_029062-T1, Xe_029002-T1
OG0001277	XP_022784581.1	Xe_003510-T1, Xe_003501-T1, Xe_003512-T1, Xe_003496-T1, Xe_003497-T1, Xe_003487-T1
OG0001279	XP_022798729.1	Xe_007781-T1, Xe_007784-T1, Xe_007783-T1, Xe_007782-T1, Xe_007780-T1
OG0001280	XP_022777542.1	Xe_028760-T1, Xe_004103-T1, Xe_028758-T1, Xe_012365-T1, Xe_004102-T1, Xe_028759-T1
OG0001281	XP_022810403.1, XP_022789930.1, XP_022795606.1, XP_022789961.1, XP_022795611.1, XP_022795618.1	Xe_015860-T1, Xe_003248-T1
OG0001282	XP_022786952.1	Xe_005192-T1, Xe_023926-T1, Xe_006853-T1, Xe_006857-T1, Xe_028717-T1, Xe_022645-T1, Xe_022514-T1
OG0001287	XP_022788852.1, XP_022788825.1, XP_022789422.1	Xe_021117-T1, Xe_022741-T1, Xe_022740-T1, Xe_023251-T1
OG0001292	XP_022779835.1, XP_022808510.1, XP_022778079.1, XP_022805806.1, XP_022810637.1, XP_022804563.1	Xe_009687-T1
OG0001307	XP_022810300.1, XP_022788038.1, XP_022788041.1, XP_022778008.1, XP_022788039.1, XP_022788071.1, XP_022788040.1, XP_022788072.1	Xe_026013-T1
OG0001313	XP_022778874.1, XP_022794771.1, XP_022794801.1	Xe_021319-T1, Xe_021322-T1, Xe_021317-T1, Xe_021325-T1, Xe_021330-T1, Xe_021324-T1
OG0001314	XP_022786473.1	Xe_025276-T1, Xe_016184-T1, Xe_025853-T1, Xe_025073-T1, Xe_026491-T1, Xe_020437-T1, Xe_025277-T1, Xe_022573-T1
OG0001319	XP_022791697.1	Xe_018135-T1, Xe_015185-T1, Xe_015371-T1, Xe_003182-T1, Xe_017701-T1, Xe_022584-T1, Xe_028622-T1, Xe_022567-T1
OG0001324	XP_022796613.1	Xe_022391-T1, Xe_021807-T1, Xe_021805-T1, Xe_022392-T1, Xe_000697-T1, Xe_008204-T2, Xe_021801-T1, Xe_021806-T1
OG0001325	XP_022801997.1	Xe_004802-T1, Xe_004761-T1, Xe_004762-T1, Xe_004773-T1, Xe_004772-T1, Xe_004765-T1, Xe_004769-T1, Xe_004774-T1
OG0001326	XP_022804839.1	Xe_008966-T1, Xe_006341-T1, Xe_017950-T1, Xe_008967-T1, Xe_025175-T2, Xe_019616-T1, Xe_023178-T1, Xe_023171-T1
OG0001327	XP_022808042.1	Xe_026424-T1, Xe_017767-T1, Xe_028322-T1, Xe_028883-T1, Xe_027387-T1, Xe_025020-T1, Xe_010010-T1, Xe_013310-T1
OG0001349	XP_022789922.1	Xe_022001-T1, Xe_022000-T1
OG0001350	XP_022802323.1, XP_022802326.1, XP_022778324.1, XP_022802332.1	Xe_014330-T1
OG0001354	XP_022784621.1, XP_022784676.1, XP_022797756.1	Xe_013058-T1
OG0001355	XP_022804681.1, XP_022804325.1, XP_022804659.1, XP_022804052.1, XP_022804034.1	Xe_000426-T1
OG0001356	XP_022784737.1	Xe_012718-T1
OG0001357	XP_022796193.1	Xe_020276-T1, Xe_009210-T1, Xe_020632-T1, Xe_020275-T1, Xe_020631-T1
OG0001358	XP_022803556.1	Xe_003300-T1
OG0001360	XP_022789200.1, XP_022789246.1	Xe_022356-T1
OG0001361	XP_022790998.1	Xe_014018-T1, Xe_027415-T1
OG0001363	XP_022780345.1, XP_022780353.1	Xe_002080-T1
OG0001364	XP_022790186.1	Xe_007388-T1, Xe_007350-T1, Xe_007368-T1, Xe_007389-T1, Xe_007391-T1
OG0001366	XP_022778458.1, XP_022807959.1	Xe_008100-T1
OG0001367	XP_022791604.1	Xe_021587-T1, Xe_021437-T1, Xe_021591-T1, Xe_021432-T1, Xe_021439-T1
OG0001368	XP_022802168.1	Xe_005744-T1
OG0001369	XP_022801655.1, XP_022801649.1, XP_022801644.1, XP_022801651.1	Xe_013617-T1
OG0001372	XP_022784867.1, XP_022786033.1	Xe_022730-T1
OG0001373	XP_022805671.1, XP_022788931.1	Xe_015114-T1, Xe_018213-T1, Xe_009561-T1, Xe_025525-T1
OG0001374	XP_022795556.1, XP_022795555.1, XP_022795558.1	Xe_015772-T1
OG0001376	XP_022794949.1, XP_022787921.1	Xe_001250-T1
OG0001378	XP_022799687.1	Xe_022296-T1, Xe_022301-T1, Xe_022299-T1, Xe_022298-T1, Xe_022300-T1
OG0001380	XP_022792071.1, XP_022780487.1, XP_022780489.1	Xe_004637-T1
OG0001382	XP_022804799.1, XP_022778451.1	Xe_015883-T1, Xe_015882-T1
OG0001384	XP_022782537.1, XP_022798669.1, XP_022794821.1	Xe_020857-T1, Xe_020837-T1
OG0001386	XP_022790620.1, XP_022790621.1, XP_022790623.1, XP_022790633.1	Xe_022716-T1
OG0001390	XP_022800792.1	Xe_003460-T1, Xe_003224-T1, Xe_003223-T1, Xe_003225-T1, Xe_003462-T1
OG0001391	XP_022805384.1	Xe_002861-T1
OG0001393	XP_022791437.1	Xe_004323-T1, Xe_004233-T1
OG0001394	XP_022793625.1, XP_022793626.1	Xe_013049-T1, Xe_013048-T1
OG0001395	XP_022806007.1, XP_022805994.1, XP_022799408.1	Xe_020162-T2, Xe_020214-T1
OG0001398	XP_022786591.1	Xe_020578-T1
OG0001400	XP_022804580.1	Xe_010471-T1, Xe_028412-T1, Xe_026167-T1, Xe_010488-T1, Xe_010411-T1
OG0001401	XP_022810203.1, XP_022784583.1, XP_022803814.1, XP_022810199.1	Xe_022734-T1
OG0001402	XP_022787912.1	Xe_014764-T1
OG0001402	XP_022796946.1	Xe_001053-T1
OG0001405	XP_022789631.1, XP_022789669.1	Xe_007516-T1, Xe_010628-T1, Xe_010646-T1
OG0001408	XP_022794766.1, XP_022794826.1, XP_022794825.1, XP_022794770.1, XP_022802646.1	Xe_012630-T1
OG0001410	XP_022778182.1	Xe_006075-T1, Xe_006076-T1
OG0001411	XP_022791997.1, XP_022792005.1	Xe_011859-T2, Xe_011859-T1
OG0001413	XP_022778229.1, XP_022791464.1, XP_022777760.1	Xe_025628-T1
OG0001414	XP_022798406.1	Xe_004563-T1, Xe_004566-T1, Xe_004564-T1, Xe_004565-T1, Xe_004591-T1
OG0001416	XP_022787027.1	Xe_000764-T1
OG0001416	XP_022779715.1	Xe_000763-T1
OG0001417	XP_022802047.1, XP_022788408.1, XP_022788395.1	Xe_011906-T1
OG0001420	XP_022790465.1	Xe_013473-T1, Xe_013474-T1, Xe_013475-T1
OG0001422	XP_022790912.1	Xe_014712-T1, Xe_013609-T1
OG0001425	XP_022788804.1	Xe_014476-T1
OG0001425	XP_022792955.1	Xe_005713-T1
OG0001426	XP_022794780.1	Xe_005474-T1, Xe_005475-T1, Xe_005473-T1, Xe_005457-T1
OG0001428	XP_022782696.1, XP_022807987.1	Xe_000197-T1
OG0001430	XP_022809089.1	Xe_002694-T1, Xe_002696-T1, Xe_002693-T1, Xe_002690-T1, Xe_002691-T1
OG0001432	XP_022782396.1, XP_022782313.1	Xe_023660-T2, Xe_023451-T1
OG0001433	XP_022808398.1, XP_022809203.1	Xe_029090-T1
OG0001434	XP_022780076.1, XP_022809024.1, XP_022780938.1	Xe_023489-T1
OG0001435	XP_022780089.1	Xe_023133-T1, Xe_023134-T1, Xe_023135-T1, Xe_023136-T1, Xe_024460-T1
OG0001436	XP_022804287.1, XP_022804270.1	Xe_009933-T1, Xe_001209-T1
OG0001439	XP_022783649.1, XP_022793381.1	Xe_014233-T1, Xe_014236-T1, Xe_014266-T1
OG0001440	XP_022782904.1	Xe_021907-T1
OG0001441	XP_022782502.1	Xe_028175-T1, Xe_028186-T1, Xe_028223-T1, Xe_010383-T1, Xe_028183-T1
OG0001442	XP_022801676.1	Xe_012281-T1
OG0001442	XP_022807621.1	Xe_014363-T1
OG0001444	XP_022806586.1	Xe_026475-T1, Xe_018174-T1, Xe_026711-T1
OG0001445	XP_022790384.1	Xe_003342-T1
OG0001445	XP_022796966.1	Xe_003385-T1
OG0001446	XP_022795772.1, XP_022795785.1	Xe_020092-T1, Xe_020070-T1
OG0001447	XP_022785400.1	Xe_012830-T1
OG0001447	XP_022792329.1	Xe_009929-T1
OG0001448	XP_022800009.1	Xe_018557-T1
OG0001449	XP_022782367.1, XP_022780099.1, XP_022798838.1	Xe_022789-T1
OG0001450	XP_022796775.1, XP_022796766.1	Xe_011608-T1
OG0001452	XP_022784207.1	Xe_018032-T1, Xe_018357-T1, Xe_018366-T1, Xe_018359-T1, Xe_018030-T1
OG0001454	XP_022801883.1, XP_022800358.1	Xe_023168-T1, Xe_023120-T1, Xe_023165-T1, Xe_023116-T1, Xe_023164-T1
OG0001456	XP_022790225.1	Xe_017764-T1, Xe_017800-T1, Xe_017931-T1, Xe_017799-T1, Xe_017751-T1
OG0001457	XP_022784172.1	Xe_017361-T2, Xe_017379-T1, Xe_017365-T1, Xe_017367-T1, Xe_017374-T1
OG0001458	XP_022808265.1, XP_022810580.1, XP_022806172.1, XP_022784143.1	Xe_015787-T1, Xe_015788-T1
OG0001459	XP_022779938.1	Xe_017649-T1, Xe_017628-T1
OG0001460	XP_022788758.1, XP_022804382.1	Xe_000613-T1, Xe_000614-T1, Xe_000615-T1, Xe_000616-T1
OG0001461	XP_022807741.1	Xe_004300-T1, Xe_004128-T1
OG0001463	XP_022787995.1, XP_022807494.1	Xe_015928-T1
OG0001464	XP_022789317.1, XP_022787972.1	Xe_023413-T1
OG0001465	XP_022787906.1	Xe_015446-T1
OG0001465	XP_022786792.1	Xe_022210-T1
OG0001466	XP_022798046.1, XP_022795187.1, XP_022792357.1	Xe_014127-T1, Xe_014142-T1, Xe_014141-T1
OG0001467	XP_022785884.1	Xe_009850-T1
OG0001467	XP_022798380.1	Xe_021468-T1
OG0001468	XP_022800941.1, XP_022800942.1, XP_022800962.1, XP_022790844.1	Xe_005293-T1
OG0001469	XP_022802621.1	Xe_008109-T1
OG0001469	XP_022777548.1	Xe_002889-T1
OG0001471	XP_022807143.1	Xe_021926-T1
OG0001473	XP_022795623.1, XP_022795633.1	Xe_021485-T1
OG0001475	XP_022799924.1	Xe_012330-T1
OG0001478	XP_022786152.1, XP_022802779.1, XP_022799900.1	Xe_029143-T1
OG0001479	XP_022792086.1	Xe_014131-T1
OG0001479	XP_022792713.1	Xe_014037-T1
OG0001480	XP_022807537.1	Xe_024219-T1, Xe_008627-T1
OG0001481	XP_022784067.1	Xe_020908-T1
OG0001484	XP_022803358.1, XP_022794107.1	Xe_015063-T1
OG0001485	XP_022800272.1	Xe_017476-T1, Xe_017441-T1, Xe_017477-T1, Xe_017438-T1, Xe_017439-T1, Xe_015492-T1
OG0001486	XP_022785723.1, XP_022785724.1	Xe_015789-T1, Xe_015790-T1
OG0001487	XP_022805703.1, XP_022784112.1	Xe_003927-T1
OG0001488	XP_022798524.1, XP_022801059.1	Xe_009887-T1, Xe_010001-T1, Xe_009999-T1
OG0001489	XP_022798256.1	Xe_014397-T1, Xe_015417-T1
OG0001493	XP_022793636.1	Xe_014324-T1
OG0001496	XP_022783033.1	Xe_011710-T1
OG0001497	XP_022803375.1	Xe_002274-T1
OG0001497	XP_022803374.1	Xe_002275-T1
OG0001498	XP_022803406.1	Xe_028854-T2
OG0001500	XP_022802564.1	Xe_012877-T1, Xe_012878-T1, Xe_012885-T1, Xe_012884-T1, Xe_012883-T1
OG0001503	XP_022808573.1, XP_022808572.1, XP_022778540.1, XP_022777509.1, XP_022808570.1	Xe_028977-T1
OG0001504	XP_022800770.1	Xe_021732-T1
OG0001504	XP_022784195.1	Xe_002363-T1
OG0001507	XP_022792016.1, XP_022782444.1	Xe_021916-T1
OG0001509	XP_022808955.1, XP_022778549.1, XP_022794270.1, XP_022808956.1, XP_022808953.1	Xe_005093-T1
OG0001510	XP_022780515.1, XP_022807869.1	Xe_004375-T1
OG0001512	XP_022803526.1, XP_022802724.1	Xe_008226-T1
OG0001513	XP_022799614.1	Xe_029144-T1
OG0001513	XP_022808430.1	Xe_028894-T1
OG0001514	XP_022785841.1, XP_022785832.1, XP_022785831.1	Xe_004965-T1
OG0001515	XP_022795860.1, XP_022795821.1	Xe_016907-T1, Xe_016992-T1, Xe_021557-T1, Xe_017104-T1
OG0001516	XP_022799405.1, XP_022795986.1	Xe_024783-T1, Xe_001286-T1, Xe_001285-T1, Xe_001283-T1
OG0001519	XP_022778603.1	Xe_010978-T1, Xe_010981-T1, Xe_005969-T1, Xe_010979-T1, Xe_010980-T1
OG0001521	XP_022797613.1, XP_022797899.1	Xe_005745-T1
OG0001522	XP_022783832.1, XP_022796856.1, XP_022796858.1, XP_022790133.1	Xe_005720-T1
OG0001523	XP_022793180.1, XP_022793177.1, XP_022781152.1	Xe_014990-T1
OG0001524	XP_022786436.1, XP_022786406.1, XP_022786405.1	Xe_007812-T1
OG0001526	XP_022804061.1	Xe_002683-T1
OG0001526	XP_022806273.1	Xe_003624-T1
OG0001527	XP_022788830.1	Xe_002731-T1, Xe_002730-T1
OG0001528	XP_022804323.1, XP_022797399.1	Xe_015691-T1
OG0001531	XP_022792982.1	Xe_002018-T1, Xe_002020-T1, Xe_002021-T1, Xe_002025-T1
OG0001537	XP_022785429.1	Xe_012552-T1, Xe_012551-T1
OG0001538	XP_022795944.1	Xe_012849-T1
OG0001538	XP_022789275.1	Xe_014278-T1
OG0001539	XP_022807313.1	Xe_004848-T1
OG0001540	XP_022798478.1, XP_022791614.1	Xe_008034-T1
OG0001541	XP_022780623.1	Xe_023513-T1, Xe_023432-T1, Xe_023511-T1
OG0001542	XP_022790980.1, XP_022790981.1, XP_022786859.1, XP_022786857.1	Xe_028956-T1
OG0001543	XP_022790382.1	Xe_014790-T1
OG0001544	XP_022794042.1, XP_022794041.1, XP_022794044.1, XP_022800305.1, XP_022800224.1	Xe_016017-T1
OG0001545	XP_022794635.1, XP_022781663.1, XP_022794646.1, XP_022809615.1	Xe_010930-T1, Xe_010931-T1
OG0001546	XP_022795186.1	Xe_015780-T1, Xe_015778-T1, Xe_015782-T1, Xe_015781-T1, Xe_003913-T1
OG0001549	XP_022807391.1, XP_022807357.1	Xe_004725-T1
OG0001550	XP_022786743.1	Xe_005432-T1, Xe_005448-T1, Xe_005445-T1, Xe_005442-T1, Xe_005451-T1
OG0001551	XP_022790100.1	Xe_008905-T1, Xe_027310-T1
OG0001552	XP_022779516.1	Xe_002445-T1
OG0001553	XP_022778361.1, XP_022790015.1, XP_022782327.1, XP_022782345.1	Xe_002380-T3
OG0001554	XP_022791480.1, XP_022783068.1, XP_022783070.1	Xe_000791-T1
OG0001554	XP_022783052.1	Xe_000792-T1
OG0001555	XP_022795172.1, XP_022795198.1	Xe_002202-T1
OG0001556	XP_022799540.1, XP_022799527.1	Xe_001980-T1
OG0001558	XP_022806722.1, XP_022795212.1, XP_022795211.1	Xe_002326-T1
OG0001559	XP_022777969.1	Xe_009310-T1
OG0001559	XP_022788753.1	Xe_026645-T1, Xe_009311-T1, Xe_028094-T1
OG0001560	XP_022782689.1, XP_022798726.1	Xe_009978-T1, Xe_009979-T1
OG0001564	XP_022805911.1	Xe_001238-T1, Xe_001236-T1, Xe_001235-T1, Xe_001234-T1, Xe_001237-T1
OG0001566	XP_022806990.1	Xe_009501-T1, Xe_009496-T1, Xe_009498-T1, Xe_009489-T1, Xe_009493-T1
OG0001571	XP_022794524.1	Xe_016604-T1, Xe_016600-T1, Xe_016595-T1, Xe_016599-T1, Xe_016603-T1
OG0001572	XP_022785420.1, XP_022779832.1	Xe_008448-T1, Xe_011973-T1
OG0001574	XP_022800339.1, XP_022800320.1	Xe_014626-T1, Xe_014656-T1
OG0001580	XP_022782358.1, XP_022782370.1, XP_022782508.1, XP_022803244.1	Xe_010661-T1, Xe_010662-T1
OG0001581	XP_022806543.1, XP_022784323.1, XP_022804962.1	Xe_015622-T2, Xe_015610-T1, Xe_015609-T1
OG0001584	XP_022797873.1, XP_022797881.1, XP_022797872.1, XP_022797879.1, XP_022797877.1	Xe_022024-T1
OG0001588	XP_022781921.1	Xe_027983-T1, Xe_027981-T1, Xe_027970-T1, Xe_027982-T1, Xe_017413-T1, Xe_017407-T1
OG0001612	XP_022796576.1, XP_022791980.1, XP_022796575.1, XP_022796385.1, XP_022801370.1, XP_022780493.1	Xe_001893-T1, Xe_025928-T1
OG0001622	XP_022803060.1	Xe_014283-T1
OG0001622	XP_022789735.1, XP_022803051.1, XP_022803055.1	Xe_014284-T1, Xe_014288-T1, Xe_014285-T1
OG0001624	XP_022791953.1	Xe_026486-T1, Xe_026060-T1, Xe_025299-T1, Xe_025811-T1, Xe_006024-T1, Xe_025964-T1, Xe_011025-T1
OG0001625	XP_022794189.1	Xe_025855-T1, Xe_023541-T1, Xe_001853-T1, Xe_023553-T1, Xe_023539-T1, Xe_024973-T1, Xe_025455-T1
OG0001626	XP_022796620.1	Xe_002971-T1, Xe_002999-T1, Xe_022676-T1, Xe_020649-T1, Xe_008092-T1, Xe_020652-T1, Xe_008094-T1
OG0001672	XP_022791036.1, XP_022791035.1	Xe_012421-T1, Xe_012419-T1
OG0001675	XP_022789729.1, XP_022804651.1	Xe_002925-T1, Xe_002926-T2, Xe_002924-T1
OG0001676	XP_022802675.1, XP_022782555.1	Xe_017347-T1
OG0001677	XP_022799097.1, XP_022784689.1	Xe_013952-T1
OG0001678	XP_022790488.1, XP_022790489.1	Xe_012797-T1, Xe_012796-T1
OG0001679	XP_022799729.1, XP_022799727.1	Xe_015890-T1
OG0001681	XP_022793296.1, XP_022793316.1	Xe_000555-T1
OG0001682	XP_022803224.1, XP_022778672.1	Xe_028266-T1
OG0001682	XP_022803221.1	Xe_010503-T1
OG0001683	XP_022804272.1, XP_022800590.1	Xe_022179-T1
OG0001686	XP_022793885.1, XP_022806152.1	Xe_003031-T1
OG0001687	XP_022784469.1	Xe_003806-T1, Xe_003914-T1
OG0001688	XP_022788979.1, XP_022808245.1	Xe_008036-T1
OG0001689	XP_022794939.1	Xe_023974-T1, Xe_022640-T1, Xe_022502-T1, Xe_021524-T1
OG0001690	XP_022779493.1, XP_022779596.1	Xe_005385-T1, Xe_005388-T1
OG0001692	XP_022789983.1, XP_022798724.1	Xe_012518-T1
OG0001694	XP_022798056.1	Xe_005897-T1, Xe_005915-T1, Xe_005907-T1, Xe_005891-T1
OG0001699	XP_022798698.1, XP_022785137.1	Xe_022224-T3
OG0001700	XP_022786493.1	Xe_008229-T1, Xe_010154-T1, Xe_008230-T1
OG0001701	XP_022778734.1, XP_022800376.1, XP_022800395.1	Xe_019789-T1
OG0001703	XP_022796379.1	Xe_006627-T1, Xe_006601-T1, Xe_006607-T1, Xe_006630-T1
OG0001704	XP_022784565.1	Xe_003289-T1, Xe_003290-T1
OG0001705	XP_022810344.1	Xe_003850-T1, Xe_003858-T1, Xe_003693-T1, Xe_011839-T1
OG0001706	XP_022791305.1	Xe_011845-T1
OG0001709	XP_022792085.1	Xe_005116-T1, Xe_006089-T1, Xe_011653-T1, Xe_006090-T1
OG0001710	XP_022808078.1, XP_022782991.1	Xe_004967-T1
OG0001711	XP_022802097.1, XP_022787763.1, XP_022788353.1	Xe_014766-T1
OG0001712	XP_022796454.1, XP_022783377.1	Xe_024831-T1
OG0001713	XP_022804002.1, XP_022798746.1	Xe_009188-T1
OG0001714	XP_022803809.1	Xe_025170-T1, Xe_025177-T1, Xe_025173-T1, Xe_025178-T1
OG0001715	XP_022804760.1	Xe_009277-T1
OG0001716	XP_022787279.1	Xe_028600-T1, Xe_022439-T1, Xe_022441-T1, Xe_009702-T1
OG0001718	XP_022799296.1, XP_022787632.1	Xe_022690-T1, Xe_025304-T1, Xe_001814-T1
OG0001719	XP_022806835.1	Xe_002675-T1
OG0001723	XP_022799341.1	Xe_002211-T1, Xe_002214-T1
OG0001725	XP_022777815.1	Xe_023173-T1, Xe_023160-T1, Xe_023118-T1, Xe_023174-T1
OG0001727	XP_022795562.1	Xe_002808-T1, Xe_011445-T1
OG0001728	XP_022803729.1	Xe_015297-T1
OG0001729	XP_022792223.1, XP_022784258.1	Xe_008619-T1
OG0001730	XP_022804167.1, XP_022804190.1	Xe_009436-T1, Xe_009435-T1, Xe_009437-T1
OG0001731	XP_022786311.1, XP_022787060.1	Xe_014348-T1
OG0001732	XP_022780689.1	Xe_015347-T1
OG0001733	XP_022799611.1	Xe_008176-T1
OG0001737	XP_022804678.1	Xe_020733-T1
OG0001738	XP_022781481.1	Xe_004836-T1, Xe_005150-T1, Xe_004837-T1
OG0001739	XP_022802114.1	Xe_011248-T1
OG0001740	XP_022792441.1, XP_022792440.1, XP_022795576.1	Xe_010167-T1, Xe_010168-T1
OG0001741	XP_022799764.1	Xe_009324-T1, Xe_009325-T1
OG0001742	XP_022783047.1, XP_022783126.1	Xe_000797-T1
OG0001744	XP_022782908.1	Xe_013581-T1, Xe_013291-T1, Xe_013582-T1
OG0001746	XP_022799672.1, XP_022787339.1	Xe_028804-T1
OG0001747	XP_022799685.1, XP_022789565.1	Xe_012890-T1
OG0001748	XP_022787118.1	Xe_002928-T1, Xe_002931-T1
OG0001750	XP_022796507.1	Xe_012371-T1, Xe_012370-T1, Xe_012372-T1, Xe_012369-T1
OG0001751	XP_022788089.1	Xe_012040-T1, Xe_012039-T1
OG0001752	XP_022798591.1, XP_022798588.1	Xe_012459-T1, Xe_012461-T1, Xe_012462-T1
OG0001756	XP_022781061.1, XP_022781055.1	Xe_005566-T1
OG0001757	XP_022802908.1	Xe_015410-T1
OG0001757	XP_022807447.1	Xe_013824-T1
OG0001758	XP_022798008.1	Xe_021625-T1
OG0001759	XP_022796196.1	Xe_019040-T1, Xe_019230-T1, Xe_019062-T1, Xe_019045-T1
OG0001760	XP_022799385.1	Xe_005663-T1, Xe_005658-T1, Xe_005668-T1
OG0001761	XP_022798405.1	Xe_006085-T1, Xe_004593-T1, Xe_004595-T1
OG0001762	XP_022800066.1, XP_022800074.1	Xe_005416-T1
OG0001763	XP_022779594.1, XP_022779501.1	Xe_023140-T1
OG0001766	XP_022779648.1, XP_022779649.1	Xe_000963-T1
OG0001768	XP_022791088.1	Xe_007040-T1, Xe_007041-T1, Xe_007044-T1
OG0001769	XP_022810581.1, XP_022808868.1	Xe_001336-T2
OG0001770	XP_022787022.1, XP_022787025.1	Xe_000765-T1
OG0001771	XP_022781812.1, XP_022781758.1	Xe_018602-T1
OG0001772	XP_022785899.1	Xe_013413-T1, Xe_013467-T1, Xe_013468-T1, Xe_013414-T1
OG0001774	XP_022784607.1, XP_022784575.1	Xe_004291-T1, Xe_004156-T1
OG0001776	XP_022786716.1, XP_022786712.1	Xe_007025-T1, Xe_024518-T1
OG0001779	XP_022793168.1, XP_022798782.1	Xe_000829-T1
OG0001780	XP_022801754.1, XP_022783145.1, XP_022801752.1	Xe_011731-T1
OG0001781	XP_022807581.1, XP_022807582.1, XP_022777965.1, XP_022809150.1	Xe_021851-T1
OG0001782	XP_022801542.1, XP_022805005.1	Xe_003365-T1
OG0001783	XP_022785121.1, XP_022804824.1	Xe_011037-T1
OG0001787	XP_022789145.1, XP_022800845.1	Xe_000440-T1
OG0001789	XP_022789428.1	Xe_011995-T1, Xe_011991-T1, Xe_011988-T1, Xe_011992-T1
OG0001790	XP_022795761.1	Xe_020356-T1, Xe_020354-T1, Xe_020370-T1, Xe_020368-T1
OG0001791	XP_022779382.1	Xe_013730-T1, Xe_013732-T1, Xe_013715-T1, Xe_013738-T1
OG0001792	XP_022797586.1, XP_022795852.1	Xe_021521-T1
OG0001793	XP_022781722.1, XP_022802991.1	Xe_018449-T1
OG0001794	XP_022785124.1, XP_022785146.1	Xe_014540-T1
OG0001795	XP_022794286.1, XP_022781690.1	Xe_023414-T1
OG0001796	XP_022805667.1, XP_022781978.1	Xe_012084-T1
OG0001797	XP_022779992.1	Xe_023138-T1, Xe_022767-T1, Xe_023202-T1, Xe_023233-T1
OG0001798	XP_022793678.1, XP_022801487.1	Xe_007968-T1
OG0001800	XP_022802048.1, XP_022778125.1	Xe_012067-T1
OG0001801	XP_022794498.1	Xe_022452-T1, Xe_002795-T1, Xe_028615-T1, Xe_009943-T1
OG0001802	XP_022795436.1, XP_022795462.1	Xe_016501-T1
OG0001803	XP_022783175.1	Xe_001134-T1, Xe_001140-T1, Xe_001135-T1
OG0001804	XP_022796617.1, XP_022796984.1	Xe_013969-T1
OG0001805	XP_022791768.1, XP_022791772.1	Xe_005164-T1
OG0001808	XP_022780663.1, XP_022780607.1	Xe_022792-T2
OG0001809	XP_022794698.1	Xe_028972-T1, Xe_028973-T1, Xe_013644-T1, Xe_007832-T1
OG0001811	XP_022796700.1	Xe_016829-T1
OG0001815	XP_022781894.1, XP_022798867.1	Xe_011473-T1
OG0001817	XP_022784487.1, XP_022791477.1	Xe_004352-T1
OG0001818	XP_022806224.1, XP_022793950.1	Xe_012765-T1
OG0001819	XP_022786961.1, XP_022786986.1	Xe_012583-T1
OG0001820	XP_022797680.1	Xe_020687-T1, Xe_025085-T1
OG0001822	XP_022789136.1, XP_022789134.1, XP_022789148.1	Xe_007441-T1
OG0001823	XP_022784859.1	Xe_003256-T1, Xe_010018-T1, Xe_003255-T1
OG0001824	XP_022788770.1	Xe_012727-T1
OG0001824	XP_022783693.1	Xe_013212-T1
OG0001826	XP_022778425.1	Xe_029031-T1
OG0001828	XP_022799989.1	Xe_024013-T1, Xe_018235-T1, Xe_024015-T1, Xe_024004-T1
OG0001829	XP_022783569.1	Xe_021782-T1, Xe_021781-T1, Xe_015103-T1
OG0001830	XP_022792326.1, XP_022799259.1	Xe_022339-T1
OG0001833	XP_022795427.1	Xe_017172-T1, Xe_017177-T1
OG0001834	XP_022795900.1, XP_022795902.1	Xe_004834-T1
OG0001836	XP_022801399.1, XP_022801413.1	Xe_019819-T1, Xe_019825-T1, Xe_019822-T1
OG0001838	XP_022781914.1, XP_022796013.1	Xe_010515-T1
OG0001839	XP_022789353.1, XP_022789373.1	Xe_010575-T1
OG0001840	XP_022780030.1	Xe_017207-T1, Xe_017206-T1, Xe_017195-T1
OG0001841	XP_022800025.1	Xe_016418-T1
OG0001841	XP_022800015.1	Xe_016421-T1
OG0001842	XP_022808599.1, XP_022808722.1	Xe_004735-T1, Xe_012538-T1
OG0001843	XP_022800111.1	Xe_014493-T1
OG0001844	XP_022797388.1	Xe_004327-T1, Xe_004325-T1, Xe_004232-T1
OG0001845	XP_022805358.1, XP_022805345.1	Xe_016209-T1, Xe_016211-T1
OG0001846	XP_022800123.1, XP_022798948.1	Xe_014242-T1
OG0001847	XP_022799038.1	Xe_015634-T1
OG0001848	XP_022796687.1	Xe_010301-T1, Xe_010818-T1, Xe_010817-T1
OG0001850	XP_022800645.1, XP_022781126.1	Xe_012562-T1
OG0001851	XP_022781685.1	Xe_024296-T1
OG0001853	XP_022806499.1	Xe_008396-T1
OG0001853	XP_022806495.1	Xe_008399-T1
OG0001856	XP_022793212.1	Xe_014754-T1
OG0001857	XP_022783683.1, XP_022783648.1	Xe_013913-T1
OG0001859	XP_022792053.1	Xe_028616-T1, Xe_010142-T1, Xe_022416-T1, Xe_023960-T1
OG0001860	XP_022799352.1	Xe_015954-T1
OG0001861	XP_022786397.1, XP_022786395.1	Xe_008184-T1
