Orthogroup	spis_longest_isoform_marker	aip_longest_isoforms
OG0001549	XP_022807391.1, XP_022807357.1	XP_020914675.1, XP_020914674.1, XP_020914879.1
OG0001550	XP_022786743.1	XP_020915551.1
OG0001551	XP_022790100.1	XP_020915578.1
OG0001552	XP_022779516.1	XP_020915607.1, XP_028519161.1
OG0001553	XP_022778361.1, XP_022790015.1, XP_022782327.1, XP_022782345.1	XP_020915696.1, XP_020915713.1
OG0001554	XP_022791480.1, XP_022783068.1, XP_022783070.1, XP_022783052.1	XP_020915826.1
OG0001555	XP_022795172.1	XP_020916111.1
OG0001555	XP_022795198.1	XP_020916142.1
OG0001556	XP_022799540.1, XP_022799527.1	XP_028517831.1, XP_020916877.1
OG0001557	XP_022805942.1, XP_022797520.1, XP_022780917.1, XP_022799297.1, XP_022806557.1, XP_022777768.1	XP_020916654.1
OG0001558	XP_022806722.1, XP_022795212.1	XP_020916854.1
OG0001559	XP_022788753.1	XP_020917263.1
OG0001560	XP_022782689.1	XP_020917454.1
OG0001560	XP_022798726.1	XP_028516785.1
OG0001561	XP_022792264.1, XP_022792890.1	XP_028512487.1
OG0001561	XP_022793272.1, XP_022785085.1	XP_020917459.2
OG0001562	XP_022777852.1	XP_028512649.1
OG0001562	XP_022798804.1, XP_022783198.1	XP_028519732.1
OG0001563	XP_022783205.1, XP_022810466.1, XP_022810468.1, XP_022783162.1, XP_022783196.1, XP_022783152.1, XP_022783163.1	XP_028512682.1
OG0001564	XP_022805911.1	XP_028512816.1
OG0001565	XP_022802486.1, XP_022802461.1, XP_022802462.1	XP_028514701.1, XP_028518229.1, XP_028512841.1
OG0001566	XP_022806990.1	XP_028512904.1
OG0001568	XP_022785708.1, XP_022791635.1, XP_022790459.1, XP_022786246.1, XP_022791990.1, XP_022802005.1, XP_022800124.1	XP_028513655.1
OG0001569	XP_022779009.1, XP_022779072.1, XP_022780676.1, XP_022796665.1	XP_028514170.1
OG0001571	XP_022794524.1	XP_028514990.1
OG0001572	XP_022785420.1, XP_022779832.1	XP_028515673.1
OG0001574	XP_022800339.1	XP_028516309.1
OG0001574	XP_022800320.1	XP_028516310.1
OG0001575	XP_022807632.1, XP_022803651.1, XP_022803657.1, XP_022803653.1, XP_022803643.1, XP_022807640.1	XP_028516464.1, XP_028516466.1
OG0001576	XP_022807639.1, XP_022803663.1, XP_022803661.1	XP_028516465.1
OG0001577	XP_022791503.1, XP_022796430.1, XP_022781426.1, XP_022788169.1	XP_028516760.1
OG0001578	XP_022808252.1, XP_022808752.1, XP_022791985.1, XP_022791796.1, XP_022801521.1, XP_022805896.1, XP_022805904.1	XP_028517090.1
OG0001579	XP_022793059.1	XP_028518415.1
OG0001579	XP_022807476.1	XP_028517413.1
OG0001580	XP_022782358.1, XP_022782370.1, XP_022782508.1, XP_022803244.1	XP_028517959.1
OG0001581	XP_022806543.1, XP_022784323.1, XP_022804962.1	XP_028518625.1
OG0001582	XP_022796602.1, XP_022805973.1, XP_022794232.1, XP_022808821.1, XP_022807003.1, XP_022810323.1	XP_028518945.1
OG0001584	XP_022797873.1, XP_022797881.1, XP_022797872.1, XP_022797879.1, XP_022797877.1	XP_028519410.1
OG0001672	XP_022791036.1, XP_022791035.1	XP_020912863.1, XP_020891937.1
OG0001674	XP_022808877.1, XP_022782382.1	XP_028512569.1, XP_020892112.1, XP_020916264.2
OG0001675	XP_022789729.1, XP_022804651.1	XP_020892131.1
OG0001676	XP_022802675.1	XP_020906280.1
OG0001676	XP_022782555.1	XP_020892142.1
OG0001677	XP_022799097.1	XP_020892220.1
OG0001677	XP_022784689.1	XP_020892190.1
OG0001678	XP_022790488.1, XP_022790489.1	XP_020892196.1
OG0001679	XP_022799729.1	XP_020892293.1
OG0001679	XP_022799727.1	XP_020892314.1, XP_028517303.1
OG0001681	XP_022793296.1, XP_022793316.1	XP_020900667.1, XP_020901141.1, XP_020892418.1
OG0001682	XP_022803221.1	XP_020892527.1
OG0001683	XP_022804272.1	XP_020892733.1
OG0001683	XP_022800590.1	XP_020895109.1
OG0001684	XP_022793366.1	XP_020892899.1, XP_028512822.1, XP_020892854.1, XP_020902183.1
OG0001686	XP_022793885.1	XP_020898482.1
OG0001686	XP_022806152.1	XP_020892930.1
OG0001687	XP_022784469.1	XP_020904734.1, XP_020893101.1
OG0001688	XP_022788979.1, XP_022808245.1	XP_020893152.1, XP_020896712.1, XP_020896385.2
OG0001689	XP_022794939.1	XP_020893228.1
OG0001690	XP_022779493.1, XP_022779596.1	XP_020893257.1, XP_020910777.1
OG0001691	XP_022780782.1, XP_022780738.1, XP_022780737.1	XP_020893268.1, XP_020916160.1, XP_028519478.1
OG0001692	XP_022789983.1	XP_020893285.1
OG0001692	XP_022798724.1	XP_020911375.1, XP_020899616.1
OG0001694	XP_022798056.1	XP_020893324.1
OG0001695	XP_022792408.1, XP_022809463.1	XP_028516217.1, XP_020893408.1, XP_028513148.1, XP_028516205.1, XP_020913801.1
OG0001696	XP_022808902.1	XP_028512722.1, XP_028515211.1, XP_020893493.1, XP_028518727.1, XP_028514545.1
OG0001699	XP_022798698.1	XP_020893807.1
OG0001699	XP_022785137.1	XP_020905982.1
OG0001700	XP_022786493.1	XP_020893902.1, XP_028516773.1
OG0001701	XP_022778734.1, XP_022800376.1, XP_022800395.1	XP_020896951.1, XP_020893930.2
OG0001702	XP_022788801.1, XP_022788806.1, XP_022783842.1	XP_020893967.1, XP_020893974.1, XP_020909474.2
OG0001703	XP_022796379.1	XP_020894148.1
OG0001704	XP_022784565.1	XP_028518351.1, XP_020894171.1, XP_020903965.1
OG0001705	XP_022810344.1	XP_020894274.1
OG0001706	XP_022791305.1, XP_022791352.1	XP_028513188.1
OG0001707	XP_022787292.1, XP_022792358.1	XP_020894511.2, XP_020894507.1
OG0001708	XP_022809309.1	XP_020917014.1
OG0001708	XP_022805951.1	XP_020907934.1
OG0001708	XP_022792009.1	XP_020894521.1
OG0001709	XP_022792085.1	XP_020894598.2
OG0001710	XP_022808078.1	XP_020905092.1
OG0001710	XP_022782991.1	XP_020894612.1
OG0001711	XP_022802097.1, XP_022787763.1, XP_022788353.1	XP_020896301.1, XP_020894768.1
OG0001712	XP_022796454.1, XP_022783377.1	XP_020894971.1, XP_020894972.1
OG0001713	XP_022804002.1	XP_020895066.1
OG0001713	XP_022798746.1	XP_020895110.1
OG0001714	XP_022803809.1	XP_020895079.2
OG0001715	XP_022804760.1	XP_020895126.1, XP_020898744.1
OG0001716	XP_022787279.1	XP_020895132.1
OG0001718	XP_022799296.1, XP_022787632.1	XP_020895255.1, XP_028519092.1
OG0001719	XP_022806835.1	XP_020895474.1, XP_020895287.1, XP_028517408.1
OG0001722	XP_022810289.1, XP_022797696.1, XP_022807055.1, XP_022808187.1, XP_022809448.1	XP_020895430.1
OG0001723	XP_022799341.1	XP_020900655.1, XP_020899866.1, XP_020895532.2
OG0001725	XP_022777815.1	XP_028514424.1, XP_020895665.1
OG0001727	XP_022795562.1	XP_020895710.1, XP_020903057.1, XP_020903034.1
OG0001728	XP_022803729.1	XP_020914721.1, XP_020895725.1
OG0001729	XP_022792223.1	XP_020897153.1, XP_020895769.1
OG0001729	XP_022784258.1	XP_020904151.1
OG0001730	XP_022804167.1, XP_022804190.1	XP_020895819.1
OG0001731	XP_022786311.1	XP_020895861.1
OG0001731	XP_022787060.1	XP_020895863.1
OG0001732	XP_022780689.1	XP_020895937.1
OG0001733	XP_022799611.1	XP_020895950.1, XP_020908764.1
OG0001734	XP_022805403.1	XP_028517966.1, XP_028518129.1, XP_020907672.1, XP_020908480.1, XP_020896015.1
OG0001737	XP_022804678.1	XP_020906324.1, XP_020896074.1, XP_020896089.1
OG0001738	XP_022781481.1	XP_020896122.1, XP_020912702.1
OG0001739	XP_022802114.1	XP_020896132.1, XP_020908945.2, XP_028514271.1, XP_020909545.1
OG0001740	XP_022792441.1, XP_022792440.1, XP_022795576.1	XP_020896247.1
OG0001741	XP_022799764.1	XP_020896275.2, XP_020896323.1
OG0001742	XP_022783047.1	XP_020896299.1
OG0001742	XP_022783126.1	XP_020896293.1
OG0001744	XP_022782908.1	XP_020896422.1, XP_020913872.1
OG0001745	XP_022790081.1	XP_028513783.1, XP_020896512.1, XP_020896509.1, XP_020896510.2
OG0001746	XP_022799672.1	XP_020896553.1
OG0001746	XP_022787339.1	XP_020899681.1
OG0001747	XP_022799685.1	XP_020896563.1
OG0001747	XP_022789565.1	XP_020914549.1
OG0001748	XP_022787118.1	XP_028517484.1, XP_020896577.2, XP_020898336.1
OG0001750	XP_022796507.1	XP_020896753.1
OG0001751	XP_022788089.1	XP_020896804.1, XP_020896766.1
OG0001752	XP_022798591.1, XP_022798588.1	XP_020896825.1
OG0001755	XP_022788331.1	XP_028516441.1
OG0001755	XP_022804689.1	XP_020904178.1, XP_028513949.1, XP_020897113.2, XP_020897123.2
OG0001756	XP_022781061.1, XP_022781055.1	XP_020897136.1, XP_020897146.1
OG0001757	XP_022802908.1, XP_022807447.1	XP_020897362.1
OG0001758	XP_022798008.1	XP_020897594.1, XP_020897596.1
OG0001759	XP_022796196.1	XP_020897621.1
OG0001760	XP_022799385.1	XP_020897650.1, XP_020897804.2
OG0001761	XP_022798405.1	XP_020907742.1, XP_020897662.1
OG0001762	XP_022800066.1, XP_022800074.1	XP_020897727.1
OG0001763	XP_022779594.1	XP_020897734.1
OG0001763	XP_022779501.1	XP_028514153.1
OG0001764	XP_022790371.1, XP_022791123.1	XP_028512838.1, XP_020908707.1, XP_020897748.1, XP_020898283.1
OG0001766	XP_022779648.1	XP_020897779.1
OG0001766	XP_022779649.1	XP_020907764.1, XP_020911041.1
OG0001768	XP_022791088.1	XP_020897811.1, XP_020898327.2
OG0001769	XP_022810581.1, XP_022808868.1	XP_020897877.1, XP_020899904.1
OG0001770	XP_022787022.1, XP_022787025.1	XP_020917791.1, XP_020897917.1, XP_028513782.1
OG0001771	XP_022781812.1	XP_020900502.1
OG0001771	XP_022781758.1	XP_020898034.1
OG0001772	XP_022785899.1	XP_020898149.1
OG0001774	XP_022784607.1, XP_022784575.1	XP_020898321.1, XP_028518611.1
OG0001775	XP_022805023.1	XP_020898386.1, XP_020898388.1, XP_028514370.1, XP_028514350.1, XP_028514349.1
OG0001776	XP_022786716.1, XP_022786712.1	XP_020906381.1, XP_020898509.1
OG0001778	XP_022797653.1, XP_022797661.1, XP_022806306.1	XP_020898637.1, XP_028519751.1, XP_020917567.1, XP_020917565.2
OG0001779	XP_022793168.1	XP_020915042.2
OG0001779	XP_022798782.1	XP_020898662.1
OG0001780	XP_022801754.1, XP_022783145.1, XP_022801752.1	XP_020904431.1, XP_020898685.1
OG0001781	XP_022807581.1, XP_022807582.1, XP_022777965.1, XP_022809150.1	XP_020898691.1
OG0001782	XP_022801542.1	XP_020898692.1
OG0001782	XP_022805005.1	XP_020908826.1
OG0001783	XP_022804824.1	XP_020903873.1
OG0001786	XP_022790232.1, XP_022801004.1	XP_028518238.1, XP_020899033.2
OG0001787	XP_022789145.1	XP_020899045.1
OG0001787	XP_022800845.1	XP_020901046.1
OG0001789	XP_022789428.1	XP_020899108.1
OG0001790	XP_022795761.1	XP_020899113.1
OG0001791	XP_022779382.1	XP_020899281.1
OG0001792	XP_022797586.1	XP_020899369.1
OG0001792	XP_022795852.1	XP_020917398.1
OG0001793	XP_022781722.1	XP_028516793.1
OG0001793	XP_022802991.1	XP_020899377.1
OG0001794	XP_022785124.1, XP_022785146.1	XP_020901384.2, XP_020899390.1
OG0001795	XP_022794286.1	XP_020916915.1
OG0001795	XP_022781690.1	XP_020899489.1
OG0001796	XP_022805667.1	XP_020915143.1
OG0001796	XP_022781978.1	XP_020899515.1
OG0001797	XP_022779992.1	XP_020899545.1
OG0001798	XP_022793678.1	XP_020913735.1
OG0001798	XP_022801487.1	XP_020899575.1
OG0001799	XP_022790340.1, XP_022790336.1, XP_022790334.1, XP_022790333.1	XP_020899625.1, XP_020911380.1
OG0001800	XP_022802048.1	XP_020915286.1
OG0001800	XP_022778125.1	XP_020899637.1
OG0001801	XP_022794498.1	XP_020899655.1
OG0001802	XP_022795436.1	XP_020899768.1
OG0001802	XP_022795462.1	XP_020905374.1
OG0001803	XP_022783175.1	XP_020899779.2, XP_020914076.2
OG0001804	XP_022796617.1	XP_020913907.1, XP_020908263.1
OG0001804	XP_022796984.1	XP_020899983.1
OG0001805	XP_022791768.1	XP_020900077.1
OG0001805	XP_022791772.1	XP_020900022.2
OG0001806	XP_022792662.1	XP_028513467.1
OG0001806	XP_022808277.1, XP_022794341.1, XP_022805533.1, XP_022805534.1	XP_020900099.1
OG0001807	XP_022780045.1, XP_022780104.1	XP_020916356.1, XP_020900133.1
OG0001808	XP_022780663.1	XP_020909027.1
OG0001808	XP_022780607.1	XP_020900158.2
OG0001809	XP_022794698.1	XP_020900241.1
OG0001810	XP_022777999.1, XP_022800334.1	XP_020906589.1, XP_020900326.1, XP_020905070.1, XP_028516110.1
OG0001811	XP_022796700.1	XP_020913025.1, XP_020914500.1, XP_028518366.1, XP_020900512.1, XP_020912099.1
OG0001814	XP_022796111.1, XP_022796106.1, XP_022796103.1, XP_022796105.1, XP_022796098.1	XP_020900725.1, XP_020905917.1
OG0001815	XP_022781894.1	XP_020900767.1
OG0001815	XP_022798867.1	XP_020902882.1
OG0001816	XP_022787108.1, XP_022785752.1	XP_020900815.1
OG0001817	XP_022784487.1	XP_020904740.1
OG0001817	XP_022791477.1	XP_020900879.1
OG0001818	XP_022806224.1	XP_020914538.1
OG0001818	XP_022793950.1	XP_020900958.1
OG0001819	XP_022786961.1	XP_020900986.1
OG0001819	XP_022786986.1	XP_020900976.1
OG0001820	XP_022797680.1	XP_020901052.1, XP_028515144.1, XP_028515145.1
OG0001822	XP_022789136.1, XP_022789134.1, XP_022789148.1	XP_020901112.1, XP_020901116.1
OG0001823	XP_022784859.1	XP_020901203.1
OG0001824	XP_022788770.1	XP_028514850.1
OG0001824	XP_022783693.1	XP_020901253.1
OG0001826	XP_022778425.1	XP_020901302.1
OG0001827	XP_022790038.1, XP_022778244.1, XP_022780926.1, XP_022790660.1	XP_020901416.2, XP_028517853.1, XP_020904650.1
OG0001828	XP_022799989.1	XP_020901424.1
OG0001829	XP_022783569.1	XP_020901569.1, XP_028515190.1
OG0001830	XP_022792326.1, XP_022799259.1	XP_020902308.1, XP_020901612.1
OG0001833	XP_022795427.1	XP_020901966.2, XP_020912462.1, XP_020912427.2
OG0001834	XP_022795900.1	XP_020902056.1
OG0001835	XP_022778407.1, XP_022804606.1	XP_020902103.1
OG0001836	XP_022801399.1, XP_022801413.1	XP_020902185.1
OG0001837	XP_022807855.1	XP_020902212.1
OG0001837	XP_022796516.1, XP_022805476.1	XP_020907234.1, XP_020907172.1
OG0001838	XP_022781914.1	XP_020912176.1
OG0001838	XP_022796013.1	XP_020902330.1
OG0001839	XP_022789353.1	XP_020902339.1
OG0001839	XP_022789373.1	XP_020902334.1
OG0001840	XP_022780030.1	XP_020902699.1, XP_020902704.1
OG0001841	XP_022800025.1	XP_020902950.1
OG0001841	XP_022800015.1	XP_020902976.1
OG0001842	XP_022808599.1, XP_022808722.1	XP_020903277.2, XP_028515043.1
OG0001843	XP_022800111.1	XP_020903327.2, XP_020903360.1, XP_020903348.1
OG0001844	XP_022797388.1	XP_028517822.1, XP_020903383.2
OG0001845	XP_022805358.1, XP_022805345.1	XP_020903683.1, XP_028515778.1, XP_020903701.1
OG0001846	XP_022800123.1	XP_028515858.1
OG0001846	XP_022798948.1	XP_020903916.1
OG0001847	XP_022799038.1	XP_028519592.1, XP_020903926.1
OG0001848	XP_022796687.1	XP_020904026.1, XP_020904030.1
OG0001849	XP_022777444.1	XP_020904163.1, XP_020904161.1
OG0001850	XP_022800645.1	XP_028519474.1
OG0001850	XP_022781126.1	XP_020904200.1
OG0001851	XP_022781685.1	XP_020904304.2
OG0001852	XP_022800167.1, XP_022800166.1, XP_022790596.1	XP_020904312.1
OG0001853	XP_022806499.1, XP_022806495.1	XP_020904496.1, XP_020904495.1
OG0001854	XP_022805693.1, XP_022795920.1, XP_022793616.1, XP_022791234.1, XP_022779171.1, XP_022791247.1	XP_020904540.1
OG0001855	XP_022803110.1, XP_022801255.1, XP_022801253.1, XP_022801256.1, XP_022801251.1	XP_020912357.1, XP_020904557.1
OG0001856	XP_022793212.1	XP_020904951.1
OG0001857	XP_022783683.1, XP_022783648.1	XP_020905082.1, XP_020910907.1
OG0001858	XP_022809461.1, XP_022809462.1, XP_022792407.1, XP_022799892.1, XP_022786250.1, XP_022779003.1	XP_020905112.1
OG0001859	XP_022792053.1	XP_020905128.1
OG0001860	XP_022799352.1	XP_028516170.1
OG0001861	XP_022786397.1	XP_020911518.1
OG0001861	XP_022786395.1	XP_020911504.1, XP_020905284.1
OG0001862	XP_022781401.1	XP_020914209.1
OG0001862	XP_022781399.1	XP_020905431.1
OG0001863	XP_022795236.1	XP_020905697.1, XP_028517106.1, XP_028517107.1, XP_028517256.1
OG0001864	XP_022781456.1, XP_022778404.1	XP_020905770.1, XP_020910479.1, XP_020910477.1, XP_020910481.1
OG0001865	XP_022803760.1	XP_020905895.1
OG0001865	XP_022803758.1	XP_020910748.1
OG0001866	XP_022780836.1, XP_022780820.1	XP_020911733.1, XP_020906058.1
OG0001868	XP_022809776.1, XP_022788085.1	XP_020906195.1, XP_020906193.1
OG0001870	XP_022797193.1, XP_022797214.1	XP_020906621.1, XP_020906622.1
OG0001871	XP_022804544.1, XP_022793155.1, XP_022804540.1, XP_022786923.1	XP_020906790.1
OG0001872	XP_022783435.1	XP_028514812.1, XP_020906905.1, XP_020913461.1
OG0001873	XP_022785649.1, XP_022785648.1	XP_020906982.2, XP_020906953.1
OG0001874	XP_022782039.1, XP_022782006.1, XP_022781973.1	XP_020906958.1
OG0001875	XP_022807355.1	XP_028517153.1
OG0001875	XP_022790113.1	XP_020907148.1
OG0001876	XP_022784479.1, XP_022807441.1	XP_020907197.1
OG0001878	XP_022785839.1, XP_022785812.1, XP_022785837.1	XP_020907823.1, XP_020907824.1
OG0001879	XP_022809481.1, XP_022809112.1, XP_022809111.1, XP_022806221.1	XP_020907897.2, XP_028515610.1, XP_028518446.1
OG0001880	XP_022801826.1	XP_020907949.1, XP_028517733.1, XP_028518339.1
OG0001882	XP_022778096.1	XP_020908161.1, XP_028519479.1
OG0001883	XP_022789394.1	XP_020908291.2, XP_020913908.2
OG0001884	XP_022797169.1	XP_020908451.1
OG0001884	XP_022797147.1	XP_020908453.2
OG0001885	XP_022798107.1	XP_020908615.1
OG0001886	XP_022797287.1	XP_028519688.1, XP_020908616.1
OG0001887	XP_022785532.1, XP_022785534.1, XP_022785522.1, XP_022785514.1	XP_020908643.1
OG0001888	XP_022785516.1	XP_020908644.1, XP_020908649.1, XP_028517945.1, XP_020908645.1, XP_020911217.1
OG0001890	XP_022802130.1	XP_020908864.1
OG0001891	XP_022788884.1	XP_020908901.1
OG0001892	XP_022777439.1	XP_028519088.1, XP_028517996.1, XP_020908998.1, XP_020911388.1, XP_020912700.1
OG0001893	XP_022788282.1	XP_020910505.1
OG0001893	XP_022792097.1	XP_020909121.1
OG0001894	XP_022783895.1	XP_028517323.1
OG0001895	XP_022792109.1, XP_022790618.1, XP_022792912.1	XP_028517210.1, XP_020909284.1, XP_020909397.2
OG0001896	XP_022788078.1	XP_020909309.1
OG0001897	XP_022794183.1	XP_028515207.1
OG0001897	XP_022786050.1	XP_020909460.1
OG0001898	XP_022808436.1	XP_020909760.1
OG0001898	XP_022807440.1	XP_020909653.1
OG0001899	XP_022787603.1	XP_020909659.1
OG0001901	XP_022800981.1	XP_020916613.1
OG0001901	XP_022806628.1	XP_020910032.1
OG0001902	XP_022781317.1	XP_020910055.1
OG0001902	XP_022805363.1	XP_028517729.1
OG0001903	XP_022789691.1	XP_020910160.2, XP_020910166.2, XP_020910165.1, XP_028517655.1
OG0001904	XP_022794704.1	XP_020910356.2, XP_020910351.1
OG0001905	XP_022805775.1, XP_022805778.1	XP_028513700.1, XP_020910365.1
OG0001906	XP_022786062.1, XP_022795948.1, XP_022786045.1, XP_022786035.1, XP_022795966.1	XP_020910535.2
OG0001907	XP_022795822.1	XP_020910538.1
OG0001911	XP_022807453.1, XP_022801172.1, XP_022803033.1	XP_020911450.1
OG0001912	XP_022798368.1	XP_020911937.1
OG0001913	XP_022784944.1	XP_020912101.1
OG0001914	XP_022779909.1, XP_022807270.1, XP_022800666.1, XP_022800667.1, XP_022780709.1	XP_020912155.2
OG0001915	XP_022781850.1	XP_028519686.1, XP_020912192.1
OG0001916	XP_022808702.1	XP_028517279.1, XP_028517283.1
OG0001916	XP_022795168.1	XP_020912230.1
OG0001917	XP_022789156.1	XP_028518357.1
OG0001917	XP_022805093.1	XP_020912286.1
OG0001918	XP_022795515.1	XP_020916856.1, XP_020912322.1, XP_020916864.1, XP_020912320.1
OG0001919	XP_022795076.1	XP_020912330.1
OG0001919	XP_022794937.1	XP_028512755.1
OG0001920	XP_022777728.1, XP_022804570.1	XP_020912595.1, XP_028513630.1
OG0001921	XP_022800805.1	XP_020912604.1, XP_020912611.1, XP_020912609.1
OG0001922	XP_022790414.1	XP_020912651.1, XP_028518392.1, XP_028513301.1
OG0001923	XP_022794503.1	XP_020913053.1
OG0001924	XP_022792127.1	XP_020913164.1
OG0001925	XP_022785037.1	XP_028518588.1, XP_020913377.1
OG0001927	XP_022781605.1, XP_022781592.1	XP_020913686.1
OG0001928	XP_022793937.1	XP_028518710.1
OG0001928	XP_022793948.1	XP_020913771.2
OG0001929	XP_022784775.1	XP_020913815.1
OG0001929	XP_022780205.1	XP_020916636.1
OG0001930	XP_022794936.1	XP_028517783.1
OG0001931	XP_022783445.1, XP_022781229.1	XP_020914141.1
OG0001932	XP_022778594.1	XP_020914161.1
OG0001933	XP_022794946.1	XP_028518828.1
OG0001934	XP_022798928.1, XP_022780839.1	XP_020914224.1
OG0001935	XP_022789065.1	XP_028518873.1, XP_020914373.1
OG0001936	XP_022793225.1	XP_020914544.1
OG0001936	XP_022786971.1	XP_020914595.1
OG0001937	XP_022797443.1	XP_028518923.1, XP_020914566.2, XP_020914567.1, XP_020914603.1, XP_028518918.1
OG0001938	XP_022779568.1	XP_028518985.1, XP_020914861.1
OG0001939	XP_022780368.1	XP_020914947.1
OG0001940	XP_022788469.1	XP_028515434.1, XP_020914948.1
OG0001941	XP_022805701.1	XP_020914983.1
OG0001942	XP_022801112.1	XP_020915069.1
OG0001942	XP_022801093.1, XP_022801102.1	XP_020915074.1
OG0001943	XP_022784464.1, XP_022784466.1, XP_022777908.1, XP_022790183.1	XP_020915096.1
OG0001944	XP_022802897.1	XP_020915165.2
OG0001945	XP_022789901.1	XP_028519257.1, XP_028519512.1, XP_020915304.1, XP_028518012.1, XP_028517179.1
OG0001946	XP_022789724.1	XP_020915909.1
OG0001947	XP_022784254.1, XP_022785537.1	XP_020916067.1
OG0001948	XP_022784120.1	XP_020916137.1
OG0001949	XP_022790784.1	XP_020916189.1
OG0001950	XP_022804020.1, XP_022804006.1, XP_022804009.1	XP_020916340.1, XP_020916341.1
OG0001951	XP_022795702.1, XP_022795713.1, XP_022789585.1, XP_022789570.1	XP_020916633.1, XP_020916615.1
OG0001952	XP_022789257.1	XP_020916786.1
OG0001953	XP_022800410.1	XP_020916923.1, XP_020917730.1
OG0001954	XP_022780531.1, XP_022780506.1	XP_020917076.1, XP_020917055.1
OG0001955	XP_022786372.1, XP_022786427.1, XP_022786437.1, XP_022781503.1	XP_020917089.1
OG0001956	XP_022792331.1	XP_020917256.2
OG0001957	XP_022786562.1, XP_022786578.1, XP_022786495.1	XP_020917284.1, XP_020917324.1
OG0001958	XP_022786044.1	XP_020917472.1
OG0001959	XP_022794312.1	XP_020917628.1
OG0001960	XP_022787013.1, XP_022787015.1	XP_028512482.1
OG0001962	XP_022789212.1, XP_022789235.1	XP_028512675.1, XP_028512695.1
