gene.ID	PFAM	gene_name	total.UMIs	X..UMIs	median.fc	tf	cell_type
Spis_XP_022803003_1		glutamic acid-rich protein-like	192	60.38	2.53	no	neuron_1
Spis_XP_022787953_1	VGCC_alpha2/	vg-Ca-channel.HG1.2:CACNA2D1/CACNA2D2	257	38.53	2.52	no	neuron_1
Spis_XP_022802305_1	TMEM43/	transmembrane_protein_43	311	41.58	2.52	no	neuron_1
Spis_XP_022797363_1	Propep_M14/Peptidase_M14/	carboxypeptidase_A2	423	18.02	2.51	no	neuron_1
Spis_XP_022810539_1	7tm_1/	GPCR-rhodopsin.HG73.2:NA	213	61.56	2.51	no	neuron_1
Spis_XP_022795188_1		titin homolog	365	23.09	2.49	no	neuron_1
Spis_XP_022806331_1	AC_N/Guanylate_cyc/Guanylate_cyc/	adenylate_cyclase_3	254	27.08	2.47	no	neuron_1
Spis_XP_022799195_1	Cupin_8/Aldo_ket_red/PQQ/PQQ_2/PQQ/	CupinJmjC.HG2.0:NA	333	29.06	2.46	no	neuron_1
Spis_XP_022807420_1	Ig_3/Ig_3/I-set/Pkinase_Tyr/	NCam.HG6.0:NA	194	38.8	2.46	no	neuron_1
Spis_XP_022777824_1	GPS/7tm_2/	GPCR-secretin.HG7.0:NA	363	41.68	2.44	no	neuron_1
Spis_XP_022784487_1	Ets/	Ets.like:AC020909/EHF/ELF1/ELF2/ELF3/ELF4/ELF5/ETV6/ETV7/SPDEF/SPI1/SPIB/SPIC	615	21.27	2.44	yes	neuron_1
Spis_XP_022796045_1	FHA/DIL/PDZ/	PDZ.HG10.1:AFDN	1075	15.15	2.44	no	neuron_1
Spis_XP_022799768_1	EF-hand_6/	calmodulin_3	314	48.53	2.44	no	neuron_1
Spis_XP_022796554_1	BTB_2/Ion_trans/	ion-NaKCa.HG13.8:like:KCND1/KCND2/KCND3:likeclu:1	307	34.93	2.43	no	neuron_1
Spis_XP_022803005_1	7tm_2/	GPCR-secretin.HG7.0:NA	255	74.34	2.43	no	neuron_1
Spis_XP_022792788_1	Na_Ca_ex/Na_Ca_ex_C/Calx-beta/Calx-beta/Na_Ca_ex/	ion-exch-NaCa.HG2.2:SLC8A1/SLC8A2/SLC8A3	422	27.87	2.42	no	neuron_1
Spis_XP_022803051_1	Death/DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	298	29.02	2.42	no	neuron_1
Spis_XP_022804259_1	fn3/Pkinase_Tyr/	fibronectin.HG4.21:like:ELSPBP1:likeclu:0	225	38.33	2.41	no	neuron_1
Spis_XP_022777979_1		uncharacterized protein LOC111319483, partial	279	26.37	2.38	no	neuron_1
Spis_XP_022808233_1		flocculation protein FLO11-like	271	32.85	2.37	no	neuron_1
Spis_XP_022789981_1		uncharacterized protein LOC111329521 isoform X2	403	38.45	2.35	no	neuron_1
Spis_XP_022794206_1	GPS/7tm_2/	GPCR-secretin.HG1.5:ADGRD2	241	35.39	2.35	no	neuron_1
Spis_XP_022786521_1	PTPlike_phytase/PTPlike_phytase/	phosphatase_domain_containing_paladin_1	215	15.97	2.34	no	neuron_1
Spis_XP_022800741_1	7tm_1/	GPCR-rhodopsin.HG73.19:NA	171	27.27	2.33	no	neuron_1
Spis_XP_022777681_1	TSP_1/TSP_1/SRCR/Ig_3/Ig_3/I-set/I-set/Ig_3/Ig_3/I-set/Ig_3/	NCam.HG6.0:NA	236	39.2	2.31	no	neuron_1
Spis_XP_022798084_1		uncharacterized protein LOC111336290	443	29.59	2.31	no	neuron_1
Spis_XP_022808710_1		glutamic acid-rich protein-like	170	63.2	2.31	no	neuron_1
Spis_XP_022787126_1	BTB_2/Ion_trans/	ion-NaKCa.HG8.13:like:KCNB1/KCNB2/KCNF1/KCNG1/KCNG2/KCNG3/KCNG4/KCNS1/KCNS2/KCNS3/KCNV1/KCNV2:likeclu:8	201	43.7	2.29	no	neuron_1
Spis_XP_022808033_1		uncharacterized protein LOC111345035 isoform X2	223	24.56	2.27	no	neuron_1
Spis_XP_022792177_1		uncharacterized protein LOC111331343	262	19.89	2.25	no	neuron_1
Spis_XP_022807058_1	LRR_8/LRR_8/7tm_1/	GPCR-rhodopsin.HG57.1:FSHR/LHCGR/TSHR	314	24.8	2.25	no	neuron_1
Spis_XP_022787844_1	Ldl_recept_b/FXa_inhibition/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/EGF/	Ldl_recept_b.HG1.4:like:EGF/LDLR/LRP1/LRP1B/LRP2/LRP4/LRP5/LRP5L/LRP6/LRP8/VLDLR:likeclu:16/18/19/20/24/27	395	13.89	2.24	no	neuron_1
Spis_XP_022804002_1	Ras/BTB/BTB/	BTB.HG11.2:RHOBTB3	247	21.86	2.24	no	neuron_1
Spis_XP_022794106_1	Oxysterol_BP/	oxysterol_binding_protein_2	220	20.39	2.21	no	neuron_1
Spis_XP_022794886_1	C1_1/C1_1/C2/Pkinase/Pkinase_C/	Synaptotagmin.HG5.4:PRKCA/PRKCB/PRKCG	423	16.4	2.21	no	neuron_1
Spis_XP_022803150_1	Lectin_C/SEA/GAIN/GPS/7tm_2/	Lectin_C.HG6.5:NA	166	37.39	2.21	no	neuron_1
Spis_XP_022807731_1	CUB/Ig_2/LRR_8/LRR_8/LRR_8/	bone_morphogenetic_protein_1	285	29.35	2.21	no	neuron_1
Spis_XP_022808784_1	GPS/7tm_2/	GPCR-secretin.HG7.0:NA	290	45.89	2.21	no	neuron_1
Spis_XP_022810241_1	I-set/Pkinase_Tyr/	NCam.HG6.0:NA	186	37.2	2.21	no	neuron_1
Spis_XP_022793389_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	283	19.87	2.2	no	neuron_1
Spis_XP_022802317_1	Ig_3/Ig_3/I-set/Ig_3/Ig_3/Ig_3/	roundabout_guidance_receptor_2	332	22.66	2.2	no	neuron_1
Spis_XP_022807932_1	LRR_8/	leucine-rich repeat-containing protein 15-like, partial	265	26.77	2.2	no	neuron_1
Spis_XP_022794598_1	WD40/WD40/WD40/WD40/WD40/WD40/	WD_repeat_domain_86	242	30.06	2.17	no	neuron_1
Spis_XP_022789723_1		uncharacterized protein LOC111329324 isoform X3	241	22.42	2.16	no	neuron_1
Spis_XP_022788930_1	SMP_C2CD2L/C2/C1_1/	Synaptotagmin.HG5.1:RGS3	343	17.67	2.15	no	neuron_1
Spis_XP_022800420_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_6	242	16.08	2.14	no	neuron_1
Spis_XP_022784379_1	PAS_9/Ion_trans/cNMP_binding/	ion-NaKCa.HG10.0:AL590132/KCNH1/KCNH5	201	25.28	2.13	no	neuron_1
Spis_XP_022777736_1		uncharacterized protein LOC111319181	558	16.72	2.12	no	neuron_1
Spis_XP_022810573_1	Pkinase_Tyr/	Pkinase.HG28.2:NA	172	44.79	2.11	no	neuron_1
Spis_XP_022808745_1	Ig_3/Ig_3/I-set/Pkinase_Tyr/	NCam.HG6.0:NA	282	29.13	2.1	no	neuron_1
Spis_XP_022787902_1	zf-C4/Hormone_recep/	zf-C4_Nuclear_receptors.unclass	241	67.89	2.09	yes	neuron_1
Spis_XP_022802579_1	Pkinase_Tyr/	Pkinase.HG28.2:NA	154	37.2	2.08	no	neuron_1
Spis_XP_022808444_1	CUB/Ig_2/	slit_guidance_ligand_2	140	54.69	2.08	no	neuron_1
Spis_XP_022809186_1	7tm_2/	GPCR-secretin.HG7.0:NA	183	68.54	2.07	no	neuron_1
Spis_XP_022781281_1	VGCC_alpha2/	vg-Ca-channel.HG1.0:like:CACNA2D1/CACNA2D2/CACNA2D3/CACNA2D4:likeclu:1/2	183	23.28	2.06	no	neuron_1
Spis_XP_022809278_1	Pkinase_Tyr/	Pkinase.HG28.2:NA	144	50.7	2.05	no	neuron_1
Spis_XP_022797633_1	I-set/Ig_3/Ig_3/I-set/	NCam.HG6.0:NA	177	26.7	2.04	no	neuron_1
Spis_XP_022783173_1	SRCR/SRCR/	deleted_in_malignant_brain_tumors_1	179	32.43	2.03	no	neuron_1
Spis_XP_022791019_1	Phospholip_A2_1/	phospholipase A2-like	700	67.24	2.03	no	neuron_1
Spis_XP_022791228_1	GRIP/	GRIP_and_coiled_coil_domain_containing_2	527	8.79	2.03	no	neuron_1
Spis_XP_022791578_1	PhoLip_ATPase_N/E1-E2_ATPase/Cation_ATPase/PhoLip_ATPase_C/	ATPase_phospholipid_transporting_11B_putative_	265	20.62	2.03	no	neuron_1
Spis_XP_022784057_1	Ank_2/Ank_2/Ank_2/Ank/Ank_4/Ank_2/Ank_2/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	177	36.12	2.02	no	neuron_1
Spis_XP_022788373_1	PACT_coil_coil/	A_kinase_anchoring_protein_9	530	9.63	2.02	no	neuron_1
Spis_XP_022789508_1	VWA/Ion_trans/SPRY/	ion-NaKCa.HG5.2:like:TRPC1/TRPC3/TRPC4/TRPC5/TRPC6/TRPC7:likeclu:0	144	54.75	2.02	no	neuron_1
Spis_XP_022797588_1	HLH/	HLH.like:ATOH8	278	80.81	2.02	yes	neuron_1
Spis_XP_022791653_1	Ion_trans_2/	ion-glutamate.HG2.14:NA	239	19.77	2.01	no	neuron_1
Spis_XP_022794301_1		uncharacterized protein LOC111333043	268	45.73	26.52	no	neuron_2
Spis_XP_022794323_1		trichohyalin-like	111	43.19	10.68	no	neuron_2
Spis_XP_022800008_1	PLAT/PKD_channel/	ion-NaKCa.HG2.18:like:PKD1L3/PKDREJ:likeclu:14	222	2.98	10.07	no	neuron_2
Spis_XP_022782002_1		nucleolar protein 58-like	109	36.09	9.46	no	neuron_2
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	182	2.11	8.82	no	neuron_2
Spis_XP_022790202_1	Peptidase_C26/	gamma_glutamyl_hydrolase	131	54.36	8.42	no	neuron_2
Spis_XP_022794326_1		golgin subfamily A member 4-like	86	28.96	7.69	no	neuron_2
Spis_XP_022804348_1		golgin subfamily A member 4-like	92	46	7.17	no	neuron_2
Spis_XP_022785026_1	C2/C2/C2/PRT_C/	Synaptotagmin.HG2.7:MCTP1/MCTP2	89	12.23	5.82	no	neuron_2
Spis_XP_022803366_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/	ion-glutamate.HG1.5:like:GRIA1/GRIA2/GRIA3/GRIA4/GRID1/GRID2/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5:likeclu:23/25/27	63	11.37	5.82	no	neuron_2
Spis_XP_022801659_1	F5_F8_type_C/REJ/GPS/PLAT/	polycystin_1_like_2_gene_pseudogene_	71	14.67	5.57	no	neuron_2
Spis_XP_022786297_1		LOW QUALITY PROTEIN: uncharacterized protein LOC111326553	64	2.74	5.53	no	neuron_2
Spis_XP_022784864_1	Anoctamin/	anoctamin_8	73	23.17	5.35	no	neuron_2
Spis_XP_022798114_1	WAP/Thyroglobulin_1/Thyroglobulin_1/Trypsin/	hepsin	56	9.29	5.31	no	neuron_2
Spis_XP_022779652_1	SNF/	solute_carrier_family_6_member_19	50	14.88	4.9	no	neuron_2
Spis_XP_022793852_1	fn3/fn3/fn3/Ion_trans_2/	ion-glutamate.HG2.20:NA	46	2.34	4.74	no	neuron_2
Spis_XP_022801665_1	PKD_channel/	ion-NaKCa.HG2.32:like:PKD1L3/PKD2/PKD2L1/PKD2L2/PKDREJ:likeclu:2/14	58	15.34	4.66	no	neuron_2
Spis_XP_022795564_1	EF-hand_like/PI-PLC-X/PI-PLC-Y/C2/	phospholipase_C_eta_2	53	4.3	4.5	no	neuron_2
Spis_XP_022794014_1	CUB/GPS/7tm_2/	GPCR-secretin.HG1.24:like:ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:35/44/45/46/47/72/73	49	4.96	4.42	no	neuron_2
Spis_XP_022803051_1	Death/DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	49	4.77	4.4	no	neuron_2
Spis_XP_022793389_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	58	4.07	4.36	no	neuron_2
Spis_XP_022794764_1		proline_rich_transmembrane_protein_4	44	38.26	4.31	no	neuron_2
Spis_XP_022792270_1	EF-hand_5/EF-hand_5/Ras/	RAS_and_EF_hand_domain_containing	49	3.44	4.25	no	neuron_2
Spis_XP_022800024_1	ILEI/Methyltransf_FA/Lectin_C/WSC/PKD/PKD/REJ/	Lectin_C.HG3.2:like:CD93/CD248/THBD:likeclu:1	40	2.15	4.24	no	neuron_2
Spis_XP_022790901_1	Fibrinogen_C/	EGF_like_repeats_and_discoidin_domains_3	43	6.39	4.07	no	neuron_2
Spis_XP_022792803_1	Ig_3/I-set/Ig_3/Ig_3/Ig_3/Ig_3/I-set/fn3/fn3/fn3/fn3/I-set/	fibronectin.HG11.2:DSCAM/DSCAML1	39	3.87	3.8	no	neuron_2
Spis_XP_022790154_1	F5_F8_type_C/F5_F8_type_C/	milk_fat_globule_EGF_factor_8_protein	31	29.52	3.68	no	neuron_2
Spis_XP_022799159_1	BIR/	BIR.HG1.1:like:BIRC5/BIRC6:likeclu:5/6	47	28.66	3.56	no	neuron_2
Spis_XP_022792178_1		uncharacterized protein LOC111331344 isoform X1	31	7.97	3.48	no	neuron_2
Spis_XP_022794929_1	Ion_trans_2/	ion-glutamate.HG2.9:NA	26	7.83	3.42	no	neuron_2
Spis_XP_022795627_1	CUB/Ig_3/Ion_trans_2/	ion-NaKCa.HG3.6:NA	32	2.4	3.39	no	neuron_2
Spis_XP_022781288_1	VWA_N/VWA/	calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_1	38	3.33	3.38	no	neuron_2
Spis_XP_022785811_1	MATH/OAS1_C/	2_5_oligoadenylate_synthetase_1	29	30.53	3.34	no	neuron_2
Spis_XP_022783113_1	fn3/fn3/fn3/fn3/Ion_trans_2/	protein_tyrosine_phosphatase_receptor_type_Q	28	6.15	3.31	no	neuron_2
Spis_XP_022781105_1	Pou/Homeodomain/	Homeodomains.POU_POU4F1/POU_POU4F2/POU_POU4F3	29	14.65	3.23	yes	neuron_2
Spis_XP_022782344_1	CCDC154/	coiled-coil domain-containing protein 154-like	36	4.28	3.21	no	neuron_2
Spis_XP_022785258_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.30:like:GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/GABRR1/GABRR2/GABRR3:likeclu:14/15	35	15.91	3.17	no	neuron_2
Spis_XP_022784826_1	Gal_Lectin/	adhesion_G_protein_coupled_receptor_L2	32	26.89	3.11	no	neuron_2
Spis_XP_022780302_1	PKD/REJ/GPS/PLAT/PKD_channel/	polycystin_1_like_2_gene_pseudogene_	30	1.15	3.07	no	neuron_2
Spis_XP_022792017_1	SEA/EGF_CA/	uromodulin_like_1	26	1.4	3.05	no	neuron_2
Spis_XP_022792585_1	GPS/7tm_2/	GPCR-secretin.HG1.33:like:ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:35/44/45/46/47/72/73	27	2.8	3.01	no	neuron_2
Spis_XP_022810272_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/	ion-NaKCa.HG9.3:SCN10A/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN7A/SCN8A/SCN9A	30	2.25	3	no	neuron_2
Spis_XP_022800023_1	REJ/	sperm receptor for egg jelly-like	26	2.15	2.99	no	neuron_2
Spis_XP_022784645_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.35:like:GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/GABRR1/GABRR2/GABRR3:likeclu:14/15	26	26	2.98	no	neuron_2
Spis_XP_022781281_1	VGCC_alpha2/	vg-Ca-channel.HG1.0:like:CACNA2D1/CACNA2D2/CACNA2D3/CACNA2D4:likeclu:1/2	23	2.93	2.93	no	neuron_2
Spis_XP_022795188_1		titin homolog	35	2.21	2.93	no	neuron_2
Spis_XP_022784379_1	PAS_9/Ion_trans/cNMP_binding/	ion-NaKCa.HG10.0:AL590132/KCNH1/KCNH5	22	2.77	2.85	no	neuron_2
Spis_XP_022809791_1	AAA_11/AAA_11/AAA_12/RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	33	1.25	2.76	no	neuron_2
Spis_XP_022779603_1	SNF/	solute_carrier_family_6_member_19	23	21.1	2.71	no	neuron_2
Spis_XP_022794598_1	WD40/WD40/WD40/WD40/WD40/WD40/	WD_repeat_domain_86	20	2.48	2.71	no	neuron_2
Spis_XP_022791885_1	F5_F8_type_C/	coagulation_factor_V	19	3.01	2.63	no	neuron_2
Spis_XP_022780503_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	24	0.99	2.62	no	neuron_2
Spis_XP_022809351_1	EGF/	sushi_nidogen_and_EGF_like_domains_1	36	1.95	2.56	no	neuron_2
Spis_XP_022783563_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	26	7.81	2.54	no	neuron_2
Spis_XP_022781968_1	Tropomyosin/	tropomyosin-like	28	11.16	2.52	no	neuron_2
Spis_XP_022791653_1	Ion_trans_2/	ion-glutamate.HG2.14:NA	18	1.49	2.52	no	neuron_2
Spis_XP_022786816_1	Ank_2/Ank/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank/Ion_trans/	ion-NaKCa.HG25.0:NA	18	2.18	2.49	no	neuron_2
Spis_XP_022793835_1	fn3/fn3/fn3/	protein_tyrosine_phosphatase_receptor_type_S	18	3.96	2.49	no	neuron_2
Spis_XP_022792901_1	Zip/	solute_carrier_family_39_member_10	22	3.83	2.44	no	neuron_2
Spis_XP_022805597_1	EGF/EGF_CA/EGF_CA/SRCR/	deleted_in_malignant_brain_tumors_1	19	1.77	2.42	no	neuron_2
Spis_XP_022787445_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.14:like:GABBR1/GABBR2:likeclu:17/23	20	3.57	2.41	no	neuron_2
Spis_XP_022791135_1	DSL/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/	DSL.HG1.0:DLL1/DLL4/JAG1/JAG2	21	2.63	2.38	no	neuron_2
Spis_XP_022783154_1		trichohyalin-like	46	1.18	2.36	no	neuron_2
Spis_XP_022779747_1	PP2C_2/	uncharacterized protein LOC111321197 isoform X4	29	0.95	2.35	no	neuron_2
Spis_XP_022798718_1	PRKCSH/	OS9_endoplasmic_reticulum_lectin	29	1.95	2.3	no	neuron_2
Spis_XP_022784214_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/	ion-NaKCa.HG18.0:CACNA1G/CACNA1H/CACNA1I	23	0.93	2.28	no	neuron_2
Spis_XP_022786347_1	MBOAT/	membrane_bound_O_acyltransferase_domain_containing_2	17	17	2.28	no	neuron_2
Spis_XP_022801475_1		centrosome-associated protein CEP250-like	42	0.63	2.28	no	neuron_2
Spis_XP_022785257_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.30:like:GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/GABRR1/GABRR2/GABRR3:likeclu:14/15	17	15.32	2.27	no	neuron_2
Spis_XP_022780408_1	Bcl-2/	BCL2_like_2	15	11.36	2.26	no	neuron_2
Spis_XP_022797126_1	Gelsolin/Gelsolin/Gelsolin/Gelsolin/Gelsolin/VHP/	advillin	16	7.21	2.26	no	neuron_2
Spis_XP_022805572_1	EGF/	sushi_nidogen_and_EGF_like_domains_1	21	4.85	2.23	no	neuron_2
Spis_XP_022783309_1		zinc_finger_SWIM_type_containing_5	44	1.54	2.22	no	neuron_2
Spis_XP_022783892_1	Lectin_C/	asialoglycoprotein_receptor_2	17	36.96	2.21	no	neuron_2
Spis_XP_022803543_1	CCDC144C/	trichohyalin-like	21	1.31	2.19	no	neuron_2
Spis_XP_022793300_1	DOMON/	uncharacterized protein LOC111332266	17	1.63	2.18	no	neuron_2
Spis_XP_022784222_1	Ion_trans_2/	ion-NaKCa.HG3.3:NA	13	10.92	2.16	no	neuron_2
Spis_XP_022794303_1		trichohyalin-like	14	15.38	2.15	no	neuron_2
Spis_XP_022799818_1	AbfB/	uncharacterized protein LOC111337730 isoform X4	17	3.53	2.15	no	neuron_2
Spis_XP_022787464_1	GAF/GAF/PDEase_I/	phosphodiesterase_11A	16	3.6	2.14	no	neuron_2
Spis_XP_022799713_1		uncharacterized protein LOC111337641, partial	18	12.08	2.14	no	neuron_2
Spis_XP_022802937_1	Tudor-knot/PHD/	PHD.HG2.10:like:KMT2E:likeclu:12	25	1.61	2.14	no	neuron_2
Spis_XP_022809897_1	TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	20	1.26	2.14	no	neuron_2
Spis_XP_022793915_1	ANF_receptor/Pkinase_Tyr/HNOBA/Guanylate_cyc/	ANF_receptor.HG3.10:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	14	4.23	2.11	no	neuron_2
Spis_XP_022802026_1	PBD/	p21_RAC1_activated_kinase_6	13	10.24	2.11	no	neuron_2
Spis_XP_022809604_1	Ldl_recept_a/Ldl_recept_a/MAM/MAM/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/Laminin_G_3/	EGF_like_repeats_and_discoidin_domains_3	13	6.99	2.11	no	neuron_2
Spis_XP_022803066_1	DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	16	5.21	2.1	no	neuron_2
Spis_XP_022804241_1	Trefoil/ABC2_membrane_3/ABC_tran/ABC2_membrane_3/ABC_tran/	ATP_binding_cassette_subfamily_A_member_1	24	1.04	2.1	no	neuron_2
Spis_XP_022779266_1	MBD/WSD/PHD/PHD/Bromodomain/	MBD.BAZ2A/BAZ2B	27	1	2.07	yes	neuron_2
Spis_XP_022779645_1	PKD/PKD/REJ/GPS/PLAT/PKD_channel/	ion-NaKCa.HG2.5:like:PKD1L3/PKD2/PKD2L1/PKD2L2/PKDREJ:likeclu:2/14	14	3.19	2.06	no	neuron_2
Spis_XP_022790765_1	Guanylate_kin/	Guanylate_kin.HG3.0:CACNB1/CACNB2/CACNB3/CACNB4	22	3.05	2.06	no	neuron_2
Spis_XP_022796699_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_6	28	0.94	2.06	no	neuron_2
Spis_XP_022802858_1	Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	16	2.34	2.04	no	neuron_2
Spis_XP_022805062_1	RRM_7/CEBP_ZZ/	RRM.HG36.0:CPEB2/CPEB3/CPEB4	12	1.88	2.04	no	neuron_2
Spis_XP_022782475_1	Arm/	armadillo_repeat_containing_4	11	2.06	2.03	no	neuron_2
Spis_XP_022794405_1		uncharacterized protein LOC111333147	17	2.02	2.03	no	neuron_2
Spis_XP_022806331_1	AC_N/Guanylate_cyc/Guanylate_cyc/	adenylate_cyclase_3	11	1.17	2.03	no	neuron_2
Spis_XP_022795883_1	FXa_inhibition/Cadherin/Cadherin/EGF/hEGF/	Cadherin.HG2.0:NA	16	2.57	2.02	no	neuron_2
Spis_XP_022797830_1	AAA_11/AAA_11/AAA_12/	helicase_with_zinc_finger	19	1.39	2.02	no	neuron_2
Spis_XP_022805937_1	AC_N/Guanylate_cyc/DUF1053/Guanylate_cyc/	adenylate_cyclase_5	27	0.79	2.02	no	neuron_2
Spis_XP_022800008_1	PLAT/PKD_channel/	ion-NaKCa.HG2.18:like:PKD1L3/PKDREJ:likeclu:14	300	4.03	10.49	no	neuron_3
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	290	3.37	9.21	no	neuron_3
Spis_XP_022785869_1	TIMP/	TIMP_metallopeptidase_inhibitor_4	459	68.3	7.4	no	neuron_3
Spis_XP_022792148_1	Trypsin/	chymotrypsinogen_B2	95	9.23	5.96	no	neuron_3
Spis_XP_022785090_1	Aspzincin_M35/	uncharacterized protein LOC111325527	519	70.04	5.72	no	neuron_3
Spis_XP_022806802_1	VWA/	collagen_type_XXVIII_alpha_1_chain	212	80.61	5.51	no	neuron_3
Spis_XP_022787105_1	TIMP/	metalloproteinase inhibitor 1-like	474	75.48	5.33	no	neuron_3
Spis_XP_022800684_1	VWA/Laminin_G_2/	Laminin.HG3.0:like:CNTNAP1/CNTNAP2/CNTNAP3/CNTNAP3B/CNTNAP4/CNTNAP5/CSPG4/NRXN1/NRXN2/NRXN3:likeclu:8/11/14	123	61.19	4.51	no	neuron_3
Spis_XP_022791019_1	Phospholip_A2_1/	phospholipase A2-like	70	6.72	4.47	no	neuron_3
Spis_XP_022796647_1	Ion_trans_2/	ion-glutamate.HG2.0:NA	59	19.22	4.43	no	neuron_3
Spis_XP_022793852_1	fn3/fn3/fn3/Ion_trans_2/	ion-glutamate.HG2.20:NA	65	3.31	4.29	no	neuron_3
Spis_XP_022778417_1	TSP_1/VWA/	collagen_type_XXVIII_alpha_1_chain	125	80.65	4.14	no	neuron_3
Spis_XP_022797363_1	Propep_M14/Peptidase_M14/	carboxypeptidase_A2	60	2.56	3.84	no	neuron_3
Spis_XP_022785414_1	Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/	Spectrin.HG3.0:like:DMD/DRP2/UTRN:likeclu:2	106	1.29	3.81	no	neuron_3
Spis_XP_022792017_1	SEA/EGF_CA/	uromodulin_like_1	50	2.7	3.77	no	neuron_3
Spis_XP_022800024_1	ILEI/Methyltransf_FA/Lectin_C/WSC/PKD/PKD/REJ/	Lectin_C.HG3.2:like:CD93/CD248/THBD:likeclu:1	62	3.33	3.66	no	neuron_3
Spis_XP_022800023_1	REJ/	sperm receptor for egg jelly-like	42	3.47	3.52	no	neuron_3
Spis_XP_022789981_1		uncharacterized protein LOC111329521 isoform X2	40	3.82	3.19	no	neuron_3
Spis_XP_022801083_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	43	24.16	3.18	no	neuron_3
