aip_LOC	aip_cluster	nvec	nvec_cluster	spis	spis_cell_type	xenia	xenia_cluster
LOC110237669	NA	XP_001637007.1	NA	XP_022806803.1	germline_sperm	Xe_020471	NA
LOC110237670	NA	XP_048581657.1	NA	XP_022802815.1	neuron_13	Xe_021563	14
LOC110237676	NA	XP_001633519.1	NA	XP_022779949.1	neuron_13	Xe_020068	NA
LOC110237680	NA	XP_048580636.1	NA	XP_022797908.1	germline_sperm	Xe_020386	NA
LOC110237683	NA	XP_001640499.1	NA	XP_022799871.1	NA	Xe_016411	NA
LOC110237689	NA	XP_048581653.1	NA	XP_022802822.1	NA	Xe_020342	10
LOC110237698	NA	XP_048575826.1	NA	XP_022778938.1	NA	Xe_016410	NA
LOC110237710	NA	XP_001637114.1	NA	XP_022806804.1	NA	Xe_021695	NA
LOC110237740	NA	XP_032239061.1	NA	XP_022802808.1	germline_sperm	Xe_020496	NA
LOC110237741	NA	XP_032236440.1	NA	XP_022802813.1	NA	Xe_021562	NA
LOC110237751	NA	XP_001630160.1	NA	XP_022802865.1	NA	Xe_016489	NA
LOC110237755	NA	XP_048575705.1	NA	XP_022788436.1	NA	Xe_017170	NA
LOC110237768	NA	XP_001635398.3	NA	XP_022789152.1	NA	Xe_008183	15
LOC110237771	NA	XP_048587241.1	NA	XP_022793821.1	NA	Xe_007884	NA
LOC110237773	NA	XP_032234210.1	NA	XP_022789120.1	NA	Xe_028891	NA
LOC110237775	NA	XP_048587064.1	NA	XP_022796787.1	NA	Xe_007768	NA
LOC110237798	NA	XP_032237759.2	NA	XP_022791960.1	NA	Xe_008149	3
LOC110237824	11	XP_032222513.1	NA	XP_022793827.1	NA	Xe_023527	NA
LOC110237842	NA	XP_032240044.2	NA	XP_022785017.1	NA	Xe_008805	NA
LOC110237843	NA	XP_032240058.2	NA	XP_022795455.1	NA	Xe_018543	10
LOC110237846	5, 6	XP_048581338.1	NA	XP_022800170.1	NA	Xe_020689	3, 5, 9, 14
LOC110237850	NA	XP_001638623.2	NA	XP_022797894.1	NA	Xe_020468	14, 16
LOC110237851	NA	XP_001633065.1	NA	XP_022795764.1	NA	Xe_020488	10
LOC110237853	NA	XP_001642015.1	NA	XP_022784065.1	NA	Xe_020459	NA
LOC110237854	NA	XP_032223470.1	cnidocyte.mature	XP_022784090.1	NA	Xe_020453	5, 9
LOC110237855	NA	XP_048575697.1	NA	XP_022800276.1	NA	Xe_017190	NA
LOC110237858	NA	XP_048575297.1	NA	XP_022806684.1	NA	Xe_018453	NA
LOC110237859	NA	XP_048575301.1	NA	XP_022806695.1	NA	Xe_018691	NA
LOC110237860	NA	XP_048580940.1	NA	XP_022795766.1	NA	Xe_020695	NA
LOC110237857	NA	XP_032218374.1	NA	XP_022792020.1	NA	Xe_010181	14
LOC110237861	NA	XP_032219487.1	ectoderm.embryonic, endomesoderm.embryonic	XP_022800165.1	NA	Xe_020558	4, 7
LOC110237866	NA	XP_032242849.2	NA	XP_022800194.1	NA	Xe_020454	10
LOC110237867	NA	XP_048581505.1	NA	XP_022796890.1	NA	Xe_020498	NA
LOC110237879	NA	XP_048581193.1	NA	XP_022797907.1	NA	Xe_020946	10
LOC110237882	NA	XP_048581169.1	NA	XP_022795782.1	NA	Xe_013218	NA
LOC110237886	NA	XP_001638645.1	NA	XP_022795783.1	mitotic_host_cells	Xe_020470	NA
LOC110237889	NA	XP_032223495.2	NA	XP_022784043.1	cnidocyte	Xe_020457	NA
LOC110237890	NA	XP_048581154.1	NA	XP_022784048.1	NA	Xe_020758	NA
LOC110237898	NA	XP_001639977.3	NA	XP_022800028.1	NA	Xe_010141	16
LOC110237900	NA	XP_032223434.1	NA	XP_022809048.1	NA	Xe_020674	2
LOC110237903	NA	XP_032238602.2	NA	XP_022797704.1	NA	Xe_020676	11
LOC110237906	NA	XP_032233732.2	NA	XP_022808152.1	NA	Xe_011931	NA
LOC110237921	NA	XP_048589030.1	NA	XP_022788582.1	NA	Xe_015259	NA
LOC110237922	NA	XP_048588128.1	NA	XP_022790930.1	NA	Xe_014460	NA
LOC110237929	NA	XP_048588657.1	NA	XP_022791307.1	NA	Xe_014122	10, 16
LOC110237933	NA	XP_032230927.1	NA	XP_022797449.1	NA	Xe_015702	NA
LOC110237934	NA	XP_032240939.2	NA	XP_022802283.1	NA	Xe_014326	NA
LOC110237936	NA	XP_048588661.1	NA	XP_022793028.1	NA	Xe_014110	NA
LOC110237938	NA	XP_032225874.1	NA	XP_022792156.1	NA	Xe_014469	NA
LOC110237950	NA	XP_032236935.1	NA	XP_022792055.1	NA	Xe_014013	16
LOC110237952	NA	XP_032230959.2	NA	XP_022791250.1	NA	Xe_014014	2, 12
LOC110237954	NA	XP_048588404.1	NA	XP_022791781.1	NA	Xe_014016	NA
LOC110237955	NA	XP_001632047.2	NA	XP_022792673.1	NA	Xe_014025	10
LOC110237956	NA	XP_001632003.1	NA	XP_022791008.1	NA	Xe_014027	NA
LOC110237957	NA	XP_001635571.1	NA	XP_022793213.1	NA	Xe_014026	NA
LOC110237958	NA	XP_001632048.2	NA	XP_022803548.1	NA	Xe_003356	NA
LOC110237962	NA	XP_048589035.1	NA	XP_022779127.1	NA	Xe_014832	NA
LOC110237963	9	XP_048587941.1	NA	XP_022779150.1	neuron_12	Xe_014788	NA
LOC110237965	NA	XP_048589040.1	NA	XP_022791634.1	NA	Xe_015549	16
LOC110237966	NA	XP_001637289.2	NA	XP_022801757.1	NA	Xe_014362	2, 16
LOC110237967	NA	XP_048589041.1	NA	XP_022792510.1	NA	Xe_015296	NA
LOC110237968	NA	XP_001627329.3	NA	XP_022797991.1	NA	Xe_014671	NA
LOC110237972	NA	XP_048589025.1	NA	XP_022800919.1	NA	Xe_014689	NA
LOC110237977	NA	XP_001632074.1	NA	XP_022792547.1	NA	Xe_003966	NA
LOC110237984	NA	XP_001632041.1	NA	XP_022792534.1	germline_sperm	Xe_014908	10, 14
LOC110237990	NA	XP_032240517.2	NA	XP_022792983.1	NA	Xe_013217	NA
LOC110237996	NA	XP_001628971.3	NA	XP_022779029.1	NA	Xe_013020	NA
LOC110238008	NA	XP_001635231.3	NA	XP_022792980.1	neuron_13	Xe_021998	14
LOC110238018	NA	XP_001628949.1	NA	XP_022779014.1	NA	Xe_002015	NA
LOC110238016	2	XP_032221124.1	ectoderm.embryonic	XP_022802656.1	NA	Xe_016507	NA
LOC110238027	NA	XP_001641078.1	NA	XP_022788572.1	NA	Xe_000698	15, 16
LOC110238030	NA	XP_048579326.1	NA	XP_022800234.1	NA	Xe_022258	NA
LOC110238035	NA	XP_048580180.1	NA	XP_022797558.1	NA	Xe_021273	NA
LOC110238039	NA	XP_032240278.2	NA	XP_022798345.1	mitotic_host_cells	Xe_022212	10
LOC110238045	NA	XP_032241450.2	NA	XP_022802438.1	NA	Xe_021539	NA
LOC110238049	NA	XP_032240359.1	NA	XP_022785913.1	NA	Xe_009767	NA
LOC110238051	NA	XP_032234531.2	NA	XP_022802447.1	NA	Xe_021538	NA
LOC110238053	NA	XP_048577248.1	NA	XP_022800600.1	NA	Xe_021854	NA
LOC110238050	NA	XP_032234473.1	NA	XP_022806692.1	NA	Xe_018669	10
LOC110238055	NA	XP_048579169.1	NA	XP_022794433.1	NA	Xe_021989	NA
LOC110238062	NA	XP_048577094.1	NA	XP_022797429.1	NA	Xe_009570	NA
LOC110238066	NA	XP_032239825.2	NA	XP_022797553.1	NA	Xe_022251	NA
LOC110238078	NA	XP_032231273.1	NA	XP_022788451.1	NA	Xe_017742	NA
LOC110238090	NA	XP_048575727.1	NA	XP_022780243.1	NA	Xe_018574	NA
LOC110238093	NA	XP_048575714.1	NA	XP_022781775.1	NA	Xe_016609	NA
LOC110238094	NA	XP_001640452.1	NA	XP_022781772.1	NA	Xe_018242	1, 4, 7
LOC110238107	NA	XP_032221558.2	NA	XP_022781790.1	NA	Xe_004531	NA
LOC110238108	NA	XP_048575955.1	NA	XP_022781783.1	NA	Xe_018243	NA
LOC110238128	NA	XP_032217823.2	NA	XP_022806554.1	NA	Xe_002564	NA
LOC110238127	NA	XP_032236464.1	NA	XP_022799192.1	neuron_10	Xe_020969	12, 14
LOC110238137	NA	XP_032226242.1	NA	XP_022799686.1	NA	Xe_002539	NA
LOC110238136	NA	XP_001623376.1	NA	XP_022799883.1	NA	Xe_016576	NA
LOC110238144	NA	XP_001626435.2	NA	XP_022800587.1	NA	Xe_021839	NA
LOC110238146	NA	XP_032226336.1	NA	XP_022799873.1	NA	Xe_016578	NA
LOC110238176	NA	XP_048584747.1	NA	XP_022780600.1	NA	Xe_004372	NA
LOC110238177	NA	XP_048576296.1	NA	XP_022806882.1	neuron_10	Xe_016559	NA
LOC110238191	NA	XP_048585329.1	NA	XP_022781762.1	NA	Xe_009284	NA
LOC110238198	NA	XP_001634746.1	NA	XP_022785674.1	NA	Xe_024250	NA
LOC110238201	NA	XP_048585040.1	NA	XP_022779965.1	NA	Xe_014462	NA
LOC110238202	NA	XP_048585521.1	NA	XP_022781957.1	Immune_1	Xe_024328	2
LOC110238199	NA	XP_048575640.1	NA	XP_022790192.1	NA	Xe_018707	1, 4, 7
LOC110238207	NA	XP_048585573.1	NA	XP_022784980.1	NA	Xe_027366	NA
LOC110238209	NA	XP_001641301.3	NA	XP_022793750.1	NA	Xe_024834	11
LOC110238210	NA	XP_032222716.2	NA	XP_022790802.1	NA	Xe_024415	NA
LOC110238213	NA	XP_032240554.1	NA	XP_022790444.1	NA	Xe_019880	14
LOC110238214	NA	XP_032240177.1	NA	XP_022781757.1	NA	Xe_013132	NA
LOC110238217	NA	XP_032240112.2	NA	XP_022785671.1	NA	Xe_027990	4
LOC110238219	NA	XP_032221900.2	NA	XP_022801486.1	NA	Xe_026559	NA
LOC110238220	NA	XP_048584998.1	NA	XP_022801484.1	NA	Xe_026560	NA
LOC110238221	NA	XP_048585428.1	NA	XP_022780028.1	NA	Xe_013121	NA
LOC110238228	NA	XP_032219897.2	NA	XP_022807552.1	NA	Xe_016074	NA
LOC110238234	NA	XP_032240668.2	NA	XP_022785712.1	NA	Xe_007460	NA
LOC110238241	15	XP_032237262.1	NA	XP_022780004.1	Immune_1, neuron_12	Xe_023248	5, 8
LOC110238244	NA	XP_001624738.1	endomesoderm.embryonic	XP_022780010.1	NA	Xe_026354	2
LOC110238248	NA	XP_032221977.2	NA	XP_022782397.1	NA	Xe_004667	NA
LOC110238256	NA	XP_032240181.1	NA	XP_022781980.1	NA	Xe_015815	NA
LOC110238266	NA	XP_032237258.1	NA	XP_022779983.1	NA	Xe_027489	NA
LOC110238270	NA	XP_001626350.1	NA	XP_022779993.1	NA	Xe_010178	NA
LOC110238272	NA	XP_001641357.2	NA	XP_022785647.1	NA	Xe_024414	NA
LOC110238271	NA	XP_001640077.3	NA	XP_022804329.1	NA	Xe_016313	NA
LOC110238284	8	XP_032221889.2	NA	XP_022780082.1	NA	Xe_023411	NA
LOC110238289	NA	XP_048585970.1	NA	XP_022790319.1	NA	Xe_012063	14
LOC110238293	NA	XP_032232935.2	NA	XP_022790323.1	NA	Xe_012315	NA
LOC110238292	NA	XP_048575402.1	NA	XP_022782399.1	NA	Xe_000475	NA
LOC110238295	NA	XP_001630217.3	NA	XP_022777953.1	NA	Xe_011923	NA
LOC110238307	NA	XP_032226638.1	NA	XP_022800229.1	NA	Xe_000978	NA
LOC110238311	NA	XP_032231359.2	NA	XP_022810272.1	Immune_1, neuron_2, neuron_3, neuron_4, neuron_8, neuron_9, neuron_14	Xe_012205	NA
LOC110238313	NA	XP_032232937.1	NA	XP_022790325.1	NA	Xe_007820	NA
LOC110238322	NA	XP_001623672.3	NA	XP_022800206.1	NA	Xe_012380	10
LOC110238329	NA	XP_048579970.1	NA	XP_022794491.1	NA	Xe_009428	NA
LOC110238330	NA	XP_032238555.1	NA	XP_022779240.1	germline_sperm	Xe_009871	NA
LOC110238331	NA	XP_032242616.1	NA	XP_022779315.1	NA	Xe_001345	NA
LOC110238345	NA	XP_048579299.1	NA	XP_022788516.1	NA	Xe_009426	NA
LOC110238346	NA	XP_032222155.1	NA	XP_022788484.1	NA	Xe_009427	NA
LOC110238348	NA	XP_001629325.3	NA	XP_022798710.1	NA	Xe_009931	NA
LOC110238349	NA	XP_001641037.3	NA	XP_022782566.1	NA	Xe_009521	NA
LOC110238352	NA	XP_001634558.2	NA	XP_022782523.1	NA	Xe_028805	NA
LOC110238358	NA	XP_001629349.2	NA	XP_022798709.1	NA	Xe_009932	NA
LOC110238359	NA	XP_048579580.1	NA	XP_022798718.1	neuron_2	Xe_009930	NA
LOC110238361	NA	XP_032242643.1	NA	XP_022779311.1	NA	Xe_009985	NA
LOC110238360	NA	XP_001629054.3	NA	XP_022778461.1	NA	Xe_018417	NA
LOC110238364	NA	XP_048579800.1	NA	XP_022782618.1	NA	Xe_000696	2
LOC110238370	NA	XP_032221958.2	NA	XP_022795720.1	NA	Xe_011706	NA
LOC110238372	NA	XP_048583092.1	NA	XP_022794256.1	NA	Xe_004818	NA
LOC110238376	15	XP_048582469.1	NA	XP_022794243.1	NA	Xe_005049	NA
LOC110238388	NA	XP_048583080.1	NA	XP_022808170.1	NA	Xe_005118	NA
LOC110238390	NA	XP_032223148.2	NA	XP_022806403.1	NA	Xe_013333	NA
LOC110238392	NA	XP_032220452.2	NA	XP_022802414.1	NA	Xe_009607	NA
LOC110238404	NA	XP_032220446.2	NA	XP_022802412.1	neuron_10	Xe_004426	NA
LOC110238416	NA	XP_048582181.1	NA	XP_022783919.1	NA	Xe_015765	NA
LOC110238432	NA	XP_032232169.2	NA	XP_022782097.1	NA	Xe_012294	NA
LOC110238438	NA	XP_032239968.1	NA	XP_022779759.1	NA	Xe_009341	10
LOC110238444	NA	XP_001628223.3	NA	XP_022782099.1	NA	Xe_009327	3
LOC110238471	9	XP_032230322.2	cnidocyte	XP_022808147.1	cnidocyte	Xe_016020	NA
LOC110238481	NA	XP_048580545.1	NA	XP_022799189.1	NA	Xe_020677	NA
LOC110238492	NA	XP_048576085.1	NA	XP_022802674.1	NA	Xe_018732	NA
LOC110238500	NA	XP_032236307.2	NA	XP_022780444.1	NA	Xe_002321	NA
LOC110238503	NA	XP_001640035.1	NA	XP_022802664.1	NA	Xe_016326	NA
LOC110238515	NA	XP_032232845.2	NA	XP_022779592.1	NA	Xe_005624	NA
LOC110238525	NA	XP_001626004.1	NA	XP_022779651.1	NA	Xe_005596	NA
LOC110238532	NA	XP_001628795.2	NA	XP_022779659.1	neuron_13	Xe_005625	NA
LOC110238539	12	XP_001632418.1	NA	XP_022782912.1	NA	Xe_013044	4, 7, 14
LOC110238541	NA	XP_001632417.1	NA	XP_022782914.1	NA	Xe_013038	NA
LOC110238546	NA	XP_001634819.2	NA	XP_022790505.1	NA	Xe_013857	5
LOC110238551	NA	XP_001634754.2	NA	XP_022790490.1	gland_7	Xe_013855	NA
LOC110238553	NA	XP_001640876.1	ectoderm.embryonic, endomesoderm.embryonic	XP_022792711.1	NA	Xe_013909	14
LOC110238555	NA	XP_001639746.2	NA	XP_022779037.1	NA	Xe_013781	NA
LOC110238556	NA	XP_032220650.1	NA	XP_022779073.1	NA	Xe_013793	NA
LOC110238562	NA	XP_001634765.2	NA	XP_022782910.1	NA	Xe_012798	NA
LOC110238563	NA	XP_032240164.2	NA	XP_022782890.1	germline_sperm	Xe_013079	NA
LOC110238564	NA	XP_048581672.1	NA	XP_022783728.1	NA	Xe_014826	2
LOC110238566	NA	XP_048585600.1	NA	XP_022792739.1	NA	Xe_013931	NA
LOC110238568	NA	XP_001634809.2	NA	XP_022782876.1	NA	Xe_013517	4
LOC110238571	NA	XP_001633598.2	NA	XP_022782893.1	NA	Xe_013688	NA
LOC110238572	NA	XP_048584681.1	NA	XP_022779038.1	NA	Xe_013076	NA
LOC110238573	NA	XP_001635170.3	NA	XP_022779365.1	NA	Xe_013887	12
LOC110238574	NA	XP_032240486.1	NA	XP_022782157.1	NA	Xe_013889	NA
LOC110238575	NA	XP_048585436.1	NA	XP_022779366.1	NA	Xe_013888	NA
LOC110238580	NA	XP_048584430.1	NA	XP_022806634.1	mitotic_host_cells	Xe_013112	NA
LOC110238583	NA	XP_032240737.1	NA	XP_022802635.1	NA	Xe_007484	NA
LOC110238586	NA	XP_001635222.1	NA	XP_022779410.1	NA	Xe_013881	NA
LOC110238595	NA	XP_001640033.2	NA	XP_022784975.1	NA	Xe_025933	NA
LOC110238599	NA	XP_001627407.2	NA	XP_022781707.1	NA	Xe_025885	NA
LOC110238602	NA	XP_001628934.2	NA	XP_022780674.1	NA	Xe_023275	10
LOC110238605	NA	XP_001627408.2	NA	XP_022781788.1	NA	Xe_025649	NA
LOC110238610	NA	XP_001639739.1	NA	XP_022782326.1	NA	Xe_015454	NA
LOC110238613	NA	XP_032231063.1	NA	XP_022781709.1	NA	Xe_025671	NA
LOC110238612	NA	XP_048576024.1	NA	XP_022781966.1	NA	Xe_016383	NA
LOC110238621	NA	XP_001641208.2	NA	XP_022784661.1	NA	Xe_013820	NA
LOC110238623	NA	XP_032239277.2	NA	XP_022790693.1	NA	Xe_020716	NA
LOC110238634	NA	XP_032229600.2	NA	XP_022784009.1	NA	Xe_020662	NA
LOC110238639	NA	XP_001623182.1	NA	XP_022783696.1	NA	Xe_013084	NA
LOC110238644	NA	XP_001629022.2	NA	XP_022782357.1	NA	Xe_018600	14
LOC110238658	NA	XP_001638068.2	NA	XP_022779608.1	germline_sperm	Xe_005530	NA
LOC110238662	NA	XP_001633614.1	NA	XP_022779518.1	NA	Xe_005655	NA
LOC110238663	NA	XP_048576859.1	NA	XP_022781081.1	NA	Xe_006976	NA
LOC110238664	NA	XP_048577188.1	NA	XP_022801980.1	neuron_12	Xe_005673	NA
LOC110238673	NA	XP_032235985.2	NA	XP_022789205.1	NA	Xe_021689	NA
LOC110238674	NA	XP_048576751.1	NA	XP_022788889.1	NA	Xe_005346	NA
LOC110238698	NA	XP_032238596.1	NA	XP_022779825.1	NA	Xe_020328	NA
LOC110238703	NA	XP_001637989.3	NA	XP_022779661.1	germline_sperm	Xe_005719	NA
LOC110238704	NA	XP_001638058.2	NA	XP_022779540.1	NA	Xe_005654	NA
LOC110238711	NA	XP_032219163.2	NA	XP_022805788.1	NA	Xe_006918	NA
LOC110238718	NA	XP_032238828.2	NA	XP_022799413.1	NA	Xe_005302	NA
LOC110238738	NA	XP_048576564.1	NA	XP_022804458.1	NA	Xe_007065	NA
LOC110238745	NA	XP_032221486.2	NA	XP_022794574.1	NA	Xe_018742	NA
LOC110238757	NA	XP_032230364.2	NA	XP_022790199.1	NA	Xe_011841	NA
LOC110238762	NA	XP_001627048.1	NA	XP_022783318.1	NA	Xe_000391	5
LOC110238763	NA	XP_001640235.1	NA	XP_022783118.1	NA	Xe_000365	NA
LOC110238764	NA	XP_001637141.3	NA	XP_022798182.1	NA	Xe_000540	NA
LOC110238772	NA	XP_032219718.2	NA	XP_022803027.1	NA	Xe_000524	14
LOC110238781	5, 6, 8	XP_032239657.1	NA	XP_022804692.1	NA	Xe_021747	10
LOC110238782	NA	XP_001621593.2	NA	XP_022804696.1	NA	Xe_021746	NA
LOC110238789	NA	XP_032221100.1	NA	XP_022782032.1	NA	Xe_017697	NA
LOC110238795	NA	XP_001638697.2	NA	XP_022807144.1	NA	Xe_022400	NA
LOC110238800	NA	XP_032238073.2	NA	XP_022789835.1	NA	Xe_021651	15
LOC110238805	NA	XP_001629559.2	NA	XP_022782457.1	NA	Xe_022365	NA
LOC110238809	NA	XP_001623365.2	NA	XP_022810376.1	NA	Xe_014979	NA
LOC110238818	NA	XP_032221676.2	NA	XP_022801673.1	NA	Xe_012280	NA
LOC110238823	NA	XP_032237237.2	NA	XP_022790934.1	NA	Xe_011857	NA
LOC110238824	NA	XP_001640663.2	NA	XP_022788940.1	NA	Xe_011910	NA
LOC110238826	NA	XP_001625362.3	NA	XP_022798605.1	NA	Xe_011771	NA
LOC110238827	NA	XP_032221713.2	NA	XP_022799918.1	NA	Xe_012340	NA
LOC110238829	NA	XP_001633346.2	NA	XP_022804239.1	NA	Xe_012504	5
LOC110238832	NA	XP_032240428.2	NA	XP_022810659.1	NA	Xe_011873	10
LOC110238834	NA	XP_001633312.1	NA	XP_022801675.1	NA	Xe_012283	11
LOC110238838	NA	XP_032232515.1	NA	XP_022788938.1	NA	Xe_012164	NA
LOC110238840	NA	XP_032238362.1	NA	XP_022804229.1	NA	Xe_012521	16
LOC110238844	NA	XP_032221674.1	NA	XP_022801663.1	NA	Xe_012279	NA
LOC110238845	NA	XP_032232870.2	NA	XP_022800817.1	NA	Xe_011908	NA
LOC110238846	NA	XP_001640650.2	NA	XP_022791000.1	NA	Xe_011803	NA
LOC110238848	NA	XP_032221683.2	NA	XP_022809595.1	NA	Xe_012479	10
LOC110238852	NA	XP_001640525.1	NA	XP_022801664.1	NA	Xe_012278	14
LOC110238855	NA	XP_048585775.1	NA	XP_022809598.1	NA	Xe_011772	NA
LOC110238856	NA	XP_001640594.2	NA	XP_022790936.1	NA	Xe_011951	NA
LOC110238865	NA	XP_001640538.2	NA	XP_022809597.1	NA	Xe_012139	NA
LOC110238867	NA	XP_032219521.2	NA	XP_022788948.1	NA	Xe_012474	NA
LOC110238876	NA	XP_048586221.1	NA	XP_022790984.1	NA	Xe_011950	NA
LOC110238881	NA	XP_001627390.2	NA	XP_022796999.1	NA	Xe_013905	11
LOC110238883	NA	XP_032222102.1	NA	XP_022794697.1	neuron_3, neuron_12	Xe_013920	4
LOC110238884	NA	XP_048585263.1	NA	XP_022799119.1	NA	Xe_013518	NA
LOC110238888	NA	XP_001634821.1	NA	XP_022791899.1	NA	Xe_013025	NA
LOC110238885	NA	XP_001623571.3	NA	XP_022783629.1	NA	Xe_020749	NA
LOC110238891	NA	XP_032225902.1	cnidocyte.mature	XP_022800116.1	NA	Xe_013949	NA
LOC110238892	NA	XP_001640831.1	NA	XP_022794677.1	NA	Xe_013922	NA
LOC110238898	NA	XP_032225904.2	NA	XP_022802185.1	NA	Xe_013923	10
LOC110238896	NA	XP_032221093.2	NA	XP_022784963.1	NA	Xe_018692	NA
LOC110238902	NA	XP_032220675.1	NA	XP_022794681.1	NA	Xe_013947	2, 12
LOC110238903	NA	XP_001634828.2	NA	XP_022794699.1	NA	Xe_011914	10
LOC110238909	NA	XP_032226082.2	NA	XP_022786028.1	NA	Xe_002489	NA
LOC110238910	NA	XP_032222645.2	NA	XP_022779416.1	NA	Xe_013786	14
LOC110238915	NA	XP_032233236.1	NA	XP_022794680.1	NA	Xe_013948	NA
LOC110238925	NA	XP_001628909.2	NA	XP_022794530.1	NA	Xe_016535	NA
LOC110238945	NA	XP_001624530.3	NA	XP_022788687.1	NA	Xe_011328	10
LOC110238969	NA	XP_001632651.2	NA	XP_022803547.1	mitotic_host_cells	Xe_003483	NA
LOC110238976	NA	XP_032219842.1	NA	XP_022801153.1	NA	Xe_003607	NA
LOC110238997	NA	XP_001631051.2	NA	XP_022794039.1	NA	Xe_011309	NA
LOC110238998	NA	XP_032223124.1	NA	XP_022781188.1	NA	Xe_015936	NA
LOC110238999	NA	XP_032238065.2	NA	XP_022809047.1	NA	Xe_020557	10
LOC110239009	NA	XP_048575748.1	NA	XP_022784953.1	NA	Xe_018472	NA
LOC110239017	NA	XP_001634069.3	NA	XP_022796901.1	NA	Xe_020449	NA
LOC110239027	NA	XP_032241400.1	NA	XP_022780739.1	NA	Xe_020594	NA
LOC110239030	NA	XP_032230790.1	NA	XP_022783602.1	NA	Xe_020661	NA
LOC110239037	NA	XP_048581108.1	NA	XP_022783634.1	NA	Xe_020555	NA
LOC110239038	NA	XP_032223640.1	NA	XP_022795799.1	NA	Xe_000364	NA
LOC110239036	NA	XP_001623377.1	NA	XP_022810374.1	NA	Xe_016508	NA
LOC110239051	NA	XP_048581037.1	NA	XP_022789779.1	NA	Xe_012956	NA
LOC110239057	NA	XP_032237923.1	NA	XP_022783410.1	NA	Xe_012674	1, 7
LOC110239059	NA	XP_001639951.3	NA	XP_022783506.1	NA	Xe_012888	NA
LOC110239060	NA	XP_001638674.1	NA	XP_022783408.1	germline_sperm	Xe_012887	11
LOC110239072	NA	XP_001628393.2	NA	XP_022783458.1	NA	Xe_013335	NA
LOC110239075	NA	XP_001629547.1	NA	XP_022788767.1	NA	Xe_012627	2
LOC110239077	NA	XP_032228848.1	NA	XP_022809057.1	NA	Xe_005279	NA
LOC110239079	NA	XP_001634423.2	NA	XP_022785395.1	NA	Xe_013815	NA
LOC110239080	NA	XP_048581748.1	NA	XP_022788789.1	NA	Xe_012723	NA
LOC110239083	NA	XP_001628369.2	NA	XP_022783465.1	NA	Xe_012663	NA
LOC110239095	NA	XP_032220915.1	NA	XP_022783501.1	NA	Xe_012741	5, 10
LOC110239112	NA	XP_001634904.1	NA	XP_022794983.1	NA	Xe_002543	9, 15
LOC110239113	NA	XP_032234952.1	NA	XP_022796762.1	NA	Xe_002623	NA
LOC110239115	NA	XP_048590006.1	NA	XP_022795089.1	NA	Xe_002687	NA
LOC110239132	NA	XP_032235104.2	NA	XP_022784977.1	NA	Xe_018647	NA
LOC110239136	NA	XP_048575811.1	NA	XP_022799124.1	NA	Xe_018746	NA
LOC110239138	NA	XP_032229024.2	NA	XP_022804182.1	NA	Xe_012523	14
LOC110239167	NA	XP_001628894.1	NA	XP_022799157.1	NA	Xe_018610	3
LOC110239168	10, 16	XP_001628893.2	cnidocyte, secretory	XP_022799145.1	gland_4	Xe_018498	1, 6, 13
LOC110239170	NA	XP_048581131.1	NA	XP_022797701.1	NA	Xe_020665	NA
LOC110239172	NA	XP_032226432.1	NA	XP_022804191.1	NA	Xe_020961	NA
LOC110239174	NA	XP_001625688.1	NA	XP_022804185.1	NA	Xe_012512	NA
LOC110239175	NA	XP_032226428.2	NA	XP_022783604.1	NA	Xe_020670	NA
LOC110239176	NA	XP_001638591.3	NA	XP_022783585.1	neuron_13	Xe_020337	14
LOC110239188	NA	XP_048580558.1	NA	XP_022804212.1	NA	Xe_029071	NA
LOC110239192	NA	XP_001638656.1	NA	XP_022783641.1	NA	Xe_020962	5, 16
LOC110239194	NA	XP_032240047.2	NA	XP_022799164.1	NA	Xe_012676	NA
LOC110239208	11	XP_048586356.1	NA	XP_022799910.1	NA	Xe_012331	NA
LOC110239209	NA	XP_001634070.2	NA	XP_022783627.1	NA	Xe_020614	NA
LOC110239211	NA	XP_001638675.2	NA	XP_022783591.1	NA	Xe_020707	NA
LOC110239224	NA	XP_032238878.2	NA	XP_022779864.1	NA	Xe_008214	NA
LOC110239264	NA	XP_032221058.2	NA	XP_022782002.1	neuron_2, gland_10	Xe_018481	NA
LOC110239275	NA	XP_048576283.1	NA	XP_022803998.1	neuron_13	Xe_018778	NA
LOC110239277	NA	XP_001630155.1	NA	XP_022804000.1	NA	Xe_018776	NA
LOC110239281	NA	XP_001630131.3	NA	XP_022803990.1	NA	Xe_018642	NA
LOC110239282	NA	XP_048575693.1	NA	XP_022803996.1	NA	Xe_018416	NA
LOC110239288	NA	XP_001630132.3	NA	XP_022803997.1	NA	Xe_018777	NA
LOC110239291	NA	XP_048575690.1	NA	XP_022782359.1	neuron_10	Xe_018412	NA
LOC110239305	NA	XP_048578453.1	NA	XP_022796026.1	neuron_10	Xe_022206	NA
LOC110239306	NA	XP_032222848.1	NA	XP_022796319.1	NA	Xe_009857	NA
LOC110239307	NA	XP_048580176.1	NA	XP_022796299.1	NA	Xe_009858	NA
LOC110239308	NA	XP_001641548.3	NA	XP_022796308.1	NA	Xe_009849	10
LOC110239309	NA	XP_001635617.1	NA	XP_022791667.1	NA	Xe_021548	15
LOC110239310	NA	XP_001635674.1	NA	XP_022796037.1	germline_sperm, neuron_12	Xe_022034	NA
