Orthogroup	aip_longest_isoforms	nvec_longest_isoform
OG0001239	XP_020909540.2	XP_032226487.2, XP_032237694.1, XP_048589012.1, XP_048589237.1, XP_048588880.1, XP_032227088.2
OG0001240	XP_028512783.1	XP_048578986.1
OG0001240	XP_020909775.2	XP_048578570.1
OG0001240	XP_028516849.1	XP_048579108.1, XP_032231321.2
OG0001241	XP_020909972.1	XP_048583228.1
OG0001242	XP_028517580.1, XP_020916339.1	XP_001637091.1
OG0001242	XP_020909973.1	XP_048581142.1
OG0001243	XP_020917253.1	XP_001637415.2
OG0001243	XP_020910269.1	XP_032218073.1, XP_032226219.1, XP_048579150.1
OG0001244	XP_020910369.2, XP_020915380.2	XP_032229033.2
OG0001246	XP_020911192.1	XP_001632482.3
OG0001248	XP_028512938.1	XP_048587404.1
OG0001248	XP_020911498.1	XP_032232730.2
OG0001249	XP_020911669.1, XP_020911670.1	XP_001637723.3
OG0001250	XP_020912431.1	XP_001630598.2
OG0001251	XP_020911869.1, XP_020917574.1	XP_048576753.1, XP_032236530.1, XP_048576076.1, XP_048587471.1
OG0001253	XP_020913931.1	XP_032225673.2
OG0001253	XP_020912007.1, XP_020913440.1	XP_032238567.1
OG0001255	XP_028512558.1, XP_020912552.1, XP_028516996.1, XP_028515570.1, XP_020912312.1	XP_048576644.1, XP_048587240.1
OG0001256	XP_020912419.1, XP_028518293.1, XP_028518312.1	XP_032221585.2
OG0001257	XP_028512935.1, XP_020912566.1	XP_032237066.1, XP_048577132.1, XP_048589497.1, XP_048580359.1, XP_048580440.1
OG0001258	XP_028518644.1, XP_020917770.1, XP_020913291.1, XP_020917769.1, XP_020913553.1	XP_001631224.1
OG0001259	XP_020917453.1	XP_032241407.2, XP_001640915.2
OG0001260	XP_020915223.1	XP_048590355.1
OG0001260	XP_020916897.1	XP_048583408.1
OG0001262	XP_020915602.1	XP_032218487.2
OG0001263	XP_020915675.1, XP_020915674.1, XP_020915686.1, XP_020915672.1	XP_048575970.1
OG0001264	XP_020915709.2, XP_020915711.2, XP_020915683.1, XP_020915705.2, XP_028519197.1	XP_032240023.2, XP_048576257.1
OG0001265	XP_020917136.1, XP_020917164.1	XP_032239493.1
OG0001266	XP_028515704.1	XP_001640960.3
OG0001266	XP_020917254.1	XP_032218917.1
OG0001267	XP_028515752.1	XP_032236087.2, XP_032236084.2
OG0001268	XP_028518827.1, XP_020917633.2	XP_032239660.2
OG0001269	XP_028512681.1	XP_001635879.1, XP_001629722.2, XP_032233655.2, XP_032218595.1, XP_001640590.2, XP_001627221.1, XP_048581569.1, XP_032235011.2
OG0001270	XP_028514068.1	XP_048584029.1
OG0001270	XP_028514067.1, XP_028512951.1	XP_032229532.2, XP_048584026.1, XP_032229538.2
OG0001271	XP_028513100.1	XP_032233946.1
OG0001272	XP_028513167.1	XP_048586467.1, XP_048578363.1, XP_048587087.1, XP_048586101.1, XP_048576885.1, XP_048589804.1, XP_048582534.1
OG0001273	XP_028514441.1	XP_001624243.2, XP_032221657.2
OG0001274	XP_028514702.1	XP_048580414.1, XP_048590557.1
OG0001275	XP_028516285.1	XP_048576977.1
OG0001277	XP_028516543.1	XP_032229531.2
OG0001278	XP_028516934.1, XP_028516935.1	XP_048577298.1, XP_048578013.1, XP_048577410.1, XP_048577291.1, XP_048577625.1, XP_048577628.1
OG0001279	XP_028517990.1	XP_001635103.3, XP_032240389.2
OG0001280	XP_028517991.1	XP_048586364.1
OG0001349	XP_028512860.1	XP_032239817.1
OG0001349	XP_020891796.1	XP_001637165.2
OG0001350	XP_020891801.1, XP_020917864.1	XP_048589454.1
OG0001351	XP_028513438.1, XP_020891876.1, XP_020900944.1, XP_020900945.1, XP_020901957.1, XP_020907793.2	XP_032232703.1
OG0001352	XP_020895499.1	XP_001634458.3
OG0001352	XP_020892026.1, XP_020913267.1	XP_001624330.1
OG0001354	XP_020892192.1	XP_048584565.1
OG0001354	XP_028513937.1	XP_048585408.1
OG0001355	XP_020892249.1	XP_032241076.1
OG0001356	XP_020897155.1, XP_020910283.1, XP_028514051.1, XP_020892283.1, XP_028512635.1	XP_001633057.3
OG0001357	XP_020892315.1	XP_032223654.2
OG0001358	XP_028514189.1, XP_028517358.1	XP_001638964.1
OG0001358	XP_020892365.1	XP_001628323.2, XP_048582110.1
OG0001360	XP_020892461.1	XP_048580740.1
OG0001361	XP_020892469.1	XP_001640518.1
OG0001361	XP_020899220.1	XP_048588166.1, XP_001632044.2
OG0001363	XP_020914436.1	XP_048583991.1
OG0001363	XP_020897012.1, XP_020892652.2	XP_032235434.2
OG0001364	XP_020892700.1	XP_048587449.1
OG0001365	XP_020909827.1	XP_048578761.1
OG0001365	XP_020907825.1	XP_048579051.1
OG0001367	XP_020892897.2	XP_001634960.2
OG0001368	XP_020892955.1, XP_020892978.1	XP_032230555.2, XP_048576677.1, XP_032230540.1, XP_048576685.1
OG0001369	XP_020893024.1	XP_032225195.1
OG0001371	XP_020898728.1, XP_020893095.1	XP_001634928.1, XP_001635947.3
OG0001372	XP_020893331.1	XP_048588459.1
OG0001372	XP_020900394.1	XP_001641907.2
OG0001374	XP_020893447.1, XP_020901067.1, XP_020901065.1	XP_048584766.1
OG0001375	XP_020893466.2	XP_048584904.1
OG0001375	XP_020911484.2	XP_048580309.1, XP_032241991.1
OG0001375	XP_020912817.1	XP_032218819.1
OG0001376	XP_020893627.1	XP_001630405.2
OG0001376	XP_020910028.1, XP_020906249.1	XP_048589412.1
OG0001377	XP_020893856.1, XP_020896688.1	XP_001637601.1
OG0001377	XP_020916029.1, XP_020916234.1	XP_048583585.1
OG0001378	XP_020893866.1	XP_001633895.2
OG0001379	XP_020897555.1	XP_032220106.1
OG0001380	XP_020909126.1	XP_048582536.1
OG0001380	XP_020893940.1	XP_032220349.2
OG0001381	XP_020894268.2, XP_020894169.2, XP_020894173.1, XP_020903986.1, XP_020894116.2, XP_028513160.1, XP_020894170.1	XP_001639445.3
OG0001382	XP_020894446.2, XP_028516672.1, XP_020914496.2	XP_048589330.1
OG0001383	XP_028512906.1, XP_028513610.1, XP_028513649.1, XP_020894465.1	XP_032237897.2
OG0001384	XP_020894548.1	XP_001629816.3
OG0001385	XP_020894622.1	XP_048582539.1
OG0001385	XP_020905643.1	XP_048585742.1, XP_048585736.1
OG0001386	XP_020894648.1, XP_020914757.1	XP_032238523.2
OG0001388	XP_020894852.1	XP_048576516.1
OG0001390	XP_020895451.2	XP_048589953.1
OG0001391	XP_028513461.1	XP_032229298.2
OG0001391	XP_020895456.1, XP_020895457.1	XP_048589944.1
OG0001392	XP_020895525.1	XP_048590540.1
OG0001392	XP_020902980.1, XP_020901698.1	XP_048590470.1
OG0001393	XP_020896073.1, XP_020895536.2	XP_032219787.2
OG0001394	XP_020895600.1	XP_001641241.1
OG0001394	XP_020895585.1	XP_001641240.2
OG0001395	XP_020895745.2, XP_028513550.1	XP_048589681.1
OG0001396	XP_028514329.1	XP_048583307.1
OG0001396	XP_020895789.2	XP_048583230.1
OG0001396	XP_028514341.1	XP_032229943.1, XP_048580930.1
OG0001398	XP_020911301.1, XP_020907149.2, XP_020896002.1	XP_032243329.2
OG0001398	XP_020905526.1	XP_001631588.2
OG0001400	XP_020896149.1	XP_032235205.2
OG0001401	XP_020896182.1	XP_048589951.1, XP_048589949.1
OG0001402	XP_020902025.1	XP_001633785.2
OG0001402	XP_020896337.1	XP_001639021.3
OG0001403	XP_020901553.1, XP_020896342.1	XP_032218245.2, XP_001629583.2
OG0001404	XP_028513561.1, XP_028514836.1, XP_020896396.1, XP_020909963.1, XP_028516726.1, XP_028518102.1	XP_048584621.1
OG0001405	XP_020896409.1, XP_028513720.1	XP_001635484.3
OG0001406	XP_028513769.1, XP_028513768.1, XP_020896443.1, XP_020907174.1	XP_048579675.1
OG0001410	XP_028513840.1, XP_020896701.2, XP_020896683.1	XP_048576244.1, XP_048576245.1
OG0001411	XP_020896857.1, XP_020896912.1	XP_001631007.2, XP_048587238.1
OG0001412	XP_020905592.1	XP_032243181.2
OG0001412	XP_020896952.2	XP_048586498.1, XP_048586492.1, XP_048586211.1, XP_048586495.1
OG0001414	XP_020897645.1	XP_001639546.2
OG0001416	XP_020897919.1	XP_048587873.1
OG0001416	XP_028514162.1	XP_032228303.1
OG0001417	XP_028519081.1	XP_001625100.2
OG0001417	XP_020898086.2	XP_001633537.2
OG0001418	XP_020898110.1	XP_032238625.2
OG0001419	XP_020898132.1	XP_001637964.3
OG0001420	XP_028514246.1, XP_020898172.1	XP_032233276.2, XP_001629183.3
OG0001421	XP_020898184.1	XP_048588924.1
OG0001421	XP_028517407.1	XP_048590052.1
OG0001421	XP_028514244.1	XP_032220524.2
OG0001422	XP_020898192.1	XP_032231869.1
OG0001422	XP_028518400.1, XP_020912723.1	XP_001626237.1
OG0001423	XP_020898230.1, XP_020901904.1, XP_020906189.1, XP_028515275.1, XP_020906190.1	XP_048586555.1
OG0001426	XP_028517851.1, XP_020898467.2	XP_048577204.1
OG0001427	XP_028515010.1, XP_028517110.1	XP_048576205.1, XP_032239424.2
OG0001427	XP_020898615.1	XP_032220413.2
OG0001428	XP_020908626.1, XP_020898730.1	XP_048580310.1
OG0001428	XP_020907103.1	XP_001641546.1
OG0001429	XP_028518344.1, XP_028513537.1, XP_028519385.1, XP_020898771.1, XP_028519629.1, XP_028513075.1	XP_032219406.2
OG0001430	XP_020898854.1	XP_032240244.2
OG0001431	XP_020898877.1, XP_020914114.1	XP_032226045.1
OG0001432	XP_028519006.1	XP_001624752.2
OG0001432	XP_020899150.1	XP_048581362.1
OG0001433	XP_020906409.1, XP_028518399.1, XP_020899378.1, XP_028513003.1	XP_048577115.1
OG0001434	XP_020899476.1	XP_032227914.1
OG0001434	XP_020914883.1	XP_001636230.3
OG0001435	XP_020899599.1	XP_032221879.2
OG0001436	XP_020899658.1, XP_020899670.1	XP_001629350.1, XP_032233463.1
OG0001437	XP_020916014.2	XP_001627490.1, XP_032226878.2
OG0001437	XP_020899830.1, XP_020899829.2	XP_032219993.2, XP_032232413.2
OG0001439	XP_020899955.1	XP_001632467.1, XP_001632466.3
OG0001440	XP_028513367.1, XP_020912601.1, XP_028518359.1, XP_020900128.1, XP_020900129.1	XP_048581697.1
OG0001441	XP_020900148.1	XP_032233747.1
OG0001442	XP_020900161.1	XP_001640523.3
OG0001442	XP_020908778.1	XP_048588809.1
OG0001444	XP_020900311.1, XP_028513470.1, XP_020901381.2	XP_048583721.1
OG0001445	XP_020900313.1, XP_020900312.2, XP_028512767.1	XP_032236268.2
OG0001446	XP_020902718.1	XP_032235058.1
OG0001446	XP_020900377.1	XP_032220851.2
OG0001447	XP_020900441.1	XP_001634475.2
OG0001447	XP_020917244.1	XP_001640978.3
OG0001448	XP_020903103.1	XP_001636919.3
OG0001448	XP_020900531.1	XP_048575873.1
OG0001448	XP_020903090.1	XP_001636918.1
OG0001449	XP_020906504.1	XP_048584945.1
OG0001449	XP_020900686.1	XP_032233885.1
OG0001450	XP_020900765.1, XP_020900766.1	XP_032226690.1
OG0001450	XP_020900764.1	XP_032226691.1
OG0001451	XP_028514634.1, XP_028515035.1, XP_020901024.1, XP_028513300.1	XP_048585090.1
OG0001452	XP_020901100.1	XP_001632109.2
OG0001455	XP_020901236.1	XP_032225565.2, XP_048578381.1, XP_048578979.1, XP_048576073.1, XP_048580433.1, XP_032241925.1
OG0001456	XP_020901399.1	XP_048575599.1
OG0001457	XP_020901409.1	XP_048575827.1
OG0001458	XP_020901437.2	XP_001640005.1
OG0001460	XP_020901637.1	XP_048580438.1
OG0001461	XP_020917326.1	XP_048577126.1
OG0001461	XP_020901687.1	XP_032221403.1
OG0001462	XP_020901729.1	XP_001635979.1
OG0001463	XP_028512702.1, XP_020917493.1	XP_001633833.2
OG0001463	XP_020901939.1	XP_032231499.1
OG0001464	XP_020904505.1, XP_020904503.1	XP_048586187.1
OG0001465	XP_020902160.2	XP_001641884.3
OG0001465	XP_020912213.1	XP_032222676.1
OG0001466	XP_020902360.1	XP_001625732.1
OG0001467	XP_020902472.1	XP_001636892.1
OG0001467	XP_020906921.1	XP_001636830.1
OG0001468	XP_020904662.1, XP_020902498.1	XP_032237680.1
OG0001469	XP_020902791.1	XP_048578615.1
OG0001469	XP_028518070.1	XP_048590529.1
OG0001471	XP_028518603.1, XP_020903007.2, XP_028514788.1, XP_028518601.1, XP_028515615.1	XP_048580995.1
OG0001472	XP_020903190.1	XP_032223564.1, XP_001636052.1, XP_048577059.1
OG0001473	XP_028514920.1, XP_028516844.1	XP_048579833.1
OG0001473	XP_020903382.1	XP_032226070.1
OG0001475	XP_020903552.1	XP_032229022.1
OG0001475	XP_020903556.1	XP_032229644.2, XP_032229634.2, XP_001639372.3
OG0001476	XP_020903729.1, XP_020908175.2, XP_020915752.1, XP_020915753.1, XP_020903560.1	XP_048582527.1, XP_001633957.3, XP_001640429.3
OG0001477	XP_020903567.1, XP_028515754.1, XP_020903695.1	XP_048588216.1
OG0001478	XP_020903881.1	XP_048577231.1, XP_048579040.1, XP_048576416.1
OG0001479	XP_020903906.1	XP_001623612.2
OG0001479	XP_020908884.1	XP_032218665.1
OG0001480	XP_020903908.1	XP_001627210.2
OG0001481	XP_020904478.1, XP_028514495.1, XP_020904288.1, XP_020905717.2	XP_048580511.1
OG0001483	XP_020904690.1, XP_020914403.2, XP_028516039.1	XP_048577124.1, XP_048576606.1, XP_001628786.3, XP_001628759.3
OG0001484	XP_028518407.1	XP_001635520.2
OG0001484	XP_020904711.1, XP_028517054.1	XP_032242752.2
OG0001486	XP_028516162.1	XP_032238958.1
OG0001486	XP_020905190.1	XP_048589442.1
OG0001487	XP_020913889.1	XP_032220705.1
OG0001487	XP_020914696.1, XP_020905450.1	XP_032222855.1
OG0001488	XP_020908670.1, XP_020905511.1	XP_032221962.2
OG0001489	XP_020905540.1	XP_001639203.2
OG0001489	XP_020910091.1	XP_032219952.1
OG0001490	XP_020905731.1, XP_020908732.1, XP_020912557.1, XP_020908733.1, XP_020908157.1, XP_020907457.2, XP_028517089.1	XP_032240039.2
OG0001492	XP_020905908.2, XP_020905912.1, XP_028518088.1, XP_020915651.1, XP_028517409.1	XP_032229700.2, XP_048581186.1
OG0001493	XP_020905938.1, XP_020911327.1, XP_020907382.1	XP_032236044.2, XP_048582206.1, XP_032237684.2
OG0001494	XP_028516353.1, XP_028516354.1, XP_020905956.1, XP_028516361.1	XP_032228966.1, XP_001625659.3
OG0001496	XP_020906170.1	XP_032237572.1, XP_001636051.1, XP_032241569.1
OG0001496	XP_020906162.1	XP_032237611.1
OG0001497	XP_020912634.2, XP_020907832.2, XP_020906424.1	XP_048583632.1
OG0001498	XP_020906432.1	XP_001634601.1
OG0001498	XP_028515925.1	XP_001626719.3
OG0001499	XP_020906774.1, XP_028515982.1	XP_032221109.2
OG0001500	XP_020907315.2	XP_001633076.2
OG0001501	XP_020908571.1	XP_032228764.2, XP_032227696.2, XP_048582478.1, XP_032236210.2
OG0001502	XP_020907638.2	XP_032231653.2, XP_048586265.1, XP_048578796.1, XP_032222866.1
OG0001503	XP_020908119.2	XP_032243183.2
OG0001504	XP_020908174.1	XP_001633903.1
OG0001504	XP_020917645.1	XP_001634205.2
OG0001505	XP_020908369.1, XP_028518865.1	XP_048585315.1
OG0001507	XP_028516131.1	XP_048579561.1
OG0001507	XP_028517159.1, XP_020908676.1	XP_032237358.2
OG0001509	XP_020909142.1	XP_032240200.2
OG0001510	XP_020911918.2, XP_020909685.1	XP_048581843.1
OG0001510	XP_028513266.1	XP_048582882.1
OG0001511	XP_020909737.1	XP_048580820.1, XP_032243346.2, XP_048583839.1, XP_048584931.1, XP_032218067.2, XP_032238678.1, XP_032238086.2
OG0001512	XP_020909787.1	XP_001633709.3
OG0001512	XP_020909772.1, XP_020909771.1	XP_001627649.1
OG0001513	XP_020910290.1	XP_032219826.2
OG0001513	XP_020909959.1	XP_032227398.1
OG0001514	XP_028513282.1, XP_020910085.1, XP_028514005.1	XP_032242288.1
OG0001515	XP_020910451.1	XP_048576948.1
OG0001516	XP_020910706.1	XP_001628485.2
OG0001517	XP_028517176.1	XP_048585311.1, XP_048589830.1, XP_048584773.1, XP_048575761.1
OG0001517	XP_020910826.1	XP_048590271.1, XP_048575760.1
OG0001518	XP_028514956.1, XP_020910833.1	XP_032226844.1, XP_048587407.1, XP_048587816.1
OG0001519	XP_020910853.1	XP_032240741.2
OG0001520	XP_020911000.1	XP_032218485.2
OG0001520	XP_020911050.1	XP_001638049.1, XP_001638553.1
OG0001521	XP_020911021.1	XP_048576569.1
OG0001521	XP_020911022.1, XP_028519738.1	XP_001631324.2
OG0001522	XP_028512914.1	XP_048587514.1
OG0001523	XP_020913478.1	XP_032241009.1
OG0001523	XP_020911328.1	XP_032241005.1
OG0001524	XP_020911512.2	XP_032235579.2
OG0001524	XP_020911517.1	XP_032240856.1
OG0001525	XP_020911529.1	XP_048579057.1, XP_048583916.1, XP_032219108.1, XP_048586621.1, XP_048579023.1, XP_032228630.1
OG0001526	XP_020911583.2, XP_028514031.1	XP_001630291.2
OG0001527	XP_028518095.1, XP_020911611.1, XP_020911608.1	XP_048590534.1, XP_048590538.1
OG0001528	XP_020911741.1	XP_048589504.1
OG0001528	XP_028519672.1	XP_032233454.1, XP_032229894.1
OG0001529	XP_028518487.1, XP_028518485.1, XP_028518486.1, XP_020912986.1, XP_020911824.1, XP_028518484.1	XP_032241888.1
OG0001531	XP_020911954.1	XP_048582307.1, XP_001640163.1
OG0001533	XP_020912073.1	XP_048583716.1
OG0001534	XP_028519134.1, XP_028514610.1, XP_028519642.1, XP_020912126.1, XP_028517186.1, XP_020915925.2	XP_048577129.1
OG0001535	XP_020912338.1	XP_048587630.1, XP_048587631.1, XP_001622487.2, XP_048587626.1, XP_048587635.1, XP_048587640.1
OG0001536	XP_028517634.1, XP_020912541.1, XP_020912587.1, XP_028518272.1	XP_001631319.2, XP_032234254.2, XP_048578641.1, XP_048579021.1
OG0001537	XP_020912623.1, XP_020916589.1	XP_032219228.1
OG0001538	XP_020915355.1	XP_048579536.1
OG0001538	XP_020913072.1	XP_001629087.2
OG0001539	XP_020913171.1	XP_048582018.1
OG0001539	XP_020913264.1	XP_001631928.2
OG0001539	XP_028518571.1	XP_032220313.2
OG0001540	XP_020913359.1, XP_020913405.1, XP_028512651.1, XP_028518595.1	XP_048578864.1
OG0001541	XP_020913388.1, XP_028518583.1	XP_032220733.1, XP_001639656.1
OG0001542	XP_020913429.1, XP_028518516.1	XP_048586428.1
OG0001543	XP_020913522.1	XP_048588829.1
OG0001543	XP_020915804.1	XP_001625800.2
OG0001544	XP_020914025.1	XP_048589124.1
OG0001545	XP_020914236.2	XP_048577374.1
OG0001546	XP_020914307.1	XP_001641420.2
OG0001547	XP_020914565.1	XP_048585623.1
OG0001548	XP_028515646.1, XP_020914624.1, XP_028515647.1	XP_048589438.1
OG0001549	XP_020914675.1	XP_032228159.1
OG0001549	XP_020914674.1, XP_020914879.1	XP_032228172.1
OG0001550	XP_020915551.1	XP_048587656.1
OG0001551	XP_020915578.1	XP_048577273.1, XP_048577715.1, XP_048577266.1, XP_048584012.1
OG0001552	XP_020915607.1, XP_028519161.1	XP_001632588.1, XP_001626377.1, XP_048576233.1, XP_001632589.1
OG0001553	XP_020915696.1, XP_020915713.1	XP_048575939.1
OG0001554	XP_020915826.1	XP_032221183.1
OG0001555	XP_020916111.1	XP_032219846.2, XP_048584097.1
OG0001555	XP_020916142.1	XP_001637627.2
OG0001556	XP_028517831.1, XP_020916877.1	XP_001634336.3
OG0001557	XP_020916654.1	XP_048586852.1
OG0001558	XP_020916854.1	XP_001632745.2, XP_001626502.2, XP_001637838.1
OG0001559	XP_020917263.1	XP_001640948.3
OG0001560	XP_020917454.1	XP_032222925.1
OG0001560	XP_028516785.1	XP_032238581.1
OG0001561	XP_028512487.1	XP_048577468.1
OG0001561	XP_020917459.2	XP_032222783.1
OG0001562	XP_028519732.1	XP_032237818.1, XP_048581557.1, XP_048581589.1
OG0001564	XP_028512816.1	XP_048579507.1
OG0001565	XP_028514701.1	XP_032232844.1
OG0001565	XP_028518229.1, XP_028512841.1	XP_032219173.2
OG0001566	XP_028512904.1	XP_048577107.1
OG0001567	XP_028512964.1	XP_048575392.1, XP_048583904.1, XP_048582128.1, XP_032237138.1, XP_048586619.1, XP_048584107.1, XP_048579017.1
OG0001569	XP_028514170.1	XP_048579856.1, XP_001640228.2, XP_001640227.3
OG0001570	XP_028514340.1, XP_028518478.1, XP_028514352.1, XP_028517051.1, XP_028518477.1, XP_028517056.1	XP_048579730.1
OG0001571	XP_028514990.1	XP_048576321.1
OG0001572	XP_028515673.1	XP_001635959.3, XP_048578620.1, XP_048578624.1
OG0001574	XP_028516309.1	XP_001641754.2
OG0001574	XP_028516310.1	XP_048589211.1
OG0001576	XP_028516465.1	XP_048577669.1, XP_032242100.2, XP_032237057.2, XP_048584362.1
OG0001577	XP_028516760.1	XP_048586200.1, XP_032233347.1, XP_048584822.1
OG0001579	XP_028517413.1	XP_048588925.1, XP_048577015.1
OG0001580	XP_028517959.1	XP_001630875.3
OG0001581	XP_028518625.1	XP_001637357.3
OG0001582	XP_028518945.1	XP_032223317.1
OG0001584	XP_028519410.1	XP_032232509.1
OG0001672	XP_020912863.1, XP_020891937.1	XP_048585689.1
OG0001673	XP_020917852.1, XP_020891981.1, XP_028516394.1, XP_020891958.1, XP_020914614.1, XP_020899362.1	XP_032233553.1
OG0001674	XP_028512569.1, XP_020892112.1, XP_020916264.2	XP_048584055.1, XP_048583760.1
OG0001675	XP_020892131.1	XP_048583563.1
OG0001676	XP_020906280.1	XP_032228884.2
OG0001676	XP_020892142.1	XP_048578705.1
OG0001677	XP_020892220.1	XP_032222048.1
OG0001677	XP_020892190.1	XP_048585116.1
OG0001678	XP_020892196.1	XP_032240513.2, XP_032240640.1
OG0001679	XP_020892293.1, XP_020892314.1, XP_028517303.1	XP_048589363.1
OG0001681	XP_020900667.1, XP_020901141.1, XP_020892418.1	XP_032230081.1
OG0001682	XP_020892527.1	XP_048577665.1
OG0001683	XP_020892733.1	XP_001621969.1
OG0001683	XP_020895109.1	XP_032241419.1
OG0001684	XP_020892899.1, XP_028512822.1, XP_020892854.1, XP_020902183.1	XP_048587987.1, XP_032227443.2
OG0001686	XP_020898482.1	XP_032229964.1
OG0001686	XP_020892930.1	XP_032232684.1
OG0001687	XP_020904734.1	XP_001631528.1
OG0001687	XP_020893101.1	XP_001634270.1
OG0001688	XP_020893152.1, XP_020896712.1, XP_020896385.2	XP_032240896.2
OG0001689	XP_020893228.1	XP_001635901.1
OG0001690	XP_020893257.1, XP_020910777.1	XP_001627540.3
OG0001691	XP_020893268.1, XP_020916160.1, XP_028519478.1	XP_048582827.1
OG0001692	XP_020911375.1, XP_020899616.1	XP_001627668.3
OG0001694	XP_020893324.1	XP_001638002.1
OG0001696	XP_028512722.1, XP_028515211.1, XP_020893493.1, XP_028518727.1, XP_028514545.1	XP_032239011.2
OG0001698	XP_020914720.1	XP_032239604.1
OG0001698	XP_020893718.1	XP_048588105.1
OG0001699	XP_020893807.1	XP_001634182.2
OG0001699	XP_020905982.1	XP_048579796.1
OG0001700	XP_020893902.1, XP_028516773.1	XP_048578584.1
OG0001701	XP_020896951.1, XP_020893930.2	XP_001631502.1
OG0001702	XP_020893967.1, XP_020893974.1, XP_020909474.2	XP_048588767.1
OG0001703	XP_020894148.1	XP_032233199.1
OG0001704	XP_028518351.1, XP_020894171.1, XP_020903965.1	XP_032220205.1
OG0001705	XP_020894274.1	XP_032240445.2
OG0001706	XP_028513188.1	XP_048586066.1
OG0001707	XP_020894511.2, XP_020894507.1	XP_001638224.1, XP_032217728.2, XP_032217730.1
OG0001709	XP_020894598.2	XP_001636248.1
OG0001710	XP_020905092.1	XP_032230744.1
OG0001710	XP_020894612.1	XP_032220496.1
OG0001711	XP_020896301.1, XP_020894768.1	XP_048580454.1
