Orthogroup	aip_longest_isoforms	xenia_longest_isoforms
OG0001747	XP_020896563.1, XP_020914549.1	Xe_012890-T1
OG0001748	XP_028517484.1, XP_020896577.2, XP_020898336.1	Xe_002928-T1, Xe_002931-T1
OG0001750	XP_020896753.1	Xe_012371-T1, Xe_012370-T1, Xe_012372-T1, Xe_012369-T1
OG0001751	XP_020896804.1, XP_020896766.1	Xe_012040-T1, Xe_012039-T1
OG0001752	XP_020896825.1	Xe_012459-T1, Xe_012461-T1, Xe_012462-T1
OG0001756	XP_020897136.1, XP_020897146.1	Xe_005566-T1
OG0001757	XP_020897362.1	Xe_015410-T1, Xe_013824-T1
OG0001758	XP_020897594.1, XP_020897596.1	Xe_021625-T1
OG0001759	XP_020897621.1	Xe_019040-T1, Xe_019230-T1, Xe_019062-T1, Xe_019045-T1
OG0001760	XP_020897650.1, XP_020897804.2	Xe_005663-T1, Xe_005658-T1, Xe_005668-T1
OG0001761	XP_020907742.1, XP_020897662.1	Xe_006085-T1, Xe_004593-T1, Xe_004595-T1
OG0001762	XP_020897727.1	Xe_005416-T1
OG0001763	XP_020897734.1, XP_028514153.1	Xe_023140-T1
OG0001766	XP_020897779.1, XP_020907764.1, XP_020911041.1	Xe_000963-T1
OG0001768	XP_020897811.1, XP_020898327.2	Xe_007040-T1, Xe_007041-T1, Xe_007044-T1
OG0001769	XP_020897877.1, XP_020899904.1	Xe_001336-T2
OG0001770	XP_020917791.1, XP_020897917.1, XP_028513782.1	Xe_000765-T1
OG0001771	XP_020900502.1, XP_020898034.1	Xe_018602-T1
OG0001772	XP_020898149.1	Xe_013413-T1, Xe_013467-T1, Xe_013468-T1, Xe_013414-T1
OG0001774	XP_020898321.1, XP_028518611.1	Xe_004291-T1, Xe_004156-T1
OG0001776	XP_020906381.1, XP_020898509.1	Xe_007025-T1, Xe_024518-T1
OG0001779	XP_020915042.2, XP_020898662.1	Xe_000829-T1
OG0001780	XP_020904431.1, XP_020898685.1	Xe_011731-T1
OG0001781	XP_020898691.1	Xe_021851-T1
OG0001782	XP_020898692.1, XP_020908826.1	Xe_003365-T1
OG0001783	XP_020898740.1, XP_020903873.1	Xe_011037-T1
OG0001787	XP_020899045.1, XP_020901046.1	Xe_000440-T1
OG0001789	XP_020899108.1	Xe_011995-T1, Xe_011991-T1, Xe_011988-T1, Xe_011992-T1
OG0001790	XP_020899113.1	Xe_020356-T1, Xe_020354-T1, Xe_020370-T1, Xe_020368-T1
OG0001791	XP_020899281.1	Xe_013730-T1, Xe_013732-T1, Xe_013715-T1, Xe_013738-T1
OG0001792	XP_020899369.1, XP_020917398.1	Xe_021521-T1
OG0001793	XP_028516793.1, XP_020899377.1	Xe_018449-T1
OG0001794	XP_020901384.2, XP_020899390.1	Xe_014540-T1
OG0001795	XP_020916915.1, XP_020899489.1	Xe_023414-T1
OG0001796	XP_020915143.1, XP_020899515.1	Xe_012084-T1
OG0001797	XP_020899545.1	Xe_023138-T1, Xe_022767-T1, Xe_023202-T1, Xe_023233-T1
OG0001798	XP_020913735.1, XP_020899575.1	Xe_007968-T1
OG0001800	XP_020915286.1, XP_020899637.1	Xe_012067-T1
OG0001801	XP_020899655.1	Xe_022452-T1, Xe_002795-T1, Xe_028615-T1, Xe_009943-T1
OG0001802	XP_020899768.1, XP_020905374.1	Xe_016501-T1
OG0001803	XP_020899779.2, XP_020914076.2	Xe_001134-T1, Xe_001140-T1, Xe_001135-T1
OG0001804	XP_020913907.1, XP_020908263.1, XP_020899983.1	Xe_013969-T1
OG0001805	XP_020900077.1, XP_020900022.2	Xe_005164-T1
OG0001808	XP_020909027.1, XP_020900158.2	Xe_022792-T2
OG0001809	XP_020900241.1	Xe_028972-T1, Xe_028973-T1, Xe_013644-T1, Xe_007832-T1
OG0001811	XP_020913025.1, XP_020914500.1, XP_028518366.1, XP_020900512.1, XP_020912099.1	Xe_016829-T1
OG0001815	XP_020900767.1, XP_020902882.1	Xe_011473-T1
OG0001817	XP_020904740.1, XP_020900879.1	Xe_004352-T1
OG0001818	XP_020914538.1, XP_020900958.1	Xe_012765-T1
OG0001819	XP_020900986.1, XP_020900976.1	Xe_012583-T1
OG0001820	XP_020901052.1, XP_028515144.1, XP_028515145.1	Xe_020687-T1, Xe_025085-T1
OG0001821	XP_020901088.2, XP_028513620.1	Xe_004885-T1, Xe_023498-T1, Xe_004788-T1
OG0001822	XP_020901112.1, XP_020901116.1	Xe_007441-T1
OG0001823	XP_020901203.1	Xe_003256-T1, Xe_010018-T1, Xe_003255-T1
OG0001824	XP_028514850.1	Xe_012727-T1
OG0001824	XP_020901253.1	Xe_013212-T1
OG0001826	XP_020901302.1	Xe_029031-T1
OG0001828	XP_020901424.1	Xe_024013-T1, Xe_018235-T1, Xe_024015-T1, Xe_024004-T1
OG0001829	XP_020901569.1, XP_028515190.1	Xe_021782-T1, Xe_021781-T1, Xe_015103-T1
OG0001830	XP_020902308.1, XP_020901612.1	Xe_022339-T1
OG0001831	XP_028515964.1	Xe_029103-T1
OG0001831	XP_020901692.1	Xe_021249-T1
OG0001832	XP_020901863.1	Xe_023108-T1, Xe_023107-T1, Xe_023845-T1, Xe_009419-T1, Xe_023844-T1, Xe_023110-T1
OG0001833	XP_020901966.2, XP_020912462.1, XP_020912427.2	Xe_017172-T1, Xe_017177-T1
OG0001834	XP_020902056.1	Xe_004834-T1
OG0001836	XP_020902185.1	Xe_019819-T1, Xe_019825-T1, Xe_019822-T1
OG0001838	XP_020912176.1, XP_020902330.1	Xe_010515-T1
OG0001839	XP_020902339.1, XP_020902334.1	Xe_010575-T1
OG0001840	XP_020902699.1, XP_020902704.1	Xe_017207-T1, Xe_017206-T1, Xe_017195-T1
OG0001841	XP_020902950.1	Xe_016418-T1
OG0001841	XP_020902976.1	Xe_016421-T1
OG0001842	XP_020903277.2, XP_028515043.1	Xe_004735-T1, Xe_012538-T1
OG0001843	XP_020903327.2, XP_020903360.1, XP_020903348.1	Xe_014493-T1
OG0001844	XP_028517822.1, XP_020903383.2	Xe_004327-T1, Xe_004325-T1, Xe_004232-T1
OG0001845	XP_020903683.1, XP_028515778.1, XP_020903701.1	Xe_016209-T1, Xe_016211-T1
OG0001846	XP_028515858.1, XP_020903916.1	Xe_014242-T1
OG0001847	XP_020905524.1, XP_028519592.1, XP_020903926.1	Xe_015634-T1
OG0001848	XP_020904026.1, XP_020904030.1	Xe_010301-T1, Xe_010818-T1, Xe_010817-T1
OG0001850	XP_028519474.1, XP_020904200.1	Xe_012562-T1
OG0001851	XP_028517553.1	Xe_024097-T1, Xe_024295-T1
OG0001851	XP_020904304.2	Xe_024296-T1
OG0001853	XP_020904496.1, XP_020904495.1	Xe_008396-T1, Xe_008399-T1
OG0001856	XP_020904951.1	Xe_014754-T1
OG0001857	XP_020905082.1, XP_020910907.1	Xe_013913-T1
OG0001859	XP_020905128.1	Xe_028616-T1, Xe_010142-T1, Xe_022416-T1, Xe_023960-T1
OG0001860	XP_028516170.1	Xe_015954-T1
OG0001860	XP_020905272.1, XP_020905559.1	Xe_015953-T1
OG0001861	XP_020911518.1, XP_020911504.1, XP_020905284.1	Xe_008184-T1
OG0001862	XP_020914209.1, XP_020905431.1	Xe_018653-T1
OG0001863	XP_020905697.1, XP_028517106.1, XP_028517107.1, XP_028517256.1	Xe_021955-T1
OG0001865	XP_020905895.1, XP_020910748.1	Xe_003056-T1
OG0001866	XP_020911733.1, XP_020906058.1	Xe_025324-T1, Xe_008119-T1
OG0001868	XP_020906195.1, XP_020906193.1	Xe_012107-T1
OG0001870	XP_020906621.1, XP_020906622.1	Xe_007922-T1
OG0001871	XP_020906790.1	Xe_008032-T1
OG0001872	XP_028514812.1, XP_020906905.1, XP_020913461.1	Xe_004279-T1
OG0001873	XP_020906982.2, XP_020906953.1	Xe_024781-T1, Xe_024782-T1
OG0001874	XP_020906958.1	Xe_000522-T1, Xe_011609-T1
OG0001876	XP_020907197.1	Xe_004318-T1, Xe_004226-T1, Xe_004338-T1
OG0001878	XP_020907823.1, XP_020907824.1	Xe_000720-T1, Xe_000713-T1
OG0001880	XP_020907949.1, XP_028517733.1, XP_028518339.1	Xe_007896-T1
OG0001883	XP_020908291.2, XP_020913908.2	Xe_021769-T1, Xe_021767-T1
OG0001884	XP_020908451.1, XP_020908453.2	Xe_015857-T1
OG0001885	XP_020908615.1	Xe_014245-T1, Xe_022524-T1
OG0001886	XP_028519688.1, XP_020908616.1	Xe_015302-T1, Xe_015301-T1
OG0001890	XP_020908864.1	Xe_027269-T1, Xe_014480-T1
OG0001891	XP_020908901.1	Xe_009155-T1, Xe_009156-T1, Xe_009170-T1, Xe_002686-T1
OG0001892	XP_028519088.1, XP_028517996.1, XP_020908998.1, XP_020911388.1, XP_020912700.1	Xe_027031-T1
OG0001893	XP_020910505.1, XP_020909121.1	Xe_004639-T1
OG0001894	XP_028517323.1, XP_020909147.1	Xe_004874-T1
OG0001896	XP_020909309.1	Xe_012019-T1
OG0001897	XP_028515207.1, XP_020909460.1	Xe_024404-T1, Xe_029077-T1
OG0001898	XP_020909760.1, XP_020909653.1	Xe_005104-T1
OG0001899	XP_020909659.1	Xe_004915-T1
OG0001901	XP_020916613.1, XP_020910032.1	Xe_014463-T1
OG0001902	XP_020910055.1, XP_028517729.1	Xe_014914-T1
OG0001904	XP_020910356.2, XP_020910351.1	Xe_002858-T1, Xe_002859-T1
OG0001907	XP_020910538.1	Xe_003973-T1, Xe_011004-T1, Xe_010956-T1, Xe_011002-T1
OG0001911	XP_020911450.1	Xe_009174-T1, Xe_009164-T1
OG0001912	XP_020911937.1	Xe_022121-T1, Xe_022106-T1, Xe_022116-T1, Xe_022099-T1
OG0001913	XP_020912101.1	Xe_024220-T1
OG0001915	XP_028519686.1, XP_020912192.1	Xe_011386-T1, Xe_011390-T1, Xe_011385-T1
OG0001917	XP_028518357.1	Xe_003263-T1
OG0001917	XP_020912286.1	Xe_003262-T1
OG0001918	XP_020916856.1, XP_020912322.1, XP_020916864.1, XP_020912320.1	Xe_002317-T1
OG0001919	XP_020912330.1, XP_028512755.1	Xe_008047-T1
OG0001921	XP_020912604.1, XP_020912611.1, XP_020912609.1	Xe_012517-T1
OG0001922	XP_020912651.1, XP_028518392.1, XP_028513301.1	Xe_023520-T1, Xe_023440-T1
OG0001923	XP_020913053.1	Xe_004932-T1, Xe_014366-T1, Xe_014270-T1
OG0001924	XP_020913164.1	Xe_004851-T1
OG0001925	XP_028518588.1, XP_020913377.1	Xe_015800-T1
OG0001927	XP_020913686.1	Xe_013637-T1, Xe_013633-T1, Xe_013635-T1
OG0001928	XP_028518710.1, XP_020913771.2	Xe_028837-T1
OG0001929	XP_020913815.1, XP_020916636.1	Xe_012838-T1
OG0001930	XP_028517783.1, XP_020914132.1	Xe_011694-T1
OG0001931	XP_020914141.1	Xe_010393-T1
OG0001932	XP_020914161.1	Xe_002335-T2, Xe_023993-T1, Xe_018455-T1, Xe_001497-T1
OG0001933	XP_028518828.1	Xe_011519-T1
OG0001933	XP_020914180.1	Xe_013210-T1
OG0001934	XP_020914224.1	Xe_008601-T1, Xe_008602-T1
OG0001935	XP_028518873.1, XP_020914373.1	Xe_002350-T1, Xe_002347-T1, Xe_002353-T1
OG0001936	XP_020914544.1, XP_020914595.1	Xe_027190-T1
OG0001938	XP_028518985.1, XP_020914861.1	Xe_000429-T1
OG0001939	XP_020914947.1	Xe_003149-T1, Xe_022436-T1, Xe_001567-T1, Xe_001566-T1
OG0001940	XP_028515434.1, XP_020914948.1	Xe_001395-T1
OG0001941	XP_020914983.1	Xe_022086-T1
OG0001943	XP_020915096.1	Xe_019447-T1, Xe_019448-T1
OG0001944	XP_020915165.2	Xe_029021-T1
OG0001946	XP_020915909.1	Xe_000209-T1, Xe_000211-T1, Xe_000205-T1, Xe_025601-T1
OG0001947	XP_020916067.1	Xe_002102-T1, Xe_002101-T1
OG0001948	XP_020916137.1	Xe_019454-T1, Xe_019452-T1, Xe_019509-T1, Xe_019510-T1
OG0001949	XP_020916189.1	Xe_001823-T1, Xe_001824-T1, Xe_001781-T1, Xe_001801-T2
OG0001952	XP_020916786.1	Xe_027856-T1, Xe_027849-T1, Xe_027850-T1, Xe_021626-T1
OG0001953	XP_020916923.1, XP_020917730.1	Xe_016064-T1
OG0001953	XP_020917758.1	Xe_016063-T1
OG0001954	XP_020917076.1, XP_020917055.1	Xe_022718-T1
OG0001956	XP_020917256.2	Xe_009317-T1, Xe_023041-T1, Xe_009316-T1, Xe_023040-T1
OG0001958	XP_020917472.1	Xe_009534-T1, Xe_009477-T1
OG0001959	XP_020917628.1	Xe_008009-T1, Xe_023818-T1, Xe_008000-T1, Xe_008011-T1
OG0001960	XP_028512482.1	Xe_000785-T1, Xe_000605-T1
OG0001962	XP_028512675.1, XP_028512695.1	Xe_023839-T1, Xe_021656-T1
OG0001963	XP_028512888.1, XP_028516129.1, XP_028514417.1	Xe_022170-T1
OG0001964	XP_028512979.1, XP_028519658.1, XP_028512980.1, XP_028512987.1	Xe_011751-T1
OG0001965	XP_028513051.1, XP_028513048.1	Xe_020596-T1
OG0001966	XP_028513133.1	Xe_015295-T1
OG0001967	XP_028513238.1	Xe_022277-T1
OG0001970	XP_028513668.1	Xe_002843-T1, Xe_002844-T1
OG0001971	XP_028513734.1	Xe_008272-T1
OG0001972	XP_028513739.1	Xe_029024-T1, Xe_016879-T1, Xe_016862-T1, Xe_016858-T1
OG0001974	XP_028514434.1, XP_028519649.1	Xe_000626-T1
OG0001976	XP_028514793.1	Xe_026663-T1
OG0001976	XP_028517281.1	Xe_022662-T1, Xe_022402-T1, Xe_016729-T1, Xe_028643-T1
OG0001977	XP_028515123.1	Xe_024018-T1, Xe_017107-T1, Xe_026519-T1, Xe_024010-T1, Xe_024019-T1, Xe_026077-T1
OG0001978	XP_028515136.1	Xe_018575-T1, Xe_022549-T1
OG0001979	XP_028515493.1	Xe_022175-T1, Xe_022174-T1
OG0001980	XP_028515535.1	Xe_008487-T1, Xe_008484-T1, Xe_008488-T1, Xe_008485-T1
OG0001981	XP_028515891.1, XP_028517793.1	Xe_022133-T1
OG0001983	XP_028515968.1, XP_028515967.1	Xe_028721-T1, Xe_023837-T1, Xe_008312-T1
OG0001984	XP_028516349.1, XP_028516368.1	Xe_000708-T1
OG0001986	XP_028517268.1	Xe_013631-T1
OG0001987	XP_028517475.1	Xe_004275-T1, Xe_004106-T1, Xe_004311-T1, Xe_004105-T1
OG0001988	XP_028518418.1, XP_028517999.1	Xe_014513-T1, Xe_014505-T1, Xe_014512-T1
OG0001989	XP_028518051.1	Xe_018114-T1, Xe_015201-T1, Xe_006875-T1, Xe_029069-T1
OG0001991	XP_028519428.1, XP_028518310.1	Xe_013768-T1
OG0001992	XP_028519036.1	Xe_016058-T1, Xe_016059-T1, Xe_016119-T1, Xe_016057-T1
OG0001995	XP_028519591.1	Xe_012579-T1, Xe_019869-T1, Xe_012580-T1
OG0002110	XP_020891814.1	Xe_014777-T1, Xe_014776-T1
OG0002111	XP_020891823.1	Xe_009312-T1, Xe_026671-T1, Xe_023906-T1
OG0002114	XP_028516815.1, XP_020891872.2, XP_020907512.1	Xe_013801-T1
OG0002115	XP_020891880.2, XP_028513246.1	Xe_022260-T1, Xe_022261-T1
OG0002117	XP_020891935.1, XP_028512580.1	Xe_001086-T1
OG0002118	XP_020891967.1, XP_020901799.1	Xe_011781-T2, Xe_011754-T1
OG0002119	XP_020891990.1, XP_020917471.1	Xe_004370-T1
OG0002120	XP_020892065.1	Xe_002536-T1
OG0002122	XP_020892152.1	Xe_000471-T1
OG0002124	XP_020892212.1	Xe_013653-T1, Xe_013657-T1
OG0002130	XP_020909755.2, XP_020892514.2, XP_020892573.1	Xe_020973-T1
OG0002131	XP_020892551.1	Xe_008287-T1
OG0002134	XP_020895102.1, XP_020892597.1	Xe_021445-T1
OG0002135	XP_020892634.2	Xe_012001-T1
OG0002135	XP_020894280.1	Xe_012002-T1
OG0002136	XP_020907354.1	Xe_008505-T1
OG0002136	XP_020892648.1	Xe_008503-T1
OG0002137	XP_020917422.1, XP_020892676.1	Xe_008043-T1
OG0002139	XP_028519142.1, XP_020892732.1, XP_028513678.1	Xe_011311-T1
OG0002141	XP_020911264.1	Xe_008461-T1
OG0002141	XP_020892750.1	Xe_008460-T1
OG0002142	XP_028517956.1, XP_020892852.1, XP_020892887.1	Xe_009628-T1
OG0002143	XP_020892873.1	Xe_009665-T1, Xe_022659-T1
OG0002144	XP_020894428.1, XP_020892926.1	Xe_005846-T1, Xe_005938-T1
OG0002146	XP_020892973.1, XP_020912600.1	Xe_000808-T1
OG0002147	XP_020892996.1	Xe_005948-T1, Xe_005807-T1, Xe_006271-T1
OG0002149	XP_020893106.1, XP_020893850.1	Xe_022190-T1
OG0002150	XP_020893139.1	Xe_021969-T1, Xe_021967-T1
OG0002151	XP_020914874.1, XP_020893149.1	Xe_022029-T1
OG0002152	XP_020893222.1, XP_028512854.1	Xe_022063-T1
OG0002154	XP_028512851.1, XP_020893352.1	Xe_005322-T1
OG0002155	XP_020893359.1, XP_020893384.1	Xe_013254-T1
OG0002156	XP_020893392.1	Xe_003026-T2, Xe_013957-T1, Xe_013831-T1
OG0002157	XP_020893464.2, XP_020893420.1	Xe_016038-T1
OG0002158	XP_020893431.1, XP_020912730.1	Xe_016015-T1
OG0002161	XP_020893505.1, XP_028513191.1, XP_028513190.1	Xe_006248-T1
OG0002162	XP_020893570.1, XP_028512998.1, XP_020893569.2	Xe_004972-T1
OG0002163	XP_020893633.1	Xe_017901-T1, Xe_021053-T1, Xe_026388-T1, Xe_026389-T1, Xe_024861-T1
OG0002164	XP_020900274.1	Xe_014382-T1
OG0002164	XP_020893660.1	Xe_023065-T1
OG0002165	XP_020893684.1	Xe_008199-T1
OG0002166	XP_020893730.1	Xe_004938-T1
OG0002171	XP_020893945.1, XP_020895171.1	Xe_026506-T1
OG0002172	XP_020902982.1, XP_020894350.2, XP_020896226.2	Xe_002734-T1
OG0002173	XP_020894355.1, XP_020894356.1	Xe_006165-T1, Xe_006163-T1
OG0002175	XP_020910778.1, XP_020894393.1, XP_020901140.1	Xe_005235-T1
OG0002177	XP_020906462.1, XP_020894402.1	Xe_005861-T1, Xe_005955-T1, Xe_005929-T1
OG0002178	XP_020906465.1, XP_020894408.1	Xe_006983-T1
OG0002180	XP_020894422.1	Xe_005957-T1, Xe_005859-T1, Xe_005931-T1
OG0002181	XP_020894425.1	Xe_016312-T1
OG0002181	XP_028514487.1	Xe_016311-T1
OG0002182	XP_020906488.1, XP_020894429.1	Xe_007028-T1
OG0002183	XP_020906478.1, XP_020894430.1	Xe_005930-T1, Xe_005860-T1, Xe_005956-T1
OG0002184	XP_020915895.1, XP_020894442.1, XP_020915932.1	Xe_004390-T1
OG0002185	XP_020894463.1	Xe_021646-T1
OG0002186	XP_020894541.2	Xe_019239-T1, Xe_019255-T1, Xe_019251-T1
OG0002187	XP_028513972.1, XP_020894542.1	Xe_010125-T1
OG0002188	XP_020894562.1	Xe_005009-T1, Xe_004911-T1
OG0002190	XP_020894660.1, XP_020895372.1	Xe_013024-T1, Xe_008390-T1
OG0002192	XP_020894703.1, XP_020901869.2	Xe_000943-T1
OG0002194	XP_020913345.2, XP_020894797.1	Xe_012574-T1
OG0002195	XP_020894823.1	Xe_004095-T1, Xe_023810-T1, Xe_002499-T1
OG0002196	XP_020916434.1, XP_020894970.1, XP_020895535.1	Xe_020494-T1
OG0002197	XP_020907106.1, XP_020895137.1	Xe_028073-T1, Xe_022204-T1
OG0002198	XP_020895165.1, XP_020912790.1	Xe_002566-T1
OG0002200	XP_020895179.2, XP_020917340.2	Xe_021415-T1
OG0002201	XP_020895285.1, XP_020916392.2	Xe_015258-T1, Xe_026667-T1
OG0002202	XP_020895291.1	Xe_014609-T1
OG0002203	XP_020895298.1	Xe_012864-T1, Xe_012912-T1, Xe_012911-T1
OG0002204	XP_020895494.1	Xe_002636-T1
OG0002205	XP_020895561.1	Xe_000863-T1, Xe_000867-T1
OG0002206	XP_020895565.1, XP_028513494.1	Xe_013687-T1
OG0002207	XP_020896570.1, XP_020895584.1	Xe_001058-T1
OG0002208	XP_020895586.1, XP_020897099.1	Xe_013246-T1, Xe_013143-T1
OG0002209	XP_020917559.1, XP_020895656.1, XP_020917560.1	Xe_005428-T1
OG0002210	XP_020902272.1, XP_020895718.2	Xe_011662-T1
OG0002211	XP_020895737.1, XP_020911426.1, XP_020903060.1	Xe_005134-T1
OG0002213	XP_020895813.1	Xe_009685-T1, Xe_009689-T1, Xe_009690-T1
OG0002214	XP_020917764.1, XP_020895832.1	Xe_003591-T1
OG0002219	XP_020896095.1	Xe_023816-T1, Xe_020627-T1, Xe_020272-T1
OG0002220	XP_020896128.1, XP_020898655.2	Xe_009587-T1, Xe_009586-T1
OG0002222	XP_020913434.1, XP_020903366.1, XP_020896277.1	Xe_013085-T1
OG0002223	XP_020896292.1	Xe_000946-T1
OG0002224	XP_020896435.1	Xe_027795-T1, Xe_027740-T1, Xe_027816-T1
OG0002225	XP_020896459.1	Xe_014864-T1, Xe_014883-T1, Xe_014861-T1
OG0002226	XP_020896521.1	Xe_015611-T1
OG0002229	XP_020910952.1, XP_020896532.1, XP_028513786.1	Xe_009651-T1
OG0002232	XP_020896629.1, XP_028515423.1, XP_028512494.1	Xe_011652-T1
OG0002233	XP_020896674.1	Xe_011508-T1, Xe_011501-T1, Xe_011510-T1
OG0002234	XP_020896685.1, XP_020896676.1	Xe_010394-T1
OG0002236	XP_020896788.1, XP_020896907.1	Xe_012390-T1, Xe_012394-T1
OG0002238	XP_020896878.1, XP_020914184.1	Xe_020683-T1
OG0002241	XP_020897050.1	Xe_013237-T1
OG0002242	XP_020913098.1, XP_020897064.1	Xe_002582-T1
OG0002243	XP_020897095.1	Xe_010295-T1, Xe_010812-T1, Xe_010296-T1
OG0002244	XP_020897151.1, XP_020897135.1	Xe_014265-T1
OG0002246	XP_020897390.2	Xe_013996-T1, Xe_013906-T1
OG0002247	XP_020897396.1	Xe_009205-T1
OG0002247	XP_028512458.1	Xe_027350-T1
OG0002248	XP_020897480.1	Xe_001277-T1
OG0002251	XP_020897554.1	Xe_021924-T1
OG0002252	XP_020897562.1	Xe_022282-T1, Xe_007836-T1, Xe_022380-T1
OG0002253	XP_020897619.1	Xe_020830-T1, Xe_020821-T1, Xe_024184-T1
OG0002254	XP_020897673.1, XP_020897659.1	Xe_002729-T1
OG0002255	XP_020911528.2, XP_020911527.1, XP_020897684.2	Xe_012605-T1
OG0002257	XP_020897832.1	Xe_005463-T1, Xe_005482-T1, Xe_005481-T1
OG0002258	XP_020897863.1	Xe_005666-T1, Xe_005661-T1, Xe_005656-T1
OG0002259	XP_020897901.1, XP_020906213.1	Xe_000753-T1
OG0002260	XP_020897908.1, XP_020906222.1	Xe_000754-T1
OG0002261	XP_020897953.1	Xe_012793-T1, Xe_003315-T1
OG0002262	XP_020909229.1, XP_020897977.1	Xe_000565-T1
OG0002265	XP_020898096.1	Xe_023917-T1, Xe_003936-T2, Xe_023919-T1
OG0002268	XP_020898182.1	Xe_013421-T1, Xe_013405-T1
OG0002270	XP_028514916.1, XP_020898186.1	Xe_013806-T1, Xe_013836-T1
OG0002271	XP_020898189.1	Xe_008210-T1, Xe_026520-T1, Xe_008211-T1
OG0002272	XP_020898224.1	Xe_013519-T1, Xe_013523-T1, Xe_013524-T1
OG0002273	XP_020916874.1, XP_020898243.1	Xe_015795-T1
OG0002275	XP_020898371.1, XP_020898341.1	Xe_003958-T1
OG0002276	XP_028515574.1, XP_020898383.1, XP_028514317.1	Xe_003341-T1
OG0002277	XP_020900987.1, XP_020900920.1, XP_020898490.2	Xe_000758-T1
OG0002278	XP_020901621.2, XP_020898519.2	Xe_020888-T1, Xe_020901-T1
OG0002281	XP_020898700.1	Xe_009183-T1
OG0002282	XP_020898707.2, XP_020898717.1	Xe_009184-T1
OG0002283	XP_020898810.2	Xe_000450-T1, Xe_000447-T1, Xe_000451-T1
OG0002284	XP_020898824.1	Xe_003351-T1
OG0002286	XP_020898853.1	Xe_007080-T1, Xe_007081-T1, Xe_002689-T1
OG0002287	XP_020898861.1	Xe_014741-T1, Xe_014739-T1, Xe_014742-T1
OG0002288	XP_020898868.1	Xe_017568-T1
OG0002289	XP_020898884.1	Xe_020361-T1, Xe_020360-T1, Xe_020374-T1
OG0002290	XP_020898889.1	Xe_020947-T1
OG0002291	XP_020898913.1	Xe_017213-T1, Xe_017208-T1, Xe_017203-T1
OG0002293	XP_020898952.1	Xe_020964-T1, Xe_020965-T1, Xe_020963-T1
OG0002295	XP_020899027.1	Xe_017578-T1, Xe_017586-T1, Xe_017616-T1
OG0002297	XP_020899115.2	Xe_020890-T1, Xe_020902-T1, Xe_020889-T1
OG0002299	XP_020899264.1, XP_020904306.1	Xe_014647-T1
OG0002300	XP_020899302.1, XP_020899991.1	Xe_000409-T1, Xe_012250-T1
OG0002301	XP_020899320.1	Xe_021541-T1
OG0002303	XP_020899365.2	Xe_010013-T1
OG0002304	XP_028514644.1, XP_020899563.1	Xe_015496-T1
OG0002305	XP_020899570.1	Xe_011732-T1, Xe_014752-T1
OG0002306	XP_020899576.1	Xe_024690-T2, Xe_024692-T1, Xe_024693-T1
OG0002307	XP_020899588.1	Xe_027251-T1, Xe_027560-T1, Xe_027257-T1
OG0002308	XP_020899609.1	Xe_012207-T1, Xe_023969-T1, Xe_012206-T2
OG0002309	XP_020899646.1	Xe_020747-T1, Xe_020748-T1, Xe_020746-T1
OG0002310	XP_020899679.1, XP_028513569.1	Xe_009813-T1
OG0002311	XP_020899712.1	Xe_011378-T1, Xe_011467-T1, Xe_011466-T1
OG0002312	XP_020899714.1, XP_020905799.1	Xe_004826-T1
OG0002313	XP_020905800.1, XP_020899715.1	Xe_004935-T1
OG0002315	XP_028514516.1, XP_020899728.1, XP_028514667.1	Xe_005121-T1
OG0002317	XP_028515579.1, XP_020899745.1	Xe_019902-T1, Xe_019905-T1
OG0002318	XP_020899764.1	Xe_009382-T1, Xe_023850-T1, Xe_009414-T1
OG0002320	XP_020899899.1, XP_020899887.1	Xe_001114-T1
OG0002322	XP_020899927.1	Xe_010137-T1, Xe_002038-T1
OG0002323	XP_020899959.2	Xe_026994-T2, Xe_026994-T1, Xe_018401-T1
OG0002324	XP_028519213.1, XP_020900066.1	Xe_017178-T1
OG0002325	XP_020900072.1, XP_020910430.1	Xe_005774-T1, Xe_005773-T1
OG0002326	XP_020900104.1	Xe_012150-T1, Xe_012148-T1
OG0002327	XP_028514773.1, XP_020911780.1, XP_020900111.1	Xe_009191-T1
OG0002328	XP_020900113.1	Xe_000410-T1, Xe_001026-T1
OG0002329	XP_020900123.1	Xe_024011-T1, Xe_018231-T1, Xe_024020-T1
OG0002331	XP_020900219.1	Xe_010072-T1, Xe_011810-T1
OG0002332	XP_020900249.1	Xe_012803-T1
OG0002333	XP_020900276.1, XP_028514133.1, XP_020900275.1	Xe_005283-T1
OG0002334	XP_020900295.1, XP_028518848.1	Xe_018788-T1
OG0002335	XP_020900349.1	Xe_016534-T1
OG0002336	XP_020910897.1, XP_020900358.1	Xe_015732-T1
OG0002337	XP_020900392.1	Xe_022011-T1, Xe_022009-T1
OG0002338	XP_020900452.1, XP_020909898.1	Xe_012639-T1, Xe_013194-T1
OG0002339	XP_020900505.1, XP_028518143.1	Xe_020561-T1
OG0002340	XP_020904988.1, XP_028513691.1, XP_020900527.1	Xe_003391-T1
OG0002341	XP_020900570.1	Xe_020896-T1, Xe_020881-T1, Xe_020895-T1
OG0002344	XP_020900652.1	Xe_002215-T1
OG0002348	XP_028519398.1, XP_020900902.1	Xe_013004-T1, Xe_028466-T1
OG0002349	XP_020900939.1, XP_020914526.1, XP_020914525.1	Xe_015663-T1
