Orthogroup	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
OG0020236		XP_048579094.1		
OG0020237		XP_048579118.1		
OG0020238		XP_048579127.1		
OG0020239		XP_048579147.1		
OG0020240		XP_048579192.1		
OG0020241		XP_048579222.1		
OG0020242		XP_048579233.1		
OG0020243		XP_048579256.1		
OG0020244		XP_048579280.1		
OG0020245		XP_048579283.1		
OG0020246		XP_048579305.1		
OG0020247		XP_048579335.1		
OG0020248		XP_048579337.1		
OG0020249		XP_048579342.1		
OG0020250		XP_048579346.1		
OG0020251		XP_048579347.1		
OG0020252		XP_048579348.1		
OG0020253		XP_048579349.1		
OG0020254		XP_048579350.1		
OG0020255		XP_048579351.1		
OG0020256		XP_048579352.1		
OG0020257		XP_048579353.1		
OG0020258		XP_048579354.1		
OG0020259		XP_048579355.1		
OG0020260		XP_048579361.1		
OG0020261		XP_048579407.1		
OG0020262		XP_048579473.1		
OG0020263		XP_048579518.1		
OG0020264		XP_048579526.1		
OG0020265		XP_048579555.1		
OG0020266		XP_048579570.1		
OG0020267		XP_048579610.1		
OG0020268		XP_048579611.1		
OG0020269		XP_048579617.1		
OG0020270		XP_048579665.1		
OG0020271		XP_048579732.1		
OG0020272		XP_048579808.1		
OG0020273		XP_048579843.1		
OG0020274		XP_048579846.1		
OG0020275		XP_048579891.1		
OG0020276		XP_048579908.1		
OG0020277		XP_048579985.1		
OG0020278		XP_048579989.1		
OG0020279		XP_048580026.1		
OG0020280		XP_048580032.1		
OG0020281		XP_048580088.1		
OG0020282		XP_048580096.1		
OG0020283		XP_048580121.1		
OG0020284		XP_048580143.1		
OG0020285		XP_048580155.1		
OG0020286		XP_048580202.1		
OG0020287		XP_048580220.1		
OG0020288		XP_048580234.1		
OG0020289		XP_048580247.1		
OG0020290		XP_048580305.1		
OG0020291		XP_048580320.1		
OG0020292		XP_048580325.1		
OG0020293		XP_048580328.1		
OG0020294		XP_048580339.1		
OG0020295		XP_048580340.1		
OG0020296		XP_048580342.1		
OG0020297		XP_048580357.1		
OG0020298		XP_048580376.1		
OG0020299		XP_048580380.1		
OG0020300		XP_048580400.1		
OG0020301		XP_048580405.1		
OG0020302		XP_048580413.1		
OG0020303		XP_048580418.1		
OG0020304		XP_048580439.1		
OG0020305		XP_048580444.1		
OG0020306		XP_048580447.1		
OG0020307		XP_048580449.1		
OG0020308		XP_048580527.1		
OG0020309		XP_048580536.1		
OG0020310		XP_048580550.1		
OG0020311		XP_048580555.1		
OG0020312		XP_048580615.1		
OG0020313		XP_048580623.1		
OG0020314		XP_048580624.1		
OG0020315		XP_048580625.1		
OG0020316		XP_048580630.1		
OG0020317		XP_048580688.1		
OG0020318		XP_048580709.1		
OG0020319		XP_048580759.1		
OG0020320		XP_048580809.1		
OG0020321		XP_048580838.1		
OG0020322		XP_048580877.1		
OG0020323		XP_048580979.1		
OG0020324		XP_048581006.1		
OG0020325		XP_048581040.1		
OG0020326		XP_048581135.1		
OG0020327		XP_048581141.1		
OG0020328		XP_048581150.1		
OG0020329		XP_048581163.1		
OG0020330		XP_048581180.1		
OG0020331		XP_048581190.1		
OG0020332		XP_048581201.1		
OG0020333		XP_048581250.1		
OG0020334		XP_048581254.1		
OG0020335		XP_048581258.1		
OG0020336		XP_048581259.1		
OG0020337		XP_048581262.1		
OG0020338		XP_048581264.1		
OG0020339		XP_048581272.1		
OG0020340		XP_048581297.1		
OG0020341		XP_048581318.1		
OG0020342		XP_048581320.1		
OG0020343		XP_048581359.1		
OG0020344		XP_048581360.1		
OG0020345		XP_048581368.1		
OG0020346		XP_048581371.1		
OG0020347		XP_048581381.1		
OG0020348		XP_048581391.1		
OG0020349		XP_048581394.1		
OG0020350		XP_048581410.1		
OG0020351		XP_048581414.1		
OG0020352		XP_048581415.1		
OG0020353		XP_048581422.1		
OG0020354		XP_048581423.1		
OG0020355		XP_048581438.1		
OG0020356		XP_048581462.1		
OG0020357		XP_048581465.1		
OG0020358		XP_048581470.1		
OG0020359		XP_048581492.1		
OG0020360		XP_048581516.1		
OG0020361		XP_048581522.1		
OG0020362		XP_048581541.1		
OG0020363		XP_048581542.1		
OG0020364		XP_048581544.1		
OG0020365		XP_048581597.1		
OG0020366		XP_048581627.1		
OG0020367		XP_048581628.1		
OG0020368		XP_048581629.1		
OG0020369		XP_048581643.1		
OG0020370		XP_048581645.1		
OG0020371		XP_048581664.1		
OG0020372		XP_048581676.1		
OG0020373		XP_048581678.1		
OG0020374		XP_048581729.1		
OG0020375		XP_048581744.1		
OG0020376		XP_048581746.1		
OG0020377		XP_048581766.1		
OG0020378		XP_048581785.1		
OG0020379		XP_048581797.1		
OG0020380		XP_048581840.1		
OG0020381		XP_048581863.1		
OG0020382		XP_048581883.1		
OG0020383		XP_048581912.1		
OG0020384		XP_048582030.1		
OG0020385		XP_048582045.1		
OG0020386		XP_048582046.1		
OG0020387		XP_048582047.1		
OG0020388		XP_048582053.1		
OG0020389		XP_048582078.1		
OG0020390		XP_048582082.1		
OG0020391		XP_048582088.1		
OG0020392		XP_048582091.1		
OG0020393		XP_048582096.1		
OG0020394		XP_048582104.1		
OG0020395		XP_048582109.1		
OG0020396		XP_048582124.1		
OG0020397		XP_048582147.1		
OG0020398		XP_048582155.1		
OG0020399		XP_048582156.1		
OG0020400		XP_048582165.1		
OG0020401		XP_048582169.1		
OG0020402		XP_048582186.1		
OG0020403		XP_048582192.1		
OG0020404		XP_048582224.1		
OG0020405		XP_048582238.1		
OG0020406		XP_048582249.1		
OG0020407		XP_048582281.1		
OG0020408		XP_048582309.1		
OG0020409		XP_048582322.1		
OG0020410		XP_048582406.1		
OG0020411		XP_048582447.1		
OG0020412		XP_048582456.1		
OG0020413		XP_048582459.1		
OG0020414		XP_048582470.1		
OG0020415		XP_048582505.1		
OG0020416		XP_048582628.1		
OG0020417		XP_048582635.1		
OG0020418		XP_048582644.1		
OG0020419		XP_048582650.1		
OG0020420		XP_048582662.1		
OG0020421		XP_048582687.1		
OG0020422		XP_048582691.1		
OG0020423		XP_048582700.1		
OG0020424		XP_048582728.1		
OG0020425		XP_048582759.1		
OG0020426		XP_048582766.1		
OG0020427		XP_048582776.1		
OG0020428		XP_048582786.1		
OG0020429		XP_048582828.1		
OG0020430		XP_048582918.1		
OG0020431		XP_048582919.1		
OG0020432		XP_048582925.1		
OG0020433		XP_048582935.1		
OG0020434		XP_048582936.1		
OG0020435		XP_048582952.1		
OG0020436		XP_048583012.1		
OG0020437		XP_048583033.1		
OG0020438		XP_048583053.1		
OG0020439		XP_048583107.1		
OG0020440		XP_048583123.1		
OG0020441		XP_048583172.1		
OG0020442		XP_048583197.1		
OG0020443		XP_048583204.1		
OG0020444		XP_048583210.1		
OG0020445		XP_048583224.1		
OG0020446		XP_048583225.1		
OG0020447		XP_048583226.1		
OG0020448		XP_048583243.1		
OG0020449		XP_048583246.1		
OG0020450		XP_048583265.1		
OG0020451		XP_048583274.1		
OG0020452		XP_048583314.1		
OG0020453		XP_048583337.1		
OG0020454		XP_048583355.1		
OG0020455		XP_048583407.1		
OG0020456		XP_048583466.1		
OG0020457		XP_048583536.1		
OG0020458		XP_048583595.1		
OG0020459		XP_048583609.1		
OG0020460		XP_048583649.1		
OG0020461		XP_048583677.1		
OG0020462		XP_048583725.1		
OG0020463		XP_048583759.1		
OG0020464		XP_048583767.1		
OG0020465		XP_048583780.1		
OG0020466		XP_048583802.1		
OG0020467		XP_048583866.1		
OG0020468		XP_048583884.1		
OG0020469		XP_048583890.1		
OG0020470		XP_048583897.1		
OG0020471		XP_048583899.1		
OG0020472		XP_048583903.1		
OG0020473		XP_048583905.1		
OG0020474		XP_048583912.1		
OG0020475		XP_048583919.1		
OG0020476		XP_048583933.1		
OG0020477		XP_048583934.1		
OG0020478		XP_048583935.1		
OG0020479		XP_048583938.1		
OG0020480		XP_048583948.1		
OG0020481		XP_048583956.1		
OG0020482		XP_048583957.1		
OG0020483		XP_048583964.1		
OG0020484		XP_048583978.1		
OG0020485		XP_048583996.1		
OG0020486		XP_048584006.1		
OG0020487		XP_048584088.1		
OG0020488		XP_048584131.1		
OG0020489		XP_048584159.1		
OG0020490		XP_048584221.1		
OG0020491		XP_048584268.1		
OG0020492		XP_048584272.1		
OG0020493		XP_048584290.1		
OG0020494		XP_048584363.1		
OG0020495		XP_048584364.1		
OG0020496		XP_048584365.1		
OG0020497		XP_048584370.1		
OG0020498		XP_048584392.1		
OG0020499		XP_048584410.1		
OG0020500		XP_048584414.1		
OG0020501		XP_048584419.1		
OG0020502		XP_048584491.1		
OG0020503		XP_048584541.1		
OG0020504		XP_048584549.1		
OG0020505		XP_048584605.1		
OG0020506		XP_048584636.1		
OG0020507		XP_048584682.1		
OG0020508		XP_048584749.1		
OG0020509		XP_048584825.1		
OG0020510		XP_048584836.1		
OG0020511		XP_048584852.1		
OG0020512		XP_048584855.1		
OG0020513		XP_048584861.1		
OG0020514		XP_048584862.1		
OG0020515		XP_048584874.1		
OG0020516		XP_048584876.1		
OG0020517		XP_048584878.1		
OG0020518		XP_048584885.1		
OG0020519		XP_048584886.1		
OG0020520		XP_048584896.1		
OG0020521		XP_048584900.1		
OG0020522		XP_048584901.1		
OG0020523		XP_048584902.1		
OG0020524		XP_048584908.1		
OG0020525		XP_048584911.1		
OG0020526		XP_048584920.1		
OG0020527		XP_048584927.1		
OG0020528		XP_048584928.1		
OG0020529		XP_048584939.1		
OG0020530		XP_048584940.1		
OG0020531		XP_048584941.1		
OG0020532		XP_048584943.1		
OG0020533		XP_048584944.1		
OG0020534		XP_048584946.1		
OG0020535		XP_048585057.1		
OG0020536		XP_048585078.1		
OG0020537		XP_048585115.1		
OG0020538		XP_048585137.1		
OG0020539		XP_048585159.1		
OG0020540		XP_048585173.1		
OG0020541		XP_048585177.1		
OG0020542		XP_048585178.1		
OG0020543		XP_048585185.1		
OG0020544		XP_048585188.1		
OG0020545		XP_048585226.1		
OG0020546		XP_048585231.1		
OG0020547		XP_048585249.1		
OG0020548		XP_048585262.1		
OG0020549		XP_048585292.1		
OG0020550		XP_048585300.1		
OG0020551		XP_048585316.1		
OG0020552		XP_048585317.1		
OG0020553		XP_048585318.1		
OG0020554		XP_048585321.1		
OG0020555		XP_048585349.1		
OG0020556		XP_048585362.1		
OG0020557		XP_048585370.1		
OG0020558		XP_048585372.1		
OG0020559		XP_048585409.1		
OG0020560		XP_048585419.1		
OG0020561		XP_048585433.1		
OG0020562		XP_048585453.1		
OG0020563		XP_048585456.1		
OG0020564		XP_048585480.1		
OG0020565		XP_048585500.1		
OG0020566		XP_048585526.1		
OG0020567		XP_048585559.1		
OG0020568		XP_048585617.1		
OG0020569		XP_048585622.1		
OG0020570		XP_048585637.1		
OG0020571		XP_048585690.1		
OG0020572		XP_048585724.1		
OG0020573		XP_048585763.1		
OG0020574		XP_048585791.1		
OG0020575		XP_048585893.1		
OG0020576		XP_048585990.1		
OG0020577		XP_048586070.1		
OG0020578		XP_048586074.1		
OG0020579		XP_048586119.1		
OG0020580		XP_048586120.1		
OG0020581		XP_048586121.1		
OG0020582		XP_048586123.1		
OG0020583		XP_048586148.1		
OG0020584		XP_048586150.1		
OG0020585		XP_048586159.1		
OG0020586		XP_048586162.1		
OG0020587		XP_048586166.1		
OG0020588		XP_048586170.1		
OG0020589		XP_048586177.1		
OG0020590		XP_048586178.1		
OG0020591		XP_048586189.1		
OG0020592		XP_048586191.1		
OG0020593		XP_048586195.1		
OG0020594		XP_048586196.1		
OG0020595		XP_048586197.1		
OG0020596		XP_048586213.1		
OG0020597		XP_048586218.1		
OG0020598		XP_048586229.1		
OG0020599		XP_048586238.1		
OG0020600		XP_048586262.1		
OG0020601		XP_048586286.1		
OG0020602		XP_048586289.1		
OG0020603		XP_048586290.1		
OG0020604		XP_048586304.1		
OG0020605		XP_048586306.1		
OG0020606		XP_048586326.1		
OG0020607		XP_048586331.1		
OG0020608		XP_048586425.1		
OG0020609		XP_048586439.1		
OG0020610		XP_048586456.1		
OG0020611		XP_048586473.1		
OG0020612		XP_048586479.1		
OG0020613		XP_048586488.1		
OG0020614		XP_048586518.1		
OG0020615		XP_048586551.1		
OG0020616		XP_048586561.1		
OG0020617		XP_048586589.1		
OG0020618		XP_048586609.1		
OG0020619		XP_048586620.1		
OG0020620		XP_048586626.1		
OG0020621		XP_048586627.1		
OG0020622		XP_048586628.1		
OG0020623		XP_048586634.1		
OG0020624		XP_048586638.1		
OG0020625		XP_048586642.1		
OG0020626		XP_048586646.1		
OG0020627		XP_048586674.1		
OG0020628		XP_048586695.1		
OG0020629		XP_048586702.1		
OG0020630		XP_048586706.1		
OG0020631		XP_048586763.1		
OG0020632		XP_048586765.1		
OG0020633		XP_048586770.1		
OG0020634		XP_048586782.1		
OG0020635		XP_048586795.1		
OG0020636		XP_048586800.1		
OG0020637		XP_048586803.1		
OG0020638		XP_048586887.1		
OG0020639		XP_048586938.1		
OG0020640		XP_048586988.1		
OG0020641		XP_048587019.1		
OG0020642		XP_048587022.1		
OG0020643		XP_048587026.1		
OG0020644		XP_048587046.1		
OG0020645		XP_048587050.1		
OG0020646		XP_048587054.1		
OG0020647		XP_048587058.1		
OG0020648		XP_048587062.1		
OG0020649		XP_048587159.1		
OG0020650		XP_048587170.1		
OG0020651		XP_048587204.1		
OG0020652		XP_048587214.1		
OG0020653		XP_048587219.1		
OG0020654		XP_048587237.1		
OG0020655		XP_048587249.1		
OG0020656		XP_048587262.1		
OG0020657		XP_048587311.1		
OG0020658		XP_048587326.1		
OG0020659		XP_048587331.1		
OG0020660		XP_048587360.1		
OG0020661		XP_048587365.1		
OG0020662		XP_048587368.1		
OG0020663		XP_048587369.1		
OG0020664		XP_048587433.1		
OG0020665		XP_048587452.1		
OG0020666		XP_048587461.1		
OG0020667		XP_048587464.1		
OG0020668		XP_048587470.1		
OG0020669		XP_048587484.1		
OG0020670		XP_048587488.1		
OG0020671		XP_048587490.1		
OG0020672		XP_048587503.1		
OG0020673		XP_048587516.1		
OG0020674		XP_048587520.1		
OG0020675		XP_048587521.1		
OG0020676		XP_048587522.1		
OG0020677		XP_048587524.1		
OG0020678		XP_048587545.1		
OG0020679		XP_048587597.1		
OG0020680		XP_048587604.1		
OG0020681		XP_048587632.1		
OG0020682		XP_048587639.1		
OG0020683		XP_048587643.1		
OG0020684		XP_048587660.1		
OG0020685		XP_048587669.1		
OG0020686		XP_048587680.1		
OG0020687		XP_048587698.1		
OG0020688		XP_048587714.1		
OG0020689		XP_048587729.1		
OG0020690		XP_048587765.1		
OG0020691		XP_048587777.1		
OG0020692		XP_048587780.1		
OG0020693		XP_048587815.1		
OG0020694		XP_048587817.1		
OG0020695		XP_048587820.1		
OG0020696		XP_048587823.1		
OG0020697		XP_048587831.1		
OG0020698		XP_048587832.1		
OG0020699		XP_048587855.1		
OG0020700		XP_048587863.1		
OG0020701		XP_048587929.1		
OG0020702		XP_048587952.1		
OG0020703		XP_048587955.1		
OG0020704		XP_048588023.1		
OG0020705		XP_048588036.1		
OG0020706		XP_048588086.1		
OG0020707		XP_048588139.1		
OG0020708		XP_048588158.1		
OG0020709		XP_048588161.1		
OG0020710		XP_048588222.1		
OG0020711		XP_048588240.1		
OG0020712		XP_048588279.1		
OG0020713		XP_048588311.1		
OG0020714		XP_048588318.1		
OG0020715		XP_048588322.1		
OG0020716		XP_048588334.1		
OG0020717		XP_048588380.1		
OG0020718		XP_048588406.1		
OG0020719		XP_048588407.1		
OG0020720		XP_048588409.1		
OG0020721		XP_048588422.1		
OG0020722		XP_048588435.1		
OG0020723		XP_048588502.1		
OG0020724		XP_048588587.1		
OG0020725		XP_048588648.1		
OG0020726		XP_048588673.1		
OG0020727		XP_048588757.1		
OG0020728		XP_048588804.1		
OG0020729		XP_048588815.1		
OG0020730		XP_048588826.1		
OG0020731		XP_048588862.1		
OG0020732		XP_048588866.1		
OG0020733		XP_048588869.1		
OG0020734		XP_048588876.1		
OG0020735		XP_048588885.1		
OG0020736		XP_048588903.1		
OG0020737		XP_048588943.1		
OG0020738		XP_048588971.1		
OG0020739		XP_048588989.1		
OG0020740		XP_048588993.1		
OG0020741		XP_048589002.1		
OG0020742		XP_048589029.1		
OG0020743		XP_048589036.1		
OG0020744		XP_048589185.1		
OG0020745		XP_048589249.1		
OG0020746		XP_048589254.1		
OG0020747		XP_048589268.1		
OG0020748		XP_048589302.1		
OG0020749		XP_048589347.1		
OG0020750		XP_048589374.1		
OG0020751		XP_048589404.1		
OG0020752		XP_048589418.1		
OG0020753		XP_048589423.1		
OG0020754		XP_048589432.1		
OG0020755		XP_048589440.1		
OG0020756		XP_048589441.1		
OG0020757		XP_048589443.1		
OG0020758		XP_048589457.1		
OG0020759		XP_048589458.1		
OG0020760		XP_048589459.1		
OG0020761		XP_048589463.1		
OG0020762		XP_048589496.1		
OG0020763		XP_048589512.1		
OG0020764		XP_048589513.1		
OG0020765		XP_048589514.1		
OG0020766		XP_048589515.1		
OG0020767		XP_048589516.1		
OG0020768		XP_048589517.1		
OG0020769		XP_048589520.1		
OG0020770		XP_048589522.1		
OG0020771		XP_048589530.1		
OG0020772		XP_048589553.1		
OG0020773		XP_048589578.1		
OG0020774		XP_048589592.1		
OG0020775		XP_048589594.1		
OG0020776		XP_048589598.1		
OG0020777		XP_048589635.1		
OG0020778		XP_048589638.1		
OG0020779		XP_048589657.1		
OG0020780		XP_048589671.1		
OG0020781		XP_048589680.1		
OG0020782		XP_048589723.1		
OG0020783		XP_048589729.1		
OG0020784		XP_048589741.1		
OG0020785		XP_048589771.1		
OG0020786		XP_048589782.1		
OG0020787		XP_048589832.1		
OG0020788		XP_048589834.1		
OG0020789		XP_048589835.1		
OG0020790		XP_048589836.1		
OG0020791		XP_048589838.1		
OG0020792		XP_048589864.1		
OG0020793		XP_048589872.1		
OG0020794		XP_048589880.1		
OG0020795		XP_048589934.1		
OG0020796		XP_048589954.1		
OG0020797		XP_048589958.1		
OG0020798		XP_048589967.1		
OG0020799		XP_048589968.1		
OG0020800		XP_048589991.1		
OG0020801		XP_048590008.1		
OG0020802		XP_048590025.1		
OG0020803		XP_048590043.1		
OG0020804		XP_048590055.1		
OG0020805		XP_048590089.1		
OG0020806		XP_048590107.1		
OG0020807		XP_048590142.1		
OG0020808		XP_048590211.1		
OG0020809		XP_048590213.1		
OG0020810		XP_048590239.1		
OG0020811		XP_048590282.1		
OG0020812		XP_048590287.1		
OG0020813		XP_048590290.1		
OG0020814		XP_048590311.1		
OG0020815		XP_048590372.1		
OG0020816		XP_048590373.1		
OG0020817		XP_048590386.1		
OG0020818		XP_048590391.1		
OG0020819		XP_048590419.1		
OG0020820		XP_048590465.1		
OG0020821		XP_048590471.1		
OG0020822		XP_048590482.1		
OG0020823		XP_048590483.1		
OG0020824		XP_048590492.1		
OG0020825		XP_048590506.1		
OG0020826		XP_048590516.1		
OG0020827		XP_048590519.1		
OG0020828		XP_048590530.1		
OG0020829		XP_048590531.1		
OG0020830		XP_048590543.1		
OG0020831		XP_048590551.1		
OG0020832		XP_048590554.1		
OG0020833		XP_048590576.1		
OG0020834		XP_048590610.1		
OG0020835		XP_048590622.1		
OG0020836		XP_048590630.1		
OG0020837		XP_048590648.1		
OG0020838		XP_048590674.1		
OG0020839			XP_022777436.1	
OG0020840			XP_022777447.1	
OG0020841			XP_022777475.1	
OG0020842			XP_022777493.1	
OG0020843			XP_022777533.1	
OG0020844			XP_022777543.1	
OG0020845			XP_022777544.1	
OG0020846			XP_022777561.1	
OG0020847			XP_022777563.1	
OG0020848			XP_022777598.1	
OG0020849			XP_022777603.1	
OG0020850			XP_022777614.1	
OG0020851			XP_022777620.1	
OG0020852			XP_022777621.1	
OG0020853			XP_022777624.1	
OG0020854			XP_022777652.1	
OG0020855			XP_022777665.1	
OG0020856			XP_022777724.1	
OG0020857			XP_022777727.1	
OG0020858			XP_022777737.1	
OG0020859			XP_022777744.1	
OG0020860			XP_022777748.1	
OG0020861			XP_022777755.1	
OG0020862			XP_022777785.1	
OG0020863			XP_022777805.1	
OG0020864			XP_022777806.1	
OG0020865			XP_022777807.1	
OG0020866			XP_022777843.1	
OG0020867			XP_022777846.1	
OG0020868			XP_022777847.1	
OG0020869			XP_022777864.1	
OG0020870			XP_022777872.1	
OG0020871			XP_022777876.1	
OG0020872			XP_022777905.1	
OG0020873			XP_022777922.1	
OG0020874			XP_022777932.1	
OG0020875			XP_022777938.1	
OG0020876			XP_022777944.1	
OG0020877			XP_022777945.1	
OG0020878			XP_022777962.1	
OG0020879			XP_022777967.1	
OG0020880			XP_022777979.1	
OG0020881			XP_022777980.1	
OG0020882			XP_022777985.1	
OG0020883			XP_022777991.1	
OG0020884			XP_022778013.1	
OG0020885			XP_022778022.1	
OG0020886			XP_022778026.1	
OG0020887			XP_022778028.1	
OG0020888			XP_022778038.1	
OG0020889			XP_022778039.1	
OG0020890			XP_022778041.1	
OG0020891			XP_022778052.1	
OG0020892			XP_022778054.1	
OG0020893			XP_022778057.1	
OG0020894			XP_022778088.1	
OG0020895			XP_022778101.1	
OG0020896			XP_022778102.1	
OG0020897			XP_022778103.1	
OG0020898			XP_022778107.1	
OG0020899			XP_022778112.1	
OG0020900			XP_022778115.1	
OG0020901			XP_022778120.1	
OG0020902			XP_022778121.1	
OG0020903			XP_022778122.1	
OG0020904			XP_022778124.1	
OG0020905			XP_022778139.1	
OG0020906			XP_022778144.1	
OG0020907			XP_022778145.1	
OG0020908			XP_022778146.1	
OG0020909			XP_022778147.1	
OG0020910			XP_022778148.1	
OG0020911			XP_022778149.1	
OG0020912			XP_022778151.1	
OG0020913			XP_022778153.1	
OG0020914			XP_022778164.1	
OG0020915			XP_022778186.1	
OG0020916			XP_022778198.1	
