Orthogroup	nvec_longest_isoform	xenia_longest_isoforms
OG0002549	XP_048585225.1	Xe_024254-T1
OG0002550	XP_001639310.2	Xe_007858-T1, Xe_007848-T1, Xe_007859-T1
OG0002552	XP_032235659.2	Xe_014923-T1, Xe_014915-T2
OG0002553	XP_048577766.1, XP_001630816.1	Xe_018469-T1
OG0002554	XP_048589697.1, XP_048589113.1	Xe_014500-T2
OG0002558	XP_048590342.1	Xe_002448-T1
OG0002559	XP_032242128.2	Xe_015246-T1, Xe_015253-T1
OG0002560	XP_001641692.3, XP_048582901.1, XP_048582903.1	Xe_015430-T1
OG0002561	XP_032238064.2	Xe_021107-T1, Xe_022306-T1
OG0002562	XP_001640219.3	Xe_001796-T1
OG0002565	XP_001633149.1	Xe_022428-T1, Xe_022773-T1, Xe_022685-T1
OG0002566	XP_032230282.1	Xe_007998-T1, Xe_008007-T1, Xe_008004-T1
OG0002569	XP_001641680.2, XP_048590214.1	Xe_001297-T1
OG0002570	XP_001630551.2	Xe_020897-T1, Xe_020882-T1
OG0002571	XP_032233147.1	Xe_000534-T2
OG0002572	XP_048579308.1	Xe_000913-T1
OG0002574	XP_001629647.2	Xe_014444-T1, Xe_003375-T1
OG0002575	XP_001641544.2	Xe_000628-T1, Xe_000658-T1, Xe_000629-T1
OG0002576	XP_048589044.1	Xe_015182-T1
OG0002579	XP_001634850.2, XP_032220673.2	Xe_013771-T1
OG0002580	XP_001639087.2, XP_048589582.1	Xe_027439-T1
OG0002581	XP_032230610.1	Xe_021600-T1
OG0002581	XP_048581125.1	Xe_015839-T1
OG0002582	XP_001638783.3	Xe_011240-T1
OG0002583	XP_048583400.1	Xe_011871-T1
OG0002585	XP_032220695.2, XP_032234258.1	Xe_013812-T1
OG0002587	XP_032223103.2, XP_032228170.2	Xe_004729-T2
OG0002589	XP_001636706.2, XP_048583027.1	Xe_019406-T1
OG0002590	XP_048585143.1	Xe_023878-T1, Xe_017416-T1, Xe_022438-T1
OG0002591	XP_048589617.1, XP_032219927.2	Xe_015109-T1
OG0002592	XP_048576162.1	Xe_003393-T1
OG0002595	XP_001623691.3	Xe_011989-T1, Xe_011993-T1
OG0002596	XP_032219121.2	Xe_017756-T1, Xe_017768-T1, Xe_017746-T1
OG0002597	XP_048586217.1, XP_001640183.1	Xe_001047-T1
OG0002599	XP_001633932.2	Xe_004709-T1
OG0002600	XP_048582541.1	Xe_004530-T1, Xe_004528-T1
OG0002602	XP_001624201.1	Xe_002324-T1
OG0002603	XP_048587633.1, XP_048587634.1, XP_048587625.1	Xe_008022-T1
OG0002604	XP_001639268.1	Xe_007507-T1
OG0002605	XP_032240857.2	Xe_023219-T1, Xe_023215-T1, Xe_007515-T1
OG0002606	XP_001628585.2	Xe_007405-T1
OG0002607	XP_048575856.1	Xe_018783-T1
OG0002608	XP_001627412.2	Xe_026562-T1, Xe_012957-T1
OG0002610	XP_001630467.2	Xe_014449-T1
OG0002610	XP_001627628.2	Xe_000571-T1
OG0002612	XP_048580918.1, XP_032223440.1	Xe_012632-T4
OG0002613	XP_001624119.1	Xe_012235-T1
OG0002614	XP_048586497.1, XP_048586496.1, XP_032237081.1	Xe_005381-T1
OG0002615	XP_001637051.3	Xe_021679-T1
OG0002616	XP_032242980.1	Xe_021605-T1
OG0002617	XP_032233922.2, XP_048584207.1	Xe_009949-T1, Xe_009950-T1
OG0002618	XP_001640922.1	Xe_009627-T1
OG0002619	XP_032235023.2	Xe_025389-T1, Xe_009874-T1, Xe_025390-T1
OG0002620	XP_032222403.1	Xe_009342-T1, Xe_009313-T1, Xe_009314-T1
OG0002623	XP_001631412.3, XP_032218570.1	Xe_015300-T1
OG0002624	XP_032229937.1	Xe_008637-T1
OG0002625	XP_001627872.2	Xe_007997-T1, Xe_008003-T1
OG0002626	XP_048590182.1	Xe_003368-T1, Xe_003367-T1
OG0002628	XP_032231940.2	Xe_006294-T1
OG0002629	XP_001625428.1	Xe_016091-T1
OG0002630	XP_032222075.2	Xe_013821-T1
OG0002631	XP_048580390.1	Xe_009936-T1, Xe_028685-T1
OG0002633	XP_032239193.2, XP_001633995.2	Xe_004504-T1
OG0002634	XP_001625279.3	Xe_022522-T1, Xe_012543-T1
OG0002635	XP_032241717.1	Xe_000962-T1
OG0002637	XP_032240882.2, XP_001637984.3	Xe_005298-T1
OG0002638	XP_048576653.1	Xe_005360-T1
OG0002639	XP_001638827.2	Xe_011799-T1, Xe_011801-T1, Xe_011800-T1
OG0002640	XP_032235614.1	Xe_023672-T1, Xe_023462-T1, Xe_023461-T1
OG0002641	XP_032226808.2	Xe_013144-T1, Xe_013247-T1
OG0002642	XP_048577730.1, XP_001638775.1	Xe_010913-T1, Xe_014332-T1
OG0002643	XP_048590169.1	Xe_002479-T1
OG0002647	XP_001628716.2, XP_001628342.2	Xe_009003-T1
OG0002648	XP_032233047.2	Xe_010737-T1, Xe_010739-T1
OG0002649	XP_048584966.1	Xe_004256-T1, Xe_004204-T1, Xe_004161-T1
OG0002650	XP_001640223.2	Xe_003378-T1, Xe_003377-T1
OG0002651	XP_048583374.1, XP_032228808.2	Xe_003116-T1
OG0002652	XP_048584369.1	Xe_003909-T1, Xe_003908-T1
OG0002653	XP_032226437.2	Xe_011797-T1, Xe_011798-T1, Xe_011796-T1
OG0002656	XP_048579174.1	Xe_023908-T1, Xe_025053-T1, Xe_022091-T1
OG0002657	XP_001635369.1	Xe_014568-T1, Xe_014570-T1, Xe_014566-T1
OG0002658	XP_032222493.1	Xe_023137-T1, Xe_015818-T1, Xe_008356-T1
OG0002660	XP_048587211.1, XP_048585241.1	Xe_008539-T1, Xe_008606-T1
OG0002661	XP_048584997.1	Xe_003710-T1, Xe_003789-T1
OG0002662	XP_001619124.3	Xe_022711-T1, Xe_022713-T2
OG0002663	XP_032241468.2, XP_032236950.1	Xe_010068-T1
OG0002667	XP_048582974.1, XP_048582978.1	Xe_000185-T1
OG0002669	XP_032242082.2	Xe_003402-T1
OG0002670	XP_032218232.2, XP_032218229.2, XP_048580291.1	Xe_012847-T1
OG0002671	XP_032221291.2	Xe_000342-T1
OG0002672	XP_032238894.1	Xe_008217-T1, Xe_008212-T1
OG0002673	XP_048586949.1, XP_048586950.1	Xe_007818-T1
OG0002674	XP_048587766.1	Xe_008029-T1
OG0002675	XP_032231813.2	Xe_027596-T1, Xe_027499-T1
OG0002677	XP_032241987.2	Xe_004302-T1, Xe_004126-T1, Xe_004125-T1
OG0002678	XP_032233873.1	Xe_009900-T1, Xe_009899-T1
OG0002681	XP_048575650.1, XP_048586604.1, XP_048577281.1, XP_048587916.1	Xe_028901-T1
OG0002683	XP_032242307.1	Xe_019732-T1, Xe_019854-T1, Xe_000239-T1
OG0002684	XP_032225171.1, XP_001622275.2	Xe_005035-T1
OG0002685	XP_048578567.1, XP_032234740.2	Xe_008612-T2
OG0002688	XP_001639007.3	Xe_000338-T1, Xe_028056-T1, Xe_028058-T1
OG0002689	XP_032234017.2, XP_032231043.1	Xe_023113-T1
OG0002690	XP_048586731.1, XP_032219543.2	Xe_012339-T1
OG0002692	XP_032226074.1	Xe_022057-T1, Xe_022055-T1, Xe_022052-T1
OG0002694	XP_048576099.1	Xe_003585-T1
OG0002695	XP_048584751.1	Xe_024706-T1, Xe_024708-T2, Xe_024708-T1
OG0002696	XP_048586732.1	Xe_011735-T1
OG0002697	XP_001636873.3	Xe_021177-T1
OG0002698	XP_048582385.1	Xe_004402-T1
OG0002699	XP_032232417.1	Xe_021168-T1
OG0002700	XP_032233651.1	Xe_021418-T2, Xe_021418-T1
OG0002701	XP_048585857.1, XP_032241406.1	Xe_001272-T1
OG0002720	XP_032223614.2	Xe_008155-T1, Xe_015646-T1, Xe_025412-T1, Xe_021387-T1
OG0002722	XP_032225801.2	Xe_001840-T1, Xe_015204-T1, Xe_020080-T1, Xe_028988-T1, Xe_024987-T1
OG0002724	XP_032226627.1	Xe_004635-T1, Xe_004630-T1
OG0002725	XP_032229619.1	Xe_005999-T1, Xe_000460-T1, Xe_000458-T1, Xe_005997-T1, Xe_005998-T1
OG0002736	XP_048588501.1, XP_048588514.1, XP_048588515.1, XP_048588521.1	Xe_020093-T1
OG0002738	XP_048589931.1	Xe_027755-T1, Xe_027717-T1, Xe_027695-T1, Xe_027830-T1, Xe_002416-T1
OG0002850	XP_032219813.1	Xe_025202-T1
OG0002851	XP_048590412.1	Xe_002435-T1
OG0002852	XP_032222225.2	Xe_009779-T1
OG0002853	XP_048575393.1, XP_032226655.2	Xe_011966-T1
OG0002854	XP_048586102.1	Xe_000744-T1
OG0002855	XP_048586562.1	Xe_011780-T1
OG0002856	XP_001638857.1	Xe_015556-T1
OG0002857	XP_048585686.1	Xe_012422-T1
OG0002859	XP_032221823.2	Xe_012248-T1
OG0002860	XP_048590280.1, XP_001638506.1	Xe_002373-T1
OG0002861	XP_001629594.3	Xe_013000-T1
OG0002863	XP_048583418.1	Xe_003097-T1
OG0002864	XP_032242021.1	Xe_003259-T1, Xe_003261-T1
OG0002865	XP_032229888.1	Xe_010004-T1
OG0002866	XP_048583564.1	Xe_003083-T1
OG0002867	XP_032226227.2, XP_048583346.1	Xe_002045-T1
OG0002868	XP_001647515.2	Xe_009704-T1
OG0002869	XP_001641590.1	Xe_009838-T1
OG0002870	XP_001630175.2	Xe_000472-T1
OG0002872	XP_001641170.1	Xe_013862-T2, Xe_013862-T1
OG0002874	XP_048580792.1	Xe_000751-T1
OG0002878	XP_048586007.1	Xe_012344-T1
OG0002879	XP_048584457.1	Xe_013839-T1
OG0002880	XP_032221440.2	Xe_003871-T1
OG0002881	XP_032222152.2	Xe_009638-T1
OG0002882	XP_032220110.1	Xe_008025-T1
OG0002883	XP_001634448.3	Xe_022321-T1
OG0002884	XP_032219985.2	Xe_015927-T1
OG0002885	XP_048578231.1	Xe_010877-T1, Xe_010192-T1
OG0002887	XP_032235426.2	Xe_010744-T1
OG0002888	XP_048577251.1, XP_001630755.3	Xe_022401-T1
OG0002890	XP_001638902.3	Xe_012145-T1
OG0002894	XP_032219617.2, XP_048586254.1	Xe_012144-T1
OG0002895	XP_032232487.2	Xe_012012-T1
OG0002897	XP_032219809.1	Xe_004320-T1, Xe_004234-T1
OG0002898	XP_048587575.1	Xe_007785-T1
OG0002899	XP_048586850.1	Xe_007838-T1
OG0002900	XP_032225769.2	Xe_008643-T1
OG0002901	XP_001622859.3	Xe_008647-T1, Xe_008646-T1
OG0002902	XP_032241282.1	Xe_008445-T1
OG0002903	XP_001627098.2	Xe_008609-T1, Xe_008610-T1
OG0002904	XP_048578393.1	Xe_008462-T1
OG0002905	XP_032237771.1	Xe_008422-T1, Xe_008423-T1
OG0002907	XP_032222159.1	Xe_010104-T1, Xe_025395-T1
OG0002908	XP_048580452.1, XP_048581421.1	Xe_009780-T1
OG0002911	XP_001633474.1	Xe_001373-T1
OG0002912	XP_001633455.2	Xe_000742-T1
OG0002913	XP_048580306.1	Xe_022244-T1
OG0002916	XP_048576703.1	Xe_005936-T1, Xe_005848-T1
OG0002917	XP_048578948.1	Xe_021526-T1
OG0002918	XP_032218283.2, XP_001628869.3	Xe_009791-T1
OG0002919	XP_032241898.1	Xe_007878-T1
OG0002920	XP_048587742.1	Xe_013683-T1
OG0002922	XP_001635649.1	Xe_009252-T1
OG0002923	XP_001626626.3	Xe_005407-T1
OG0002924	XP_032224811.2	Xe_006845-T1
OG0002925	XP_001621952.1	Xe_006844-T1
OG0002926	XP_048579144.1, XP_032231215.2	Xe_024424-T1
OG0002927	XP_001632574.2	Xe_006830-T1
OG0002929	XP_032220507.2	Xe_013069-T1
OG0002930	XP_032220668.1	Xe_015409-T1
OG0002931	XP_048586231.1	Xe_007493-T1
OG0002932	XP_048590007.1	Xe_002827-T1
OG0002934	XP_048585114.1	Xe_023059-T1
OG0002935	XP_048577582.1, XP_032242491.2	Xe_011498-T1
OG0002938	XP_048584472.1	Xe_013055-T1
OG0002939	XP_001627930.1	Xe_020855-T1, Xe_020835-T1
OG0002940	XP_032225336.1	Xe_003595-T1, Xe_003594-T1
OG0002942	XP_048581885.1	Xe_020898-T1, Xe_020883-T1
OG0002943	XP_032229039.1	Xe_004620-T1, Xe_027448-T2
OG0002944	XP_048581856.1	Xe_004619-T1, Xe_027447-T1
OG0002947	XP_032226827.2	Xe_025823-T1
OG0002948	XP_001637105.2	Xe_012604-T1
OG0002949	XP_048589754.1	Xe_001004-T1, Xe_001229-T1
OG0002951	XP_048582396.1	Xe_004968-T1
OG0002952	XP_001629735.1	Xe_004492-T1
OG0002953	XP_048582220.1	Xe_000192-T1
OG0002954	XP_048583074.1	Xe_005045-T1
OG0002956	XP_048582623.1	Xe_004622-T1
OG0002957	XP_001631982.2	Xe_004900-T1
OG0002958	XP_032222550.1	Xe_013987-T1
OG0002959	XP_032238971.1	Xe_015730-T1
OG0002960	XP_032233964.2	Xe_002328-T1
OG0002961	XP_032226872.1	Xe_008158-T1
OG0002962	XP_001630563.1	Xe_021744-T1
OG0002964	XP_032220193.2	Xe_005494-T1
OG0002965	XP_032239989.2	Xe_008877-T1
OG0002968	XP_048579128.1	Xe_008381-T1
OG0002971	XP_048581663.1	Xe_000423-T1, Xe_000421-T1
OG0002972	XP_048576629.1	Xe_005783-T1
OG0002974	XP_032233774.2	Xe_012560-T1
OG0002976	XP_001629553.2, XP_048580983.1	Xe_021665-T1
OG0002977	XP_048576648.1	Xe_007174-T1, Xe_007200-T1
OG0002978	XP_001626828.3, XP_032239257.1	Xe_027266-T1
OG0002980	XP_032225133.2	Xe_014578-T1
OG0002982	XP_001635650.1	Xe_009829-T1
OG0002983	XP_032241162.2	Xe_001092-T1
OG0002985	XP_001641155.3	Xe_022203-T1, Xe_028075-T1
OG0002987	XP_001637461.1	Xe_003078-T1
OG0002988	XP_032242962.1	Xe_021621-T1
OG0002990	XP_032241724.1	Xe_012200-T1
OG0002991	XP_032241732.1	Xe_012061-T1
OG0002992	XP_001638062.2	Xe_005514-T1
OG0002993	XP_032235025.2	Xe_021709-T1
OG0002994	XP_048576485.1	Xe_005227-T1
OG0002995	XP_032238788.1	Xe_006161-T1
OG0002996	XP_001637997.3	Xe_005513-T1
OG0002997	XP_048577125.1	Xe_006984-T1
OG0002998	XP_001623525.1	Xe_006982-T1
OG0002999	XP_048578785.1, XP_048578781.1	Xe_007090-T1
OG0003000	XP_001626007.1	Xe_007049-T1
OG0003002	XP_048580590.1	Xe_012575-T1
OG0003004	XP_048581212.1	Xe_022280-T1
OG0003005	XP_048580985.1	Xe_021901-T1
OG0003006	XP_048582997.1, XP_001622462.3	Xe_005077-T1
OG0003007	XP_048582356.1	Xe_020773-T1
OG0003008	XP_032242266.1	Xe_005014-T1
OG0003009	XP_048583144.1	Xe_004923-T1
OG0003011	XP_048582375.1	Xe_005015-T1
OG0003012	XP_048582173.1	Xe_005081-T1
OG0003013	XP_048587244.1, XP_048584353.1	Xe_000945-T1
OG0003014	XP_032241598.2	Xe_000354-T1
OG0003015	XP_048584521.1	Xe_027996-T1
OG0003016	XP_048589034.1	Xe_014809-T1
OG0003018	XP_001628105.2	Xe_012104-T1
OG0003019	XP_048590217.1	Xe_002740-T3
OG0003022	XP_048590479.1	Xe_002714-T1
OG0003025	XP_001624715.2	Xe_002583-T1
OG0003026	XP_048585505.1	Xe_002314-T1
OG0003027	XP_032237179.1	Xe_012263-T2, Xe_012263-T1
OG0003028	XP_001625918.2	Xe_012149-T2, Xe_012149-T1
OG0003029	XP_001631213.3	Xe_012387-T1
OG0003031	XP_048588184.1	Xe_012122-T1
OG0003032	XP_001631177.1	Xe_012531-T1
OG0003033	XP_048584821.1, XP_048583484.1	Xe_012325-T1
OG0003034	XP_032229222.2	Xe_011818-T1
OG0003035	XP_032230690.1	Xe_007492-T1
OG0003036	XP_001633881.2	Xe_012359-T1
OG0003037	XP_001637778.1	Xe_015871-T1
OG0003038	XP_048589860.1	Xe_015870-T1
OG0003039	XP_048589548.1	Xe_015967-T1
OG0003041	XP_001635036.2	Xe_000712-T2, Xe_000719-T1
OG0003042	XP_001626060.1	Xe_025179-T1
OG0003043	XP_048578269.1	Xe_022180-T1
OG0003044	XP_048580348.1	Xe_009503-T1, Xe_009502-T1
OG0003045	XP_048579837.1	Xe_010015-T1, Xe_028734-T1
OG0003046	XP_048587922.1	Xe_015439-T1
OG0003047	XP_001628904.1	Xe_016287-T1, Xe_016295-T1
OG0003048	XP_001627904.2	Xe_007975-T1
OG0003049	XP_048588452.1	Xe_015077-T1
OG0003051	XP_001638145.2	Xe_027971-T1, Xe_015686-T1
OG0003052	XP_032233773.1	Xe_012570-T1
OG0003053	XP_032225207.2	Xe_002870-T1
OG0003054	XP_048590104.1	Xe_002384-T1
OG0003055	XP_001623156.2	Xe_002678-T1, Xe_002680-T1
OG0003056	XP_001633438.2, XP_032228224.1	Xe_002525-T1
OG0003057	XP_001626116.3	Xe_002674-T1, Xe_025388-T1
OG0003058	XP_048590676.1	Xe_002866-T1
OG0003060	XP_048589956.1	Xe_007779-T1
OG0003061	XP_001633690.1	Xe_002723-T1, Xe_011980-T1
OG0003062	XP_032229759.2	Xe_002753-T1
OG0003063	XP_048590240.1	Xe_002724-T1
OG0003064	XP_048590186.1	Xe_002389-T1
OG0003065	XP_048590714.1	Xe_002477-T1, Xe_002478-T1
OG0003066	XP_001634797.3	Xe_022623-T1, Xe_013083-T1
OG0003067	XP_032240636.2	Xe_012801-T1, Xe_012802-T1
OG0003068	XP_048586284.1	Xe_003284-T1
OG0003069	XP_032225292.1	Xe_011187-T1
OG0003070	XP_048576872.1	Xe_005264-T1
OG0003072	XP_001636876.3	Xe_023476-T1
OG0003073	XP_032217709.2	Xe_003467-T1
OG0003074	XP_001625968.2	Xe_011660-T1, Xe_011657-T1
OG0003076	XP_032229418.2	Xe_012792-T1
OG0003078	XP_001637237.3, XP_001637238.3	Xe_000941-T1
OG0003079	XP_001635691.2	Xe_026615-T1, Xe_009684-T1
OG0003080	XP_048576358.1	Xe_021475-T1
OG0003081	XP_001629936.2	Xe_014669-T1
OG0003082	XP_001639189.1	Xe_014672-T1
OG0003083	XP_032238966.2	Xe_014676-T1
OG0003085	XP_001629955.3	Xe_021756-T1, Xe_021751-T1
OG0003086	XP_032239484.1	Xe_016526-T1
OG0003087	XP_032227355.2	Xe_012924-T1
OG0003088	XP_048578515.1	Xe_014124-T2, Xe_014124-T1
OG0003090	XP_032223513.1	Xe_010916-T1
OG0003091	XP_032228785.2	Xe_011450-T1
OG0003092	XP_032237954.1	Xe_015505-T1
OG0003093	XP_032223626.2	Xe_005100-T1
OG0003094	XP_032239438.2	Xe_000251-T1, Xe_000252-T1
OG0003098	XP_048581984.1	Xe_020729-T1
OG0003099	XP_032220495.1, XP_048586767.1	Xe_000411-T1
OG0003100	XP_048582844.1	Xe_004862-T1
OG0003101	XP_001631757.3, XP_001638003.3	Xe_020377-T1
OG0003104	XP_048579481.1	Xe_000896-T1
OG0003105	XP_032222774.1	Xe_000895-T1
OG0003106	XP_001624275.1	Xe_011257-T1
OG0003107	XP_032218970.2	Xe_002498-T1, Xe_002497-T1
OG0003108	XP_001625866.1	Xe_008392-T1, Xe_021976-T1
OG0003109	XP_001622036.2	Xe_011279-T1
OG0003110	XP_032230071.2	Xe_000369-T1
OG0003111	XP_048585227.1	Xe_010084-T1
OG0003113	XP_032237648.2	Xe_000395-T1
OG0003115	XP_001637206.2	Xe_028806-T1
OG0003116	XP_032226353.2	Xe_000955-T1, Xe_000954-T1
OG0003117	XP_032226358.1, XP_001623404.2	Xe_028813-T1
OG0003118	XP_001628162.3	Xe_000892-T1, Xe_000891-T1
OG0003119	XP_001637883.1	Xe_022033-T1
OG0003121	XP_001635929.3	Xe_010039-T1, Xe_010038-T1
OG0003122	XP_048584696.1	Xe_003299-T1
OG0003124	XP_001640455.1, XP_001628436.1	Xe_014276-T1
OG0003125	XP_001637329.3	Xe_014107-T1, Xe_014108-T1
OG0003126	XP_001637969.3	Xe_009781-T1
OG0003127	XP_032240963.2	Xe_014402-T1
OG0003128	XP_048588907.1	Xe_014078-T1
OG0003129	XP_032241017.2	Xe_014352-T1
OG0003130	XP_032236911.2	Xe_014114-T1
OG0003132	XP_032234319.2	Xe_014081-T1
OG0003134	XP_001638317.2	Xe_021956-T1
OG0003135	XP_032219092.1	Xe_002413-T1
OG0003137	XP_048581306.1	Xe_015864-T1
OG0003138	XP_048584512.1	Xe_013908-T1
OG0003139	XP_001639659.2	Xe_022815-T1, Xe_022836-T1
OG0003140	XP_001641166.2	Xe_013907-T1
OG0003141	XP_048576782.1	Xe_005356-T1
OG0003142	XP_032218498.2	Xe_006295-T1
OG0003143	XP_032218445.1	Xe_005300-T1
OG0003144	XP_001639335.1	Xe_005495-T1
OG0003145	XP_048576671.1	Xe_005299-T1
OG0003149	XP_001625105.1	Xe_012314-T1
OG0003150	XP_032221652.2, XP_048585666.1	Xe_011947-T1
OG0003151	XP_001640606.2	Xe_012395-T1, Xe_012396-T1
OG0003153	XP_048586606.1	Xe_012029-T1, Xe_012046-T1
OG0003154	XP_032218356.1	Xe_021532-T1
OG0003155	XP_048585962.1	Xe_012296-T1, Xe_012297-T1
OG0003156	XP_032237142.1	Xe_027397-T1, Xe_012309-T1
OG0003158	XP_032229010.1	Xe_012049-T1, Xe_028944-T1
OG0003159	XP_032230151.2	Xe_008798-T1
OG0003160	XP_048584988.1	Xe_013036-T1
OG0003161	XP_048585047.1	Xe_013917-T1
OG0003162	XP_032235445.2	Xe_010671-T1, Xe_010357-T1
OG0003163	XP_048576717.1	Xe_007061-T1
OG0003164	XP_032229402.2	Xe_010514-T1
OG0003165	XP_032227715.2	Xe_010838-T1
OG0003166	XP_048576647.1	Xe_012033-T1
OG0003168	XP_032225153.2	Xe_012865-T1
OG0003169	XP_048580505.1	Xe_003335-T1
OG0003170	XP_032221507.2	Xe_003387-T1
OG0003171	XP_001639864.3	Xe_012689-T1
OG0003172	XP_032230519.1	Xe_004299-T1, Xe_004129-T1
OG0003174	XP_048584548.1	Xe_013153-T1
OG0003177	XP_032233954.1	Xe_002902-T1
OG0003178	XP_048583501.1	Xe_003077-T1
OG0003179	XP_001637686.1	Xe_002276-T1
OG0003180	XP_048583572.1	Xe_023665-T1, Xe_023455-T1
OG0003181	XP_001640810.1	Xe_004107-T1, Xe_004310-T1
OG0003182	XP_048583349.1	Xe_012456-T1
OG0003183	XP_001637768.2	Xe_012460-T1, Xe_012457-T2
OG0003186	XP_032233312.2	Xe_002383-T1
OG0003187	XP_032220786.2	Xe_021699-T1, Xe_021700-T1
OG0003188	XP_048581820.1	Xe_000202-T1
OG0003189	XP_032242313.2	Xe_004656-T1, Xe_004655-T1
OG0003190	XP_032234091.2	Xe_000201-T1
OG0003191	XP_032238305.2	Xe_020850-T1, Xe_020872-T1
OG0003192	XP_032241525.2	Xe_000403-T1
OG0003193	XP_032232861.1	Xe_023882-T1, Xe_005575-T1
OG0003194	XP_001641072.1	Xe_022220-T1
OG0003195	XP_032222386.1	Xe_022222-T1
OG0003196	XP_032222388.1	Xe_022223-T1
OG0003197	XP_048576889.1	Xe_005290-T1
OG0003200	XP_048577207.1	Xe_005688-T1
OG0003201	XP_032232862.1	Xe_005549-T1
OG0003202	XP_001638072.3	Xe_005604-T1
OG0003203	XP_001638014.2	Xe_005605-T1
OG0003204	XP_001637986.2	Xe_005462-T1, Xe_005480-T1
OG0003207	XP_032219844.2	Xe_003353-T1
OG0003210	XP_032228908.2	Xe_003405-T1
OG0003211	XP_001625591.3, XP_001625590.2	Xe_009189-T1
OG0003212	XP_032234951.1	Xe_002622-T1
OG0003214	XP_048586629.1	Xe_019258-T1
OG0003215	XP_048584545.1	Xe_013618-T1
OG0003216	XP_001626228.1	Xe_013861-T1
OG0003217	XP_048584480.1, XP_001629170.3	Xe_013547-T1
OG0003218	XP_001641176.2	Xe_013520-T1, Xe_013525-T1
OG0003219	XP_048583599.1	Xe_001768-T1
OG0003222	XP_001636455.2	Xe_003787-T1, Xe_003786-T1
OG0003223	XP_048577050.1	Xe_005486-T1
OG0003224	XP_032217925.2	Xe_002560-T1
OG0003225	XP_001633086.2	Xe_021942-T1
OG0003226	XP_001622689.1	Xe_002458-T1, Xe_011245-T1
OG0003227	XP_048580682.1	Xe_012696-T1
OG0003228	XP_001626501.2	Xe_003176-T1
OG0003230	XP_048580490.1	Xe_004710-T1
OG0003231	XP_048580766.1	Xe_012642-T1
OG0003232	XP_001626411.1	Xe_003015-T1
OG0003233	XP_032223608.1	Xe_022387-T1
OG0003234	XP_048580800.1	Xe_021614-T1
OG0003235	XP_048577837.1	Xe_010569-T1
OG0003239	XP_001624283.3	Xe_021696-T1
OG0003240	XP_001639933.2	Xe_021697-T1
OG0003241	XP_032239579.1	Xe_009714-T1
OG0003242	XP_001631557.2	Xe_003960-T1, Xe_028237-T1
OG0003243	XP_032218323.2	Xe_009670-T1, Xe_023832-T1
OG0003244	XP_032241201.1	Xe_009775-T1, Xe_009776-T1
OG0003245	XP_032241426.2	Xe_000454-T1, Xe_001388-T1
OG0003247	XP_001640131.2	Xe_000950-T1
OG0003248	XP_032238047.1	Xe_020708-T1
OG0003249	XP_001623105.1	Xe_020912-T1
OG0003250	XP_001632358.3, XP_032242901.2	Xe_008324-T1
OG0003251	XP_032242092.2	Xe_003875-T1, Xe_003876-T1
OG0003252	XP_048581191.1	Xe_020321-T1, Xe_020559-T1
OG0003253	XP_032235036.2	Xe_020893-T1, Xe_020878-T1
OG0003254	XP_001626658.1	Xe_007207-T1, Xe_007861-T1
OG0003255	XP_032230096.2	Xe_022669-T1, Xe_007490-T1
OG0003256	XP_032228588.2	Xe_002526-T1
OG0003257	XP_001630365.2	Xe_008613-T1
OG0003259	XP_032240019.1	Xe_018686-T1
OG0003262	XP_048575831.1	Xe_018545-T1
OG0003263	XP_032227077.1	Xe_018347-T1
OG0003264	XP_001639880.2	Xe_016325-T1
OG0003265	XP_032243234.1	Xe_014636-T1
OG0003266	XP_001632052.3	Xe_014467-T1
OG0003267	XP_032229703.1	Xe_013107-T1, Xe_013103-T1
OG0003268	XP_001623237.2	Xe_013769-T1
OG0003269	XP_001626217.1	Xe_013106-T1, Xe_013102-T1
OG0003270	XP_048590294.1	Xe_002709-T1
OG0003271	XP_032240242.2	Xe_002710-T1
OG0003272	XP_032229923.2	Xe_008044-T1
OG0003273	XP_048580163.1	Xe_021466-T1
OG0003274	XP_032237565.1	Xe_014925-T1
OG0003276	XP_001627571.1, XP_032231258.1	Xe_017696-T1
OG0003277	XP_032227910.2	Xe_005993-T1
OG0003278	XP_048585512.1	Xe_024722-T1
OG0003280	XP_001621847.2	Xe_017338-T1
OG0003281	XP_001640871.2	Xe_024269-T1
OG0003283	XP_001632399.2	Xe_024569-T1, Xe_024563-T1
OG0003284	XP_048585701.1	Xe_014806-T1
OG0003285	XP_032231489.2	Xe_011813-T1
OG0003287	XP_048586614.1	Xe_000980-T1
OG0003289	XP_048579278.1	Xe_009596-T1, Xe_009597-T1
OG0003290	XP_048580129.1	Xe_009983-T1
OG0003291	XP_048576461.1	Xe_021819-T1
OG0003292	XP_032220466.1	Xe_004813-T1
OG0003293	XP_001639569.2	Xe_004814-T1
OG0003294	XP_001639476.3	Xe_004700-T1, Xe_004815-T1
OG0003297	XP_048582180.1	Xe_004936-T1
OG0003298	XP_048589890.1	Xe_002771-T1
OG0003300	XP_048581593.1	Xe_009328-T1, Xe_009332-T1
OG0003302	XP_032218120.2	Xe_003135-T1
OG0003303	XP_032242699.1	Xe_018597-T1
OG0003304	XP_048584716.1	Xe_013879-T1
OG0003305	XP_001627099.1	Xe_008431-T2
OG0003306	XP_001629792.3, XP_048585088.1	Xe_013590-T1
OG0003307	XP_001640781.2	Xe_013087-T1
